"device","logpoint","quantity","average_capacity","Queue"
"202027KRSLR-G2","4410","94516","94286.77","1"
"202027LRSLR-G2","1400","10363","88198.14","0.12"
"202027LRSLR-G2","1410","10353","88198.14","0.12"
"202027LRSLR-G2","1420","5182","88198.14","0.06"
"202027LRSLR-G2","1460","7712","88198.14","0.09"
"202027LRSLR-G2","3000","7774","88198.14","0.09"
"202027LRSLR-G2","4410","5178","88198.14","0.06"
"204036RHAR1-G2","4410","27112","24524.04","1.11"
"2097RWKT3-LQN&","4410","6954",NULL,"0"
"2133AQRGTRQ1-L","1450","10046","0","0"
"220IRVAR1-ZQN#","4410","1234",NULL,"0"
"24075TRGTR-G2Y","1410","16876","86327.5","0.2"
"24075TRGTR-G2Y","3000","16741","86327.5","0.19"
"24075TRGTR-G2Y","4410","16710","86327.5","0.19"
"24250RGER1-G2Y","2100","7189","32052.94","0.22"
"24250RGER1-G2Y","4410","50506","32052.94","1.58"
"24296MRGER-G2Y","695","35105",NULL,"0"
"24296MRGER1-G2","2100","10072","65579.49","0.15"
"24296MRGER1-G2","4410","10075","65579.49","0.15"
"24780SRUYR-G2K","1430","10074","61544.65","0.16"
"24780SRUYR-G2K","1450","40735","61544.65","0.66"
"24780SRUYR-G2K","1460","10064","61544.65","0.16"
"24780SRUYR-G2K","3000","10073","61544.65","0.16"
"24780SRUYR-G2K","4410","179111","61544.65","2.91"
"2543QRTERQ1-G2","1415","13801","97389.3","0.14"
"2543QRTERQ1-G2","1450","6966","97389.3","0.07"
"2543QRTERQ1-G2","1460","55211","97389.3","0.57"
"2543QRTERQ1-G2","2100","6580","97389.3","0.07"
"2543QRTERQ1-G2","3000","62283","97389.3","0.64"
"2543QRTERQ1-G2","4410","123561","97389.3","1.27"
"259270DRCR-G2K","1430","13819",NULL,"0"
"259270DRCR-G2K","1450","18689",NULL,"0"
"259271DRCR-G2K","1420","18670",NULL,"0"
"2592AADRCR-G2K","4410","32221","56572.06","0.57"
"2592BADRCR-G2K","1420","11514","56074.82","0.21"
"2592BADRCR-G2K","4410","55207","56074.82","0.98"
"2592ZADRCR-G2K","1420","13824","51641.5","0.27"
"25942ARVCR1-G2","4410","500","31944.65","0.02"
"294703DSGR-G2K","4410","38295","117200.52","0.33"
"294704DSGR-G2K","4410","63163","116894.12","0.54"
"2959DNYR-NS2N#","695","1152",NULL,"0"
"2959DNYR-NS2N#","4410","1062",NULL,"0"
"2961DNYR-NS2N#","4410","981",NULL,"0"
"2962DNYR-NS2N#","4410","2123",NULL,"0"
"2969DNYR-NS2N#","4410","2256",NULL,"0"
"304056RSBR-G2K","1450","8662","13437.57","0.64"
"304057RSBR-G2K","4410","6103","15913.47","0.38"
"3219ARGTR1-G2K","3000","54681","85421.31","0.64"
"3219ARGTR1-G2K","4410","398527","85421.31","4.67"
"3314RGFR-G2S2Y","1420","7381","64040.97","0.12"
"3314RGFR-G2S2Y","1450","3633","64040.97","0.06"
"3315RGFR-G2S2Y","1410","3694","64701.18","0.06"
"3315RGFR-G2S2Y","1450","11041","64701.18","0.17"
"3315RGFR-G2S2Y","4410","73120","64701.18","1.13"
"401032DSGR1-G2","1415","24823","266738.26","0.09"
"401032DSGR1-G2","4410","301962","266738.25","1.13"
"406035RGER-G2Y","4410","37247","43310.3","0.86"
"4519RTER1-RQR&","4410","20128","55027.28","0.37"
"4622RHLR1-LQR#","4410","15108","55732.88","0.27"
"50842A0RSKR-G2","4410","11723","0","0"
"51622ARSMR-G2K","695","10080","67600.47","0.15"
"51631RSMR-G2YK","695","10080","66896.3","0.15"
"51980ARTVR-G2K","1400","15805","31636.13","0.5"
"51980ARTVR-G2K","1420","7869","31636.13","0.25"
"51980ARTVR-G2K","1430","7722","31636.13","0.24"
"51980ARTVR-G2K","1450","70295","31636.13","2.22"
"51980ARTVR-G2K","2100","7910","31636.13","0.25"
"51980ARTVR-G2K","3000","15618","31636.13","0.49"
"51980ARTVR-G2K","4410","23196","31636.13","0.73"
"51980RTVR1-G2K","1450","3934","32041.85","0.12"
"53219RGTR1-G2K","695","13818","85421.31","0.16"
"53219RGTR1-G2K","1400","23021","85421.31","0.27"
"53219RGTR1-G2K","1410","27591","85421.31","0.32"
"53219RGTR1-G2K","1420","13823","85421.31","0.16"
"53219RGTR1-G2K","1430","55261","85421.31","0.65"
"53219RGTR1-G2K","4410","211539","85421.31","2.48"
"53355DQPR-CQN#","1400","2753",NULL,"0"
"53640ARSBR-G2K","4410","42804","10800.51","3.96"
"53819ARGTR1-LK","1400","13820","107404.51","0.13"
"53819ARGTR1-LK","1430","27635","107404.51","0.26"
"53819ARGTR1-LK","2000","20730","107404.51","0.19"
"53819ARGTR1-LK","4410","499266","107404.51","4.65"
"54218ARTER1-G2","2000","7699","0","0"
"54218ARTER1-G2","2150","41199","0","0"
"542941RSAT1-G2","1450","9360",NULL,"0"
"542941RSAT1-G2","4410","29499",NULL,"0"
"54361QDPRRQ1-C","4410","25502","0","0"
"54561QDPRRQ1-C","2100","5118","0","0"
"546QRTERQ11-G2","1410","24313","0","0"
"546QRTERQ11-G2","1415","27608","0","0"
"546QRTERQ11-G2","1450","76188","0","0"
"546QRTERQ11-G2","2100","27558","0","0"
"546QRTERQ11-G2","3000","160043","0","0"
"546QRTERQ11-G2","4410","134528","0","0"
"561AQDRCRQ1-G2","695","26410","0","0"
"561AQDRCRQ1-G2","1400","27562","0","0"
"561AQDRCRQ1-G2","1410","27627","0","0"
"561AQDRCRQ1-G2","1415","27618","0","0"
"561AQDRCRQ1-G2","1420","13794","0","0"
"561AQDRCRQ1-G2","2100","19699","0","0"
"592ALDRCR1-G2K","4410","20521","56409.34","0.36"
"608098RHBR-G2K","1410","7919","37726.01","0.21"
"608098RHBR-G2K","1460","7910","37726.01","0.21"
"608098RHBR-G2K","2100","7918","37726.01","0.21"
"62085RLTR6-LN#","4410","24219",NULL,"0"
"62152QRGTRQ1-L","1450","12508","0","0"
"62406QDRCRQ1-R","2000","7143","0","0"
"62407QDRCRQ1-R","1400","7704","0","0"
"62407QDRCRQ1-R","1415","13809","0","0"
"635KRSNR1-KDG2","1410","8318","74351.85","0.11"
"635KRSNR1-KDG2","1430","10060","74351.85","0.14"
"635KRSNR1-KDG2","1450","33390","74351.85","0.45"
"635KRSNR1-KDG2","1460","10037","74351.85","0.13"
"635KRSNR1-KDG2","2000","25050","74351.85","0.34"
"635KRSNR1-KDG2","2150","10029","74351.85","0.13"
"635KRSNR1-KDG2","3020","18916","74351.85","0.25"
"635KRSNR1-KDG2","4410","173706","74351.85","2.34"
"652831RGER-G2Y","1410","29958","51504.65","0.58"
"652831RGER-G2Y","1430","20017","51504.65","0.39"
"652831RGER-G2Y","1450","10020","51504.65","0.19"
"652831RGER-G2Y","1460","19971","51504.65","0.39"
"652831RGER-G2Y","2100","26343","51504.65","0.51"
"652831RGER-G2Y","4410","117181","51504.65","2.28"
"65633BKRTER-G2","1460","6899","78715.65","0.09"
"71801DPJT1-G2K","1450","14856",NULL,"0"
"71801DPJT1-G2K","2000","32223",NULL,"0"
"771600DPJT-G2K","4410","16114","0","0"
"7A8300RGWR-G2K","1400","23757","51203.7","0.46"
"7A8300RGWR-G2K","1410","6557","51203.7","0.13"
"7A8300RGWR-G2K","1420","49431","51203.7","0.97"
"7A8300RGWR-G2K","1430","15812","51203.7","0.31"
"7A8300RGWR-G2K","1450","115262","51203.7","2.25"
"7A8300RGWR-G2K","1460","63320","51203.7","1.24"
"7A8300RGWR-G2K","2100","106397","51203.7","2.08"
"7A8300RGWR-G2K","3000","15422","51203.7","0.3"
"7A8300RGWR-G2K","4410","314090","51203.7","6.13"
"94522DRVR1-G2K","4410","170848","185472","0.92"
"9IRTERQ11-G2R&","4410","11263",NULL,"0"
"9IRTETQ12-G2R&","4410","11023",NULL,"0"
"A2005D1DRBR-RK","4410","21968","80091.2","0.27"
"A2006D1DRBR-RK","1410","13787","79116.46","0.17"
"A2012D2RTJR-RK","4410","26917","84242.8","0.32"
"A6130A2RTJR-LK","4410","98978","50617.81","1.96"
"A6133A2RTJR-LK","1400","5027","0","0"
"A6133A2RTJR-LK","1410","9232","0","0"
"A6133A2RTJR-LK","1420","10062","0","0"
"A6133A2RTJR-LK","1450","10067","0","0"
"A6133A2RTJR-LK","2100","10080","0","0"
"A6133A2RTJR-LK","3000","28733","0","0"
"A6133A2RTJR-LK","4410","10063","0","0"
"A6203A1DRBR-LK","4410","28407","140556.45","0.2"
"A8001DRBR2-G2K","1400","13823",NULL,"0"
"A8001DRBR2-G2K","1410","33375",NULL,"0"
"A8001DRBR2-G2K","1430","27637",NULL,"0"
"A8001DRBR2-G2K","2100","27502",NULL,"0"
"A8001DRBR2-G2K","3000","60114",NULL,"0"
"A8001DRBR2-G2K","4410","445668",NULL,"0"
"AC7562SDSCR-UC","4420","50257","20014.03","2.51"
"AC8562SDSCR-UC","4410","7170","43722.02","0.16"
"AC8760IRHAT-CK","4410","2242","32181.86","0.07"
"AFE031AIRGZR-C","1400","4413","51826.08","0.09"
"AFE031AIRGZR-C","1450","4479","51826.08","0.09"
"AFE031AIRGZR-C","2100","4384","51826.08","0.08"
"AFE031AIRGZR-C","3000","7008","51826.08","0.14"
"AFE031AIRGZR-C","4410","66554","51826.08","1.28"
"AFE032IRGZR-C ","2150","2679","35270.19","0.08"
"AFE032IRGZR-C ","4410","1320","35270.19","0.04"
"BQ24133RGYR-G2","1400","6478","49584.85","0.13"
"BQ24133RGYR-G2","1430","6480","49584.85","0.13"
"BQ24133RGYR-G2","1450","4313","49584.85","0.09"
"BQ24133RGYR-G2","4410","113739","49584.85","2.29"
"BQ24172RGYR-G2","4410","77824","53046.93","1.47"
"BQ24190RGER-RY","2100","8004","59614.85","0.13"
"BQ24195RGER-RY","4410","9969","60916.13","0.16"
"BQ24196RGER-RY","695","55584","60916.13","0.91"
"BQ24196RGER-RY","1400","19925","60916.13","0.33"
"BQ24196RGER-RY","1410","87006","60916.13","1.43"
"BQ24196RGER-RY","1430","30022","60916.13","0.49"
"BQ24196RGER-RY","1450","46337","60916.13","0.76"
"BQ24196RGER-RY","1460","19970","60916.13","0.33"
"BQ24196RGER-RY","2100","95171","60916.13","1.56"
"BQ24196RGER-RY","3000","35481","60916.13","0.58"
"BQ24196RGER-RY","4410","1697943","60916.13","27.87"
"BQ24262RGER1-8","4410","13188","0","0"
"BQ24311DSGR-G2","4410","96167","200903.74","0.48"
"BQ24773RUYR-G2","1420","10078","60397.39","0.17"
"BQ24773RUYR-G2","1430","10070","60397.39","0.17"
"BQ24773RUYR-G2","1450","33771","60397.39","0.56"
"BQ24777RUYR-G2","1450","10030","50429.95","0.2"
"BQ24777RUYR-G2","1460","9981","50429.95","0.2"
"BQ24777RUYR-G2","2100","40269","50429.95","0.8"
"BQ24777RUYR-G2","4410","204112","50429.95","4.05"
"BQ25040DQCR-G2","4410","17260","129861.82","0.13"
"BQ25071DQCR-G2","4410","33616","90821.58","0.37"
"BQ25890RTWR-G2","1400","15077","79794.23","0.19"
"BQ25890RTWR-G2","1410","10075","79794.23","0.13"
"BQ25890RTWR-G2","1450","35231","79794.23","0.44"
"BQ25890RTWR-G2","2000","21020","79794.23","0.26"
"BQ25890RTWR-G2","2150","10049","79794.23","0.13"
"BQ25890RTWR-G2","4410","666324","79794.23","8.35"
"BQ25892RTWR-G2","695","9381","84207.59","0.11"
"BQ25892RTWR-G2","1400","60193","84207.59","0.71"
"BQ25892RTWR-G2","1410","81665","84207.59","0.97"
"BQ25892RTWR-G2","1420","30216","84207.59","0.36"
"BQ25892RTWR-G2","1430","35216","84207.59","0.42"
"BQ25892RTWR-G2","1450","231592","84207.59","2.75"
"BQ25892RTWR-G2","2000","35098","84207.59","0.42"
"BQ25892RTWR-G2","2150","46728","84207.59","0.55"
"BQ25892RTWR-G2","4410","1418453","84207.59","16.84"
"BQ29705DSER-G2","695","69975","120519.32","0.58"
"BQ29705DSER-G2","1400","20962","120519.32","0.17"
"BQ29707DSER-G2","695","56034","112686.1","0.5"
"BQ29707DSER-G2","1410","27498","112686.1","0.24"
"BQ29707DSER-G2","1450","48178","112686.1","0.43"
"C7812BSRGCR-CK","1450","1357","3813.27","0.36"
"C7812BSRGCR-CK","3000","2397","3813.27","0.63"
"C7812BSRGCR-CK","4410","7437","3813.27","1.95"
"CC24610DRBR-CK","695","13695","93149.41","0.15"
"CC24610DRBR-CK","3000","11818","93149.41","0.13"
"CC24610DRBR-CK","4410","34532","93149.41","0.37"
"CC27201ADPRR-J","4410","9152","54680.03","0.17"
"CC27516DRSR-G2","4410","92507","97378.14","0.95"
"CC28251RGPR-CK","4410","13398","47937.22","0.28"
"CD3211A1RGPR-L","1450","10055","182400","0.06"
"CD74120RVFR-LN","1410","3593","72262.43","0.05"
"CD74120RVFR-LN","4410","7061","72262.43","0.1"
"CSD87381P1-NS2","1450","13342","188033.72","0.07"
"CSD87588N-NS2 ","1450","11843","186174.37","0.06"
"CSD87588N-NS2 ","2000","8574","186174.37","0.05"
"CSD87588N-NS2 ","2150","4306","186174.37","0.02"
"D3211A1RGPR-G2","1400","20133","182400","0.11"
"D3211A1RGPR-G2","1410","33330","182400","0.18"
"D3211A1RGPR-G2","1420","30189","182400","0.17"
"D3211A1RGPR-G2","1430","5037","182400","0.03"
"D3211A1RGPR-G2","1450","85652","182400","0.47"
"D3211A1RGPR-G2","2000","23417","182400","0.13"
"D3211A1RGPR-G2","4410","97643","182400","0.54"
"D95379Q3M-LQR#","2100","5274",NULL,"0"
"D97374Q4M-LNKE","695","15606","67001.71","0.23"
"D97374Q4M-LNKE","1400","7755","67001.71","0.12"
"D97374Q4M-LNKE","1410","7585","67001.71","0.11"
"D97374Q4M-LNKE","1430","15539","67001.71","0.23"
"D97374Q4M-LNKE","1450","18089","67001.71","0.27"
"D97374Q4M-LNKE","1460","7727","67001.71","0.12"
"D97374Q4M-LNKE","2100","12996","67001.71","0.19"
"D97374Q4M-LNKE","4410","21206","67001.71","0.32"
"D97376Q4M-LNKE","1400","31484","67001.71","0.47"
"D97376Q4M-LNKE","1430","7802","67001.71","0.12"
"D97376Q4M-LNKE","1450","14796","67001.71","0.22"
"D97376Q4M-LNKE","1460","7805","67001.71","0.12"
"D97376Q4M-LNKE","3000","7876","67001.71","0.12"
"D97376Q4M-LNKE","4410","23433","67001.71","0.35"
"D97394Q4M-LNKE","3000","7442","66530.28","0.11"
"D97394Q4M-LNKE","4410","15426","66530.28","0.23"
"D97395Q4M-LNKE","1410","2942","66303.77","0.04"
"DRV401AIRGWR-Z","4410","41038",NULL,"0"
"FE030AIRGZR-CK","695","4480","49825.88","0.09"
"FE030AIRGZR-CK","1400","8943","49825.88","0.18"
"FE030AIRGZR-CK","1410","8431","49825.88","0.17"
"FE030AIRGZR-CK","1420","4471","49825.88","0.09"
"FE030AIRGZR-CK","1450","4274","49825.88","0.09"
"FE030AIRGZR-CK","3000","4468","49825.88","0.09"
"G62130ARGTRS-L","4410","251993","0","0"
"LV62130RGTR-LY","1400","16904","104493.73","0.16"
"LV62130RGTR-LY","1410","58967","104493.73","0.56"
"LV62130RGTR-LY","1420","9464","104493.73","0.09"
"LV62130RGTR-LY","1460","16180","104493.73","0.15"
"MC7812SRGCR-CK","2100","1520","3672.13","0.41"
"MC7812SRGCR-CK","4410","6339","3672.13","1.73"
"MP513AIRSAR-CK","4410","63662","14403.07","4.42"
"N0706026RHHR-B","1460","2577","31898.79","0.08"
"N0706026RHHR-B","3000","5139","31898.79","0.16"
"N0706026RHHR-B","4410","4501","31898.79","0.14"
"N1006030RTER-C","1400","12846","99702.07","0.13"
"N1006030RTER-C","1410","6907","99702.07","0.07"
"N1006030RTER-C","1430","13806","99702.07","0.14"
"N1006030RTER-C","1460","13682","99702.07","0.14"
"N1006030RTER-C","4410","9511","99702.07","0.1"
"NA300AIDSQR-CK","1430","22256","112889.4","0.2"
"NA826AIDRGR-RK","3000","13820","24560.04","0.56"
"NA826AIDRGR-RK","4410","100891","24560.04","4.11"
"PA6204A1DRBR-L","4410","103259","144879.67","0.71"
"PA6211A1DRBR-L","4410","40227","127257.48","0.32"
"PS22981RGPR-G2","1410","9503","175706.42","0.05"
"PS22981RGPR-G2","1450","55385","175706.42","0.32"
"PS24720RGTR-CK","4410","13779","53551.22","0.26"
"PS25200DRVR-G2","695","24840","744601.12","0.03"
"PS25200DRVR-G2","1400","24833","744601.12","0.03"
"PS25200DRVR-G2","1430","24659","744601.12","0.03"
"PS2554DRCR1-G2","1420","13719","88046.09","0.16"
"PS2554DRCR1-G2","1430","13777","88046.09","0.16"
"PS2554DRCR1-G2","4410","30176","88046.09","0.34"
"PS25810RVCR-G2","1410","15325",NULL,"0"
"PS25810RVCR-G2","1420","24942",NULL,"0"
"PS25810RVCR-G2","1450","22310",NULL,"0"
"PS25810RVCR-G2","2000","109013",NULL,"0"
"PS25810RVCR-G2","4410","565676",NULL,"0"
"PS25810RVCT-G2","4410","21326",NULL,"0"
"PS28225DRBR1-C","4410","47418","84672","0.56"
"PS40040DRBRB-B","1410","13822","63219.93","0.22"
"PS40040DRBRB-B","3000","13818","63219.93","0.22"
"PS40041DRBR-B ","1400","13636","62568.18","0.22"
"PS40041DRBR-B ","4410","43934","62568.18","0.7"
"PS40190DRCR-BY","1400","11208","105349.06","0.11"
"PS40190DRCR-BY","1410","12883","105349.06","0.12"
"PS40190DRCR-BY","2100","16931","105349.06","0.16"
"PS40190DRCR-BY","4410","59049","105349.06","0.56"
"PS40425RHAR-G2","1410","5170","23509.33","0.22"
"PS40425RHAR-G2","1430","5161","23509.33","0.22"
"PS40425RHAR-G2","1460","2572","23509.33","0.11"
"PS40425RHAR-G2","4410","50354","23509.33","2.14"
"PS40428RHAR-G2","1410","10353","23958.49","0.43"
"PS40428RHAR-G2","1460","11335","23958.49","0.47"
"PS40428RHAR-G2","2100","5183","23958.49","0.22"
"PS40428RHAR-G2","3000","3720","23958.49","0.16"
"PS40428RHAR-G2","4410","19915","23958.49","0.83"
"PS51117RGYR1-B","4410","43185","142700.64","0.3"
"PS51120RHBR1-B","3000","8254","29524.99","0.28"
"PS51120RHBR1-B","4410","24572","29524.99","0.83"
"PS51125RGER-BY","4410","4998","68851.57","0.07"
"PS51200DRCR-LY","4410","12359","99263.5","0.12"
"PS51206DSQR-RK","4410","41000","156307.8","0.26"
"PS51311RGTR-G2","3000","6896","87755.14","0.08"
"PS51311RGTR-G2","4410","37740","87755.14","0.43"
"PS51518RUKR-LK","4410","27711","56917.3","0.49"
"PS51604DSGR-G2","4410","12978","363889.87","0.04"
"PS51621RHAR-BK","4410","19061","34291.2","0.56"
"PS51980RTVR-LK","1400","15131","32041.85","0.47"
"PS51980RTVR-LK","1420","15146","32041.85","0.47"
"PS51980RTVR-LK","1430","7912","32041.85","0.25"
"PS51980RTVR-LK","1450","77495","32041.85","2.42"
"PS51980RTVR-LK","2100","7847","32041.85","0.24"
"PS51980RTVR-LK","3000","7915","32041.85","0.25"
"PS51980RTVR-LK","4410","31621","32041.85","0.99"
"PS53124RGER-JK","4410","6323","39684.79","0.16"
"PS53317RGBR-G2","1400","7710","41130.2","0.19"
"PS53317RGBR-G2","1410","25176","41130.2","0.61"
"PS53317RGBR-G2","1420","17756","41130.2","0.43"
"PS53317RGBR-G2","1460","7189","41130.2","0.17"
"PS53317RGBR-G2","2100","16922","41130.2","0.41"
"PS53317RGBR-G2","4410","59152","41130.2","1.44"
"PS53318DQPR-LN","695","6934","61310.73","0.11"
"PS53318DQPR-LN","1410","4808","61310.73","0.08"
"PS53318DQPR-LN","1460","21431","61310.73","0.35"
"PS53318DQPR-LN","3000","13448","61310.73","0.22"
"PS53318DQPR-LN","4410","103727","61310.73","1.69"
"PS53319DQPR-LN","1410","13472","59923.87","0.22"
"PS53319DQPR-LN","2100","5782","59923.87","0.1"
"PS53319DQPR-LN","4410","7556","59923.87","0.13"
"PS53624RHAT-BK","4410","3755","30203.2","0.12"
"PS53819RGTR-RK","1400","11399","104978.42","0.11"
"PS54218RTER3-C","695","10885","101077.28","0.11"
"PS54218RTER3-C","1450","27224","101077.28","0.27"
"PS54218RTER3-C","4410","6904","101077.28","0.07"
"PS54226ARGTR-L","4410","15186","60541.64","0.25"
"PS54226RGTR1-L","4410","13805","72311.16","0.19"
"PS54320RHLR-G2","695","15120","65839.1","0.23"
"PS54320RHLR-G2","1420","11224","65839.1","0.17"
"PS54320RHLR-G2","1430","11233","65839.1","0.17"
"PS54320RHLR-G2","1450","15109","65839.1","0.23"
"PS54320RHLR-G2","1460","14994","65839.1","0.23"
"PS54320RHLR-G2","2100","15070","65839.1","0.23"
"PS54320RHLR-G2","3000","15088","65839.1","0.23"
"PS54320RHLR-G2","4410","115044","65839.1","1.75"
"PS54426RSAR1-L","4410","5000","60401.73","0.08"
"PS54561DPRR1-C","4410","5122",NULL,"0"
"PS54620RGYR1-L","1400","38953","69929.46","0.56"
"PS54620RGYR1-L","1410","75415","69929.46","1.08"
"PS54620RGYR1-L","1420","7544","69929.46","0.11"
"PS54620RGYR1-L","1460","26499","69929.46","0.38"
"PS54620RGYR1-L","2100","33889","69929.46","0.48"
"PS54620RGYR1-L","3000","30174","69929.46","0.43"
"PS54620RGYR1-L","4410","564607","69929.46","8.07"
"PS54620RGYT1-L","4410","20035","69929.46","0.29"
"PS54622ARHLR-L","2100","24888","55732.88","0.45"
"PS54622ARHLR-L","4410","15103","55732.88","0.27"
"PS54678RTER-G2","695","27647","51911.9","0.53"
"PS54678RTER-G2","1400","8147","51911.9","0.16"
"PS54678RTER-G2","1430","13813","51911.9","0.27"
"PS54678RTER-G2","1450","13795","51911.9","0.27"
"PS54678RTER-G2","2100","13676","51911.9","0.26"
"PS54678RTER-G2","3000","27544","51911.9","0.53"
"PS54678RTER-G2","4410","304664","51911.9","5.87"
"PS54821RHLR2-R","1450","7543","61549.98","0.12"
"PS54821RHLR2-R","2100","57414","61549.98","0.93"
"PS54821RHLR2-R","4410","430775","61549.98","7"
"PS56121DQPR2-C","695","4284","66310.65","0.06"
"PS56121DQPR2-C","4410","77","66310.65","0"
"PS56221DQPR2-C","2100","3828","65840.99","0.06"
"PS61087DRCR-LY","1410","16386","121991.89","0.13"
"PS61087DRCR-LY","2100","16842","121991.89","0.14"
"PS61087DRCR-LY","4410","300591","121991.89","2.46"
"PS61165DRVT-LK","4410","16800","219277.24","0.08"
"PS61176RTER-G2","1450","8989","93324.66","0.1"
"PS61176RTER-G2","2100","10963","93324.66","0.12"
"PS61176RTER-G2","4410","72887","93324.66","0.78"
"PS61185RGER-UL","4410","1795","64915.86","0.03"
"PS61200DRCR-LY","1410","6957","96889.42","0.07"
"PS61200DRCR-LY","1460","7052","96889.42","0.07"
"PS62040DRCR1-R","4410","88349","130220.68","0.68"
"PS62134DRGTR-L","1430","6814","85687.1","0.08"
"PS62134DRGTR-L","4410","37590","85687.1","0.44"
"PS62177DQCR-RK","4410","103414","582242.37","0.18"
"PS62410DRCR-RY","1410","16912","58172.13","0.29"
"PS62410DRCR-RY","4410","8176","58172.13","0.14"
"PS62745DSSR-LK","4410","14584","96506.18","0.15"
"PS63000DRCR-LY","1430","14162","68377.39","0.21"
"PS63000DRCR-LY","4410","84471","68377.39","1.24"
"PS63030DSKR-CK","1410","16548","205233.9","0.08"
"PS63030DSKR-CK","1420","30083","205233.9","0.15"
"PS63030DSKR-CK","1430","20612","205233.9","0.1"
"PS63030DSKR-CK","2000","36998","205233.9","0.18"
"PS63031DSKR-CK","2000","46543","198364.64","0.23"
"PS63031DSKR-CK","2150","90079","198364.64","0.45"
"PS63031DSKR-CK","4410","163853","198364.64","0.83"
"PS63031DSKT-CK","4410","12351","198364.64","0.06"
"PS65023RSBT1-R","4410","3872","51947.93","0.07"
"PS65053RGER1-R","4410","7626","30794.88","0.25"
"PS65165RSBR-UN","4410","21328","27569.99","0.77"
"PS65168RSBR1-R","1410","7912","54869.27","0.14"
"PS65168RSBR1-R","1450","55456","54869.27","1.01"
"PS65168RSBR1-R","2100","15797","54869.27","0.29"
"PS65168RSBR1-R","4410","154380","54869.27","2.81"
"PS65178ARSLR-R","1420","4831","54152.08","0.09"
"PS65178ARSLR-R","4410","98335","54152.08","1.82"
"PS65261RHBR-G2","1400","7858","84486.72","0.09"
"PS65261RHBR-G2","1410","23721","84486.72","0.28"
"PS65261RHBR-G2","1420","7917","84486.72","0.09"
"PS65261RHBR-G2","1450","33556","84486.72","0.4"
"PS65261RHBR-G2","1460","15819","84486.72","0.19"
"PS65261RHBR-G2","2100","28454","84486.72","0.34"
"PS65261RHBR-G2","3000","7892","84486.72","0.09"
"PS65261RHBR-G2","4410","39497","84486.72","0.47"
"PS65631DPDR-G2","3000","13799","95807.52","0.14"
"PS65631DPDR-G2","4410","77175","95807.52","0.81"
