"pkgtype","tester_req","EDGE_LB","pkg_size","Pin","Package","expected_output_2_days","expected_avg_output_per_day","cap_per_day","wip_post_WB","wip_ft1","wip_ft2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","Total_Queue_1_tester"
"STD  ","ETS-2-64","6568520B","5X5           ","RHB300       ","RHB300       ","126114","63057","64133.05","55855","121905","0","0.87","1.9","0","2.7717378169290248"
"STD  ","ETS-2-64","6568521A","5X5           ","RHB300       ","RHB300       ","156830","78415","84486.72","125217","39497","0","1.48","0.47","0","1.9495845027478875"
"STD  ","ETS-1-64","6487925B","3.5X3.5       ","RHL          ","RHL          ","34114","17057","55732.88","88556","173011","0","1.59","3.1","0","4.693225973608398"
"STD  ","ETS-2-64","6487925B","3.5X3.5       ","RHL          ","RHL          ","128127","64063.5","60095.71","88556","173011","0","1.47","2.88","0","4.35250702587589"
"STRIP","ETS-1-64","6487925B","3.5X3.5       ","RHLST        ","RHLST        ","15108","7554","55732.88","0","15108","0","0","0.27","0","0.2710787599707749"
"STD  ","ETS-2-64","6555639A","5.5X3.5       ","RHR300       ","RHR300       ","156183","78091.5","42013.53","113872","240720","0","2.71","5.73","0","8.439947797768957"
"STD  ","ETS-1-64","6494708A","4X4           ","RSA300       ","RSA300       ","94973","47486.5","47517.61","18237","21366","0","0.38","0.45","0","0.8334383821071809"
"STD  ","ETS-2Q-64","6494708A","4X4           ","RSA300       ","RSA300       ","40194","20097","47517.61","18237","21366","0","0.38","0.45","0","0.8334383821071809"
"STD  ","ETS-2-64","6518677A","5X5           ","RSB          ","RSB          ","86796","43398","54869.27","79165","154380","0","1.44","2.81","0","4.256389778832487"
"STD  ","ETS-2-64","6570774A","7X7           ","RSH          ","RSH          ","58349","29174.5","27367.92","0","88061","0","0","3.22","0","3.217672369694153"
"STD  ","ETS-2M-128","6570774A","7X7           ","RSH          ","RSH          ","21391","10695.5","27367.92","0","88061","0","0","3.22","0","3.217672369694153"
"STD  ","ETS-2-64","6578526A","4X4           ","RSN300VTT    ","RSN300VTT    ","182901","91450.5","74351.85","115800","173706","0","1.56","2.34","0","3.893729611300862"
"STD  ","ETM-2-64","6524040A","3X3           ","RTE300       ","RTE300       ","254883","127441.5","97389.3","144841","123561","0","1.49","1.27","0","2.7559701117063167"
"STD  ","ETS-2-64","6524040A","3X3           ","RTE300       ","RTE300       ","100496","50248","0","315710","134528","0","0","0","0","0"
"STD  ","ETS-2-128","6529253A","3X3           ","RTE300       ","RTE300       ","30108","15054","51911.9","104622","304664","0","2.02","5.87","0","7.8842423413514044"
"STD  ","ETS-1-64","6479465A","4X4           ","RTJ          ","RTJ          ","98978","49489","50617.81","0","98978","0","0","1.96","0","1.955398702551533"
"STD  ","ETS-2-64","6487839B","5X5           ","RTV          ","RTV          ","61961","30980.5","31838.99","125219","23196","0","3.93","0.73","0","4.661422991118751"
"STD  ","ETM-5-128","6579768C","4X4           ","RTWST300     ","RTWST300     ","870278","435139","80685","91452","666324","0","1.13","8.26","0","9.391782859267522"
"STD  ","ETS-2-64","6526546B","4X4           ","RUY          ","RUY          ","126848","63424","63243.95","79304","159917","0","1.25","2.53","0","3.7825120031244097"
"STD  ","ETS-2-64","6571495A","4X4           ","RUY300       ","RUY300       ","476428","238214","55015.63","60280","204112","0","1.1","3.71","0","4.805761562668645"
"STRIP","ETM-4-64","6590151A","4X3           ","RVC300ST     ","RVC300ST     ","236725","118362.5",NULL,"171590","565676","0","0","0","0","0"
"STD  ","ETS-2-64","6528917C","7X5           ","RVFCLIPT     ","RVFCLIPT     ","46444","23222","20621.08","163429","462658","0","7.93","22.44","0","30.361503859157715"
"STD  ","ETS-2M-64","6528917C","7X5           ","RVFCLIPT     ","RVFCLIPT     ","46143","23071.5","20621.08","163429","462658","0","7.93","22.44","0","30.361503859157715"
