"pkgtype","tester_req","EDGE_LB","pkg_size","Pin","Package","expected_output_2_days","expected_avg_output_per_day","cap_per_day","wip_post_WB","wip_ft1","wip_ft2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","Total_Queue_1_tester"
NULL,"ETS-2-64","6462654A",NULL,NULL,NULL,"88129","44064.5","144879.67","0","88129","0","0","0.61","0","0.6082910045281025"
NULL,"ETS-0-64","6468723B",NULL,NULL,NULL,"11001","5500.5","115912.08","0","11001","0","0","0.09","0","0.09490814072182985"
NULL,"ETM-4-64","6473092B",NULL,NULL,NULL,"7097","3548.5","62568.18","0","7097","0","0","0.11","0","0.11342826337604833"
NULL,"ETS-0-64","6484140A",NULL,NULL,NULL,"104966","52483","86101.98","14483","8417","0","0.17","0.1","0","0.2659636863170859"
NULL,"ETS-2Q-64","6489159B",NULL,NULL,NULL,"73040","36520","68579.81","74431","51476","0","1.09","0.75","0","1.8359193471081359"
NULL,"ETS-2-64","6505620C",NULL,NULL,NULL,"55225","27612.5","0","0","6950","0","0","0","0","0"
NULL,"ETS-1-64","6505771B",NULL,NULL,NULL,"6895","3447.5","0","260652","150011","0","0","0","0","0"
NULL,"ETS-2-64","6505771B",NULL,NULL,NULL,"79195","39597.5","34305.61","0","25237","0","0","0.74","0","0.7356522737826262"
NULL,"ETS-2-64","6510147A",NULL,NULL,NULL,"8955","4477.5","70232.71","89734","23902","0","1.28","0.34","0","1.6179925279830436"
NULL,"ETS-2-64","6510609E",NULL,NULL,NULL,"16831","8415.5","94171.79","0","16831","0","0","0.18","0","0.1787265591956997"
NULL,"ETS-0-64","6511094C",NULL,NULL,NULL,"48789","24394.5","93149.41","14011","14078","0","0.15","0.15","0","0.30154780368442485"
NULL,"ETS-0-64","6513992A",NULL,NULL,NULL,"45071","22535.5","51321","4601","0","0","0.09","0","0","0.08965140975429162"
NULL,"ETS-2-64","6513992B",NULL,NULL,NULL,"134452","67226","0","54065","185192","0","0","0","0","0"
NULL,"ETS-S-64","6513992B",NULL,NULL,NULL,"16895","8447.5","0","54065","185192","0","0","0","0","0"
NULL,"ETS-S-64","6515889A",NULL,NULL,NULL,"17472","8736","103199.08","0","17472","0","0","0.17","0","0.16930383487914816"
NULL,"ETS-1-64","6516230D",NULL,NULL,NULL,"152019","76009.5","99263.5","338051","343394","0","3.41","3.46","0","6.8650108045757"
NULL,"ETS-2-64","6516230D",NULL,NULL,NULL,"50791","25395.5","99263.5","338051","343394","0","3.41","3.46","0","6.8650108045757"
NULL,"ETS-1M-64","6517950B",NULL,NULL,NULL,"7029","3514.5","25816.62","0","7029","0","0","0.27","0","0.27226647020407785"
NULL,"ETS-2-64","6522212C",NULL,NULL,NULL,"345135","172567.5","100707.03","55257","90724","0","0.55","0.9","0","1.449561167676179"
NULL,"ETS-0-64","6522803A",NULL,NULL,NULL,"33931","16965.5","54832.01","0","20128","0","0","0.37","0","0.3670848469716868"
NULL,"ETS-2-64","6524040A",NULL,NULL,NULL,"173269","86634.5","0","390078","259550","0","0","0","0","0"
NULL,"ETS-0-64","6525239A",NULL,NULL,NULL,"36580","18290","26977.51","29104","0","0","1.08","0","0","1.0788245468169597"
NULL,"ETS-2-128","6530035A",NULL,NULL,NULL,"236215","118107.5","206222.13","327314","13810","0","1.59","0.07","0","1.6541580673228427"
NULL,"ETS-2-64","6541669B",NULL,NULL,NULL,"52304","26152","50890.77","0","20107","0","0","0.4","0","0.3951011155853999"
NULL,"ETS-2-64","6542741A",NULL,NULL,NULL,"13767","6883.5","107404.51","41419","13767","0","0.39","0.13","0","0.5138145502456088"
NULL,"ETS-1M-64","6542852A",NULL,NULL,NULL,"24882","12441","94171.79","0","24882","0","0","0.26","0","0.2642192529206464"
NULL,"ETS-2-64","6544455A",NULL,NULL,NULL,"67364","33682","93324.66","0","67364","0","0","0.72","0","0.7218242209508183"
NULL,"ETS-2-64","6547181A",NULL,NULL,NULL,"63902","31951","53119.27","41408","22635","0","0.78","0.43","0","1.2056453336049235"
NULL,"ETS-2-64","6553054A",NULL,NULL,NULL,"32452","16226","0","6911","25541","0","0","0","0","0"
NULL,"ETS-2-64","6553444B",NULL,NULL,NULL,"78640","39320","101954.63","0","30455","0","0","0.3","0","0.2987112993299078"
NULL,"ETS-2-64","6554905A",NULL,NULL,NULL,"55504","27752","217915.27","52205","41468","0","0.24","0.19","0","0.4298597340149683"
NULL,"ETM-4-64","6555613B",NULL,NULL,NULL,"92706","46353","203416.22","248165","41438","0","1.22","0.2","0","1.4236966943933969"
NULL,"ETS-2-64","6569306A",NULL,NULL,NULL,"502907","251453.5","79573.82","55241","122215","0","0.69","1.54","0","2.2300801947173077"
NULL,"ETS-2-64","6570845A",NULL,NULL,NULL,"113462","56731","88918.36","11549","101913","0","0.13","1.15","0","1.2760244340988744"
NULL,"ETS-2-64","6575577B",NULL,NULL,NULL,"101000","50500","88414.27","41384","51533","0","0.47","0.58","0","1.0509276387171438"
NULL,"ETS-2-64","6588064A",NULL,NULL,NULL,"5034","2517","0","0","5034","0","0","0","0","0"
NULL,"ETS-1M-64","No_Tooling",NULL,NULL,NULL,"41343","20671.5","131551.73","27628","256971","0","0.21","1.95","0","2.1633999035968587"
NULL,"ETS-2-64","No_Tooling",NULL,NULL,NULL,"41426","20713","131551.73","27628","256971","0","0.21","1.95","0","2.1633999035968587"
NULL,"ETS-S-64","No_Tooling",NULL,NULL,NULL,"201830","100915","131551.73","27628","256971","0","0.21","1.95","0","2.1633999035968587"
NULL,"ETM-4-64","6548880A",NULL,NULL,NULL,"29771","14885.5","134356.34","362430","13643","0","2.7","0.1","0","2.7990714840847852"
NULL,"ETS-2-64","6520958B",NULL,NULL,NULL,"75620","37810","41130.2","11841","0","0","0.29","0","0","0.2878906496929264"
NULL,"ETS-2-64","6515575A",NULL,NULL,NULL,"12227","6113.5","48086.81","3000","9227","0","0.06","0.19","0","0.254269310024932"
NULL,"ETS-2-64","6543758C",NULL,NULL,NULL,"262557","131278.5","70276.5","36030","225085","0","0.51","3.2","0","3.71553791096597"
NULL,"ETS-2-64","6544140B",NULL,NULL,NULL,"15197","7598.5","0","48","3609","0","0","0","0","0"
NULL,"ETS-2-64","6545456B",NULL,NULL,NULL,"80592","40296","86453.49","0","14850","0","0","0.17","0","0.1717686585006574"
NULL,"ETS-2-64","6578688B",NULL,NULL,NULL,"146149","73074.5","67001.71","223850","121298","0","3.34","1.81","0","5.1513312122929396"
NULL,"ETM-5-128","6580945B",NULL,NULL,NULL,"7918","3959","183063.27","0","7918","0","0","0.04","0","0.043252805437158426"
NULL,"ETM-4-64","6590151A",NULL,NULL,NULL,"58267","29133.5","0","0","7660","0","0","0","0","0"
NULL,"ETS-2-64","6461377C",NULL,NULL,NULL,"89833","44916.5","84242.8","40269","49564","0","0.48","0.59","0","1.0663581932224475"
NULL,"ETS-2-64","6479465A",NULL,NULL,NULL,"15025","7512.5","0","5016","10009","0","0","0","0","0"
NULL,"ETS-1-64","6491333A",NULL,NULL,NULL,"12679","6339.5","137132.55","0","12679","0","0","0.09","0","0.09245799046251238"
NULL,"ETS-2-64","6494708A",NULL,NULL,NULL,"88023","44011.5","46769.29","0","16521","0","0","0.35","0","0.35324461842375626"
NULL,"ETS-0-64","6504342B",NULL,NULL,NULL,"93936","46968","51480.26","0","73535","0","0","1.43","0","1.4284115892188578"
NULL,"ETS-2-64","6504342B",NULL,NULL,NULL,"89024","44512","49758.19","0","73535","0","0","1.48","0","1.4778471644567457"
NULL,"ETS-2-64","6517878B",NULL,NULL,NULL,"39668","19834","59152.08","0","39668","0","0","0.67","0","0.670610399499054"
NULL,"ETM-4-64","6518742B",NULL,NULL,NULL,"34723","17361.5","73272.8","6598","9943","0","0.09","0.14","0","0.2257454335032918"
NULL,"ETS-2-64","6520265B",NULL,NULL,NULL,"25783","12891.5","62939.69","9993","20053","0","0.16","0.32","0","0.4773776292828897"
NULL,"ETS-2-128","6525585A",NULL,NULL,NULL,"59595","29797.5","60916.13","414675","315395","0","6.81","5.18","0","11.984838826760663"
NULL,"ETS-2-64","6525585A",NULL,NULL,NULL,"419782","209891","61136.36","0","9959","0","0","0.16","0","0.16289815095304988"
NULL,"ETM-5-128","6529675B",NULL,NULL,NULL,"5031","2515.5","77608.91","40271","15058","0","0.52","0.19","0","0.7129207200564986"
NULL,"ETS-2-64","6541533C",NULL,NULL,NULL,"318733","159366.5","51964.46","0","22779","0","0","0.44","0","0.4383572926573277"
NULL,"ETS-2-64","6541602C",NULL,NULL,NULL,"63862","31931","79938.78","15819","48043","0","0.2","0.6","0","0.7988863477776369"
NULL,"ETM-4-64","6546767B",NULL,NULL,NULL,"163726","81863","182400","574020","125610","0","3.15","0.69","0","3.8356907894736842"
NULL,"ETM-4-64","6560309A",NULL,NULL,NULL,"4470","2235","54660.07","14546","0","0","0.27","0","0","0.26611747844450256"
NULL,"ETS-2-64","6574595B",NULL,NULL,NULL,"5015","2507.5","0","0","5015","0","0","0","0","0"
NULL,"ETS-2-64","6575258A",NULL,NULL,NULL,"29970","14985","51201.75","104800","29970","0","2.05","0.59","0","2.6321365968936608"
NULL,"ETM-2-64","6579742C",NULL,NULL,NULL,"6232","3116","39850.31","0","6232","0","0","0.16","0","0.1563852326368352"
NULL,"ETM-5-128","6579768C",NULL,NULL,NULL,"483666","241833","84207.59","265096","1004307","0","3.15","11.93","0","15.074686260466546"
NULL,"ETS-2-64","6491839B",NULL,NULL,NULL,"57813","28906.5","30653.96","0","96201","0","0","3.14","0","3.1382894738559064"
NULL,"ETS-2-64","6515577B",NULL,NULL,NULL,"97205","48602.5","49104.65","61638","25655","0","1.26","0.52","0","1.7776931512596057"
NULL,"ETS-0-64","6553821A",NULL,NULL,NULL,"4648","2324","0","11099","0","0","0","0","0","0"
NULL,"ETS-2-64","6555639A",NULL,NULL,NULL,"5071","2535.5","42013.53","0","5071","0","0","0.12","0","0.12069921284881323"
NULL,"ETS-S-64","6556617A",NULL,NULL,NULL,"3624","1812","186174.37","0","3624","0","0","0.02","0","0.019465622469945782"
NULL,"ETS-S-64","6484527A",NULL,NULL,NULL,"11829","5914.5",NULL,"11829","0","0","0","0","0","0"
NULL,"ETS-2-64","6503050A",NULL,NULL,NULL,"50051","25025.5","53887.55","0","50051","0","0","0.93","0","0.9288045197823986"
NULL,"ETS-S-64","6518233A",NULL,NULL,NULL,"41982","20991","51947.93","7230","34752","0","0.14","0.67","0","0.8081553971447948"
NULL,"ETS-2Q-64","6518677A",NULL,NULL,NULL,"7704","3852","54869.27","0","7704","0","0","0.14","0","0.1404064606655055"
NULL,"ETS-S-64","6528989B",NULL,NULL,NULL,"11397","5698.5","57012.16","0","3719","0","0","0.07","0","0.06523169793952728"
NULL,"ETS-0-64","6555551A",NULL,NULL,NULL,"16373","8186.5","51203.7","0","16373","0","0","0.32","0","0.3197620484457178"
NULL,"ETS-2-64","6568520B",NULL,NULL,NULL,"22244","11122","61890.83","7907","22244","0","0.13","0.36","0","0.4871642535735908"
NULL,"ETS-2-64","6568521A",NULL,NULL,NULL,"65136","32568","84266.8","0","16760","0","0","0.2","0","0.1988920903606165"
NULL,"ETS-4M-128","6572424A",NULL,NULL,NULL,"14016","7008","0","0","14016","0","0","0","0","0"
NULL,"ETS-2-128","6577720A",NULL,NULL,NULL,"4432","2216",NULL,"0","4432","0","0","0","0","0"
NULL,"ETS-2-64","6522167C",NULL,NULL,NULL,"18082","9041","59923.87","143041","13608","0","2.39","0.23","0","2.6141335664735936"
NULL,"ETS-2-64","6523177B",NULL,NULL,NULL,"78462","39231","52894.74","138345","44382","0","2.62","0.84","0","3.4545400922662632"
NULL,"ETS-2-64","6575257C",NULL,NULL,NULL,"6649","3324.5","55486.68","0","0","6649","0","0","0.12","0.11983056113647456"
NULL,"ETS-4M-128","6526570D",NULL,NULL,NULL,"4454","2227","30863.65","0","4454","0","0","0.14","0","0.14431216009772013"
NULL,"ETS-2-64","6542777B",NULL,NULL,NULL,"12448","6224","25590.08","7366","2571","0","0.29","0.1","0","0.38831453438207303"
NULL,"ETS-2-64","6555466B",NULL,NULL,NULL,"2292","1146","34473.6","0","2292","0","0","0.07","0","0.06648565859092175"
NULL,"ETM-5-128","No_Tooling",NULL,NULL,NULL,"55307","27653.5","90947.99","18690","0","0","0.21","0","0","0.20550206772024318"
NULL,"ETS-2-64","6496545A",NULL,NULL,NULL,"11130","5565","43424.18","9926","3411","0","0.23","0.08","0","0.3071330304913069"
NULL,"ETS-2-64","6514558B",NULL,NULL,NULL,"77","38.5","64701.18","0","77","0","0","0","0","0.0011900864868306883"
NULL,"ETS-2-128","6528917B",NULL,NULL,NULL,"3550","1775","16624.76","7154","0","0","0.43","0","0","0.430322001640926"
NULL,"ETS-2-64","6528917B",NULL,NULL,NULL,"3604","1802","16624.76","7154","0","0","0.43","0","0","0.430322001640926"
NULL,"ETS-1-64","6519267C",NULL,NULL,NULL,"4457","2228.5","50825.98","5151","0","0","0.1","0","0","0.10134580779357329"
NULL,"ETS-S-64","6519267C",NULL,NULL,NULL,"2933","1466.5","49825.88","5151","0","0","0.1","0","0","0.10338001054873491"
NULL,"ETS-2-64","6545193C",NULL,NULL,NULL,"4636","2318","35270.19","5406","0","0","0.15","0","0","0.15327391204867338"
NULL,"ETS-2-64","6570774A",NULL,NULL,NULL,"93289","46644.5","27367.92","0","93289","0","0","3.41","0","3.4086989438729725"
NULL,"ETS-2-64","6570729C",NULL,NULL,NULL,"21679","10839.5","2499.14","52586","68106","0","21.04","27.25","0","48.293412934049314"
NULL,"ETS-2-64","No_Tooling",NULL,NULL,NULL,"2969","1484.5","0","0","2969","0","0","0","0","0"
