"Tester","TesterConfig","PackageSize","Initial_LoadBoard","Optimizer_LoadBoard","N_Lots","SUM_QTY","ChangeOver","SUM_PPH","Hours","PKGTYPE","PIN","CAP_PER_DAY","WIP_POST_WB","WIP_FT1","WIP_FT2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","TOTAL_WIP"
"CLFTEA48","ETS-2-64","2X2","","6574499A","10","222963","1","14980","14.88","STD  ","DRVST300     ","359513.04","0","222963","0","0","0.62","0","0.62"
"CLFTEA48","ETS-2-64","2X2","","6525230A","8","153184","2","65572","2.34","STRIP","DRVST        ","802229.19","0","125509","0","0","0.16","0","0.16"
"CLFTEA48","ETS-2-64","4X4","","6571495A","14","129541","3","10347","12.52","STD  ","RUY300       ","59318.33","0","170368","0","0","2.87","0","2.87"
"CLFTEA49","ETS-2-64","3X3","6570774A                                     ","6542741A","25","319817","1","13223","24.19","STRIP","RGTST        ","107210.42","0","391422","0","0","3.65","0","3.65"
"CLFTEA5","ETS-0-64","5X5","","6555551A","25","153188","1","2190","69.95","STD  ","RGW300       ","51203.7","0","401011","0","0","7.83","0","7.83"
"CLFTEA50","ETS-2-64","4.5X3.5","6545456B                                     ","6545456B","30","206155","0","9686","21.28","CLIP ","RVECLIP      ","86841.01","0","7525","0","0","0.09","0","0.09"
"CLFTEA52","ETM-5-128","4X4","6579768C                                     ","6579768C","20","185196","0","14224","13.02","STD  ","RTWST300     ","47590.35","0","407699","0","0","8.57","0","8.57"
"CLFTEA53","ETM-5-128","4X4","6579768C                                     ","6579768C","17","151018","0","14224","10.62","STD  ","RTWST300     ","66232.11","0","407699","0","0","6.16","0","6.16"
"CLFTEA54","ETM-5-128","4X4","6579768C                                     ","6579768C","29","265044","0","14224","18.63","STD  ","RTWST300     ","76117.39","0","407699","0","0","5.36","0","5.36"
"CLFTEA56","ETS-2Q-64","6X6","6578688B                                     ","6479550B","21","95563","1","1329","71.91","STD  ","RHH          ","31898.79","0","216580","0","0","6.79","0","6.79"
"CLFTEA57","ETS-2-64","3X3","6515677C                                     ","6542694A","15","176301","1","14504","12.16","STD  ","DRC          ","116211.51","0","161451","0","0","1.39","0","1.39"
"CLFTEA57","ETS-2-64","4X4","6515677C                                     ","6571495A","2","20108","2","10347","1.94","STD  ","RUY300       ","61544.65","0","60131","0","0","0.98","0","0.98"
"CLFTEA58","ETS-2-128","3X3","6569306A                                     ","6569306A","13","179255","0","12891","13.91","STD  ","RTE300       ","78715.65","0","254151","0","0","3.23","0","3.23"
"CLFTEA59","ETS-2-64","5X5","6555639A                                     ","6513476C","15","93976","1","2676","35.12","STD  ","RHB          ","32102.4","0","135100","0","0","4.21","0","4.21"
"CLFTEA6","ETM-2-64","3X3","","6524040A","9","115534","1","3987","28.98","STD  ","RTE300       ","97389.3","0","129285","0","0","1.33","0","1.33"
"CLFTEA60","ETS-2-64","2X2","6524788B                                     ","6524788B","11","217296","0","23109","9.4","STD  ","DRVST300     ","167578.6","0","153713","0","0","0.92","0","0.92"
"CLFTEA60","ETS-2-64","6X6","6524788B                                     ","6479550B","5","25806","1","1329","19.42","STD  ","RHH          ","31898.79","0","216580","0","0","6.79","0","6.79"
"CLFTEA61","ETS-2-64","4.5X3.5","6578688B                                     ","6578688B","45","312136","0","4390","71.1","STD  ","DPC          ","67001.71","0","390510","0","0","5.83","0","5.83"
"CLFTEA62","ETS-2-64","5X5","6568521A                                     ","6568521A","34","248710","0","7010","35.48","STD  ","RHB300       ","84249.55","0","253457","0","0","3.01","0","3.01"
"CLFTEA63","ETS-2-64","3X3","6555639A                                     ","6471907A","12","144948","1","16781","8.64","STD  ","DRCLLF       ","57534.93","0","80262","0","0","1.4","0","1.4"
"CLFTEA64","ETS-2-64","6X5","6522167C                                     ","6522167C","6","38553","0","6860","5.62","CLIP ","DQPCLIP      ","59473.62","0","47949","0","0","0.81","0","0.81"
"CLFTEA64","ETS-2-64","3X3","6522167C                                     ","6546196A","51","629735","1","21808","28.88","STRIP","RTE300ST     ","0","0","84176","0","0","0","0","0"
"CLFTEA65","ETS-2-64","3X3","6518552B                                     ","6547181A","16","160887","1","19111","8.42","STD  ","DRC          ","56392.07","0","99686","0","0","1.77","0","1.77"
"CLFTEA66","ETS-2-64","3X3","6575577B                                     ","6575577B","5","48904","0","10015","4.88","STD  ","RGT          ","91488.4","0","6546","0","0","0.07","0","0.07"
"CLFTEA66","ETS-2-64","2X2","6575577B                                     ","6584432B","13","262762","1","57759","4.55","STRIP","RLTGFCST     ",NULL,"0","215920","0","0","0","0","0"
"CLFTEA66","ETS-2-64","3X3","6575577B                                     ","6547181A","7","96568","2","19111","5.05","STD  ","DRC          ","56145.85","0","99686","0","0","1.78","0","1.78"
"CLFTEA67","ETS-2-64","3X3","6516230D                                     ","6516230D","6","88615","0","2500","35.45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA68","ETS-2-64","4X4","6525585A                                     ","6525585A","20","193059","0","27258","7.08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA69","ETS-2-64","4X4","6525585A                                     ","6525585A","21","191513","0","27258","7.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA7","ETS-2-128","3X3","","6554905A","53","651573","1","34624","18.82",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA70","ETS-2-64","2X2","6526517A                                     ","6577168A","7","164711","1","31025","5.31","STD  ","DRVST300     ","744601.12","0","164711","0","0","0.22","0","0.22"
"CLFTEA70","ETS-2-64","3X3","6526517A                                     ","6542741A","7","94432","2","13223","7.14","STRIP","RGTST        ","107404.51","0","391422","0","0","3.64","0","3.64"
"CLFTEA70","ETS-2-64","4X4","6526517A                                     ","6575258A","8","79287","3","6068","13.07","STD  ","RGE300LLF    ","48431.77","0","30067","0","0","0.62","0","0.62"
"CLFTEA71","ETS-1-64","3.5X3.5","6487925B                                     ","6487925B","17","195964","0","14896","13.16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA72","ETS-2-64","3X3","6523514A                                     ","6523514A","2","27634","0","3669","7.53","STD  ","DRC          ","88046.09","0","304853","0","0","3.46","0","3.46"
"CLFTEA72","ETS-2-64","3X3","6523514A                                     ","6516230D","3","50582","1","2500","20.23","STD  ","DRCLLF       ","99263.5","0","111466","0","0","1.12","0","1.12"
"CLFTEA73","ETS-2-64","5X5","6586556A                                     ","6568521A","27","198681","1","7010","28.34","STD  ","RHB300       ","83835.1","0","253457","0","0","3.02","0","3.02"
"CLFTEA74","ETS-2-64","3X3","6520958B                                     ","6569306A","20","221316","1","12891","17.17","STD  ","RTE300       ","81540.59","0","73793","0","0","0.9","0","0.9"
"CLFTEA75","ETS-2-64","4.5X3.5","6544140B                                     ","6544140B","27","187725","0","5564","33.74","STD  ","DPC          ","66931.87","0","161077","0","0","2.41","0","2.41"
"CLFTEA76","ETS-2-64","3X3","6570845A                                     ","6547181A","14","163092","1","19111","8.53","STD  ","DRC          ","55021.26","0","99686","0","0","1.81","0","1.81"
"CLFTEA77","ETS-2M-64","3.5X3.5","6487925B                                     ","6487925B","12","169144","0","17308","9.77",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA78","ETS-2-64","4X4","6578526A                                     ","6578526A","26","215511","0","3098","69.56","STD  ","RSN300VTT    ","74351.85","0","221793","0","0","2.98","0","2.98"
"CLFTEA79","ETS-2M-64","2X2","6570316D                                     ","6570316D","13","276759","0","4678","59.16","STRIP","DSQST        ","112889.4","0","301588","0","0","2.67","0","2.67"
"CLFTEA80","ETS-2-64","5X5","6555551A                                     ","6555551A","19","150337","0","2190","68.65","STD  ","RGW300       ","51203.7","0","401011","0","0","7.83","0","7.83"
"CLFTEA81","ETS-2-64","4X4","","6571495A","21","181448","1","10347","17.54","STD  ","RUY300       ","53743.54","0","170368","0","0","3.17","0","3.17"
"CLFTEA83","ETS-2-64","4X4","6525585A                                     ","6525585A","22","194249","0","27258","7.13","STD  ","RGELLF       ","62896.47","0","31213","0","0","0.5","0","0.5"
"CLFTEA84","ETS-2-64","4X4","6525585A                                     ","6525585A","27","189475","0","27258","6.95","STD  ","RGELLF       ","63545.42","0","8730","0","0","0.14","0","0.14"
"CLFTEA85","ETS-2M-64","4.5X3.5","6498316A                                     ","6543758C","30","213910","1","11408","18.75","CLIP ","RVECLIP      ","67883.73","0","51503","0","0","0.76","0","0.76"
"CLFTEA86","ETS-2-64","3X3","6522212C                                     ","6547181A","9","113132","1","19111","5.92","STD  ","DRC          ","54820.06","0","60824","0","0","1.11","0","1.11"
"CLFTEA87","ETM-4-64","2X2","6572612A                                     ","6566339A","12","260615","1","29504","8.83","STRIP","DRVST        ","297129.72","0","167567","0","0","0.56","0","0.56"
"CLFTEA87","ETM-4-64","4X4","6572612A                                     ","6546767B","7","62211","2","66054","0.94","STRIP","RGPST        ","189164.41","0","47451","0","0","0.25","0","0.25"
"CLFTEA88","ETS-2-64","5X5","6487839B                                     ","6487839B","14","91293","0","4080","22.38","STD  ","RHB300       ","32956.42","0","32930","0","0","1","0","1"
"CLFTEA89","ETM-5-128","4X4","6546767B                                     ","6546767B","60","588326","0","66054","8.91","STRIP","RGPST        ","193774.95","0","47451","0","0","0.24","0","0.24"
"CLFTEA9","ETS-0-64","3X3","","6523514A","21","263411","1","3669","71.79","STD  ","DRC          ","88046.09","0","304853","0","0","3.46","0","3.46"
"CLFTEA90","ETM-5-128","4X4","6579768C                                     ","6579768C","29","260827","0","14224","18.34","STD  ","RTWST300     ","60216.98","0","407699","0","0","6.77","0","6.77"
"CLFTEA91","ETS-S-64","3X3","","6469014A","10","129816","1","2849","45.57","STD  ","DRCLLF       ","68377.39","0","129816","0","0","1.9","0","1.9"
"CLFTEA92","ETM-5-128","4X4","6579768C                                     ","6579768C","15","125368","0","14224","8.81","STD  ","RTWST300     ","37531.53","0","407699","0","0","10.86","0","10.86"
"CLFTEA95","ETS-4M-128","6X5","","6514494A","34","191720","1","13703","13.99","CLIP ","DQPCLIP      ","66209.86","0","115420","0","0","1.74","0","1.74"
"CLFTEA98","ETM-2M-64","4X4","","6529675B","16","150099","1","6468","23.21","STD  ","RGV          ","77608.91","0","141317","0","0","1.82","0","1.82"
"CLFTEA99","ETS-2-64","3.5X3.5","","6512615D","15","217902","1","16905","12.89","STD  ","RGR300       ","74437.73","0","54177","0","0","0.73","0","0.73"
