"pkgtype","tester_req","EDGE_LB","pkg_size","Device_Name","Package","expected_output_2_days","expected_avg_output_per_day","cap_per_day","wip_post_WB","wip_ft1","wip_ft2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","Total_queue_1_tester"
"STD  ","ETS-2-64","6487925B","3.5X3.5       ","PS54622ARHLR-L","RHL          ","28718","14359","55732.88","40153","43817","0","0.72","0.79","0","1.506651011036932"
"STD  ","ETS-2-64","6487925B","3.5X3.5       ","PS54821RHLR2-R","RHL          ","491411","245705.5","61549.98","94729","566688","0","1.54","9.21","0","10.746014864667705"
"STD  ","ETS-2-64","6487925B","3.5X3.5       ","S54620RGYR1-G2","RGY300       ","16129","8064.5","69929.46","0","46320","0","0","0.66","0","0.6623817772938615"
"STD  ","ETS-2-64","6487925B","3.5X3.5       ","TPS54622RHLR-L","RHL          ","61017","30508.5","55732.88","30154","301816","0","0.54","5.42","0","5.956447971107899"
"STD  ","ETS-S-64","6487925B","3.5X3.5       ","TPS54622RHLR-L","RHL          ","108300","54150","55732.88","30154","301816","0","0.54","5.42","0","5.956447971107899"
"STD  ","ETS-2-64","6512615D","3.5X3.5       ","24725ARGRR-G2K","RGR300       ","98599","49299.5","90560.3","72143","143906","0","0.8","1.59","0","2.3856921852069837"
"STD  ","ETS-2-64","6512615D","3.5X3.5       ","24735RGRR1-G2K","RGR300       ","71709","35854.5","87959.22","0","143691","0","0","1.63","0","1.633609302128873"
"STD  ","ETM-4-64","6566885A","3.5X3.5       ","S62736RGYR-G2K","RGY300       ","106746","53373","58485.72","78726","97641","0","1.35","1.67","0","3.0155566179231443"
"STRIP","ETS-2-64","6571778A","3.5X3.5       ","7A8300RGRR-G2K","RGR300ST     ","145373","72686.5","83689.41","0","145373","0","0","1.74","0","1.7370537084680129"
"STRIP","ETS-2Q-64","6509808B","3X2           ","BQ25040DQCR-G2","DQCST        ","97231","48615.5","129861.82","0","97231","0","0","0.75","0","0.7487266080207408"
"STRIP","ETM-2-64","6545098B","3X2           ","PS62175DQCR-RK","DQCST        ","51774","25887","600628.97","160735","51774","0","0.27","0.09","0","0.3538107727304596"
"STRIP","ETS-2-64","6552808A","3X2           ","PS62742DSSR-LK","DSSST        ","74096","37048","178952.44","8639","159254","0","0.05","0.89","0","0.938198998571911"
"STRIP","ETS-2-64","6552808A","3X2           ","S62740DSSR1-LK","DSSST        ","593350","296675","167572.64","6890","593350","0","0.04","3.54","0","3.5819689896870988"
"STRIP","ETS-2-64","6556617A","3X2.5         ","CSD87381P1-NS2","MPCMCMST     ","72026","36013","188033.72","65038","33862","0","0.35","0.18","0","0.5259694910040603"
"STRIP","ETS-2-64","6556617A","3X2.5         ","SD87381P6-UNR&","MPCMCMST     ","26850","13425","188033.72","0","26850","0","0","0.14","0","0.14279353724427724"
"STD  ","ETS-1-64","6460534B","3X3           ","A2006D1DRBR-RK","DRB          ","12836","6418","79116.46","0","12836","0","0","0.16","0","0.162241839435182"
"STD  ","ETS-0-64","6462654A","3X3           ","A6204A1DRBR-UC","DRB          ","7825","3912.5","144879.67","0","7825","0","0","0.05","0","0.05401033837252666"
"STD  ","ETS-0-64","6468723B","3X3           ","S61020DRCR1-RY","DRCLLF       ","103295","51647.5","115912.08","8535","94760","0","0.07","0.82","0","0.89114956784487"
"STD  ","ETS-2-64","6471907A","3X3           ","PS62420DRCR-RY","DRCLLF       ","16908","8454","57584.54","65746","16908","0","1.14","0.29","0","1.4353505298470735"
"STD  ","ETS-1-64","6473092B","3X3           ","PS40040DRBRB-B","DRB          ","33429","16714.5","63219.93","0","33429","0","0","0.53","0","0.5287731258164949"
"STD  ","ETS-1-64","6473092B","3X3           ","PS40041DRBR-B","DRB          ","59099","29549.5","62568.18","0","59099","0","0","0.94","0","0.9445536053629816"
"STD  ","ETM-2-64","6474275A","3X3           ","PS28225DRBR1-C","DRB          ","13783","6891.5","84672","16112","13783","0","0.19","0.16","0","0.35306831065759636"
"STD  ","ETS-S-64","6484140A","3X3           ","Q24072TRGTR-G2","RGT300LLF    ","15903","7951.5","81721.57","25339","15903","0","0.31","0.19","0","0.5046648026952981"
"STD  ","ETS-1-64","6489159B","3X3           ","TPS73701DRBR-B","DRB          ","127727","63863.5","68579.81","34523","120824","0","0.5","1.76","0","2.2652002097993567"
"STD  ","ETM-2-64","6494476A","3X3           ","PS40190DRCR-BY","DRCLLF       ","107798","53899","105349.06","0","107798","0","0","1.02","0","1.0232459596696923"
"STD  ","ETS-0-64","6505620C","3X3           ","PS2560ADRCR-G2","DRC          ","6792","3396","123159.27","0","6792","0","0","0.06","0","0.055148102128244184"
"STD  ","ETS-0-64","6505620C","3X3           ","PS2561DRCR1-G2","DRC          ","44831","22415.5","0","150098","65554","0","0","0","0","0"
"STRIP","ETS-0-64","6505620C","3X3           ","PS2561DRCR1-LY","DRCST        ","6950","3475","0","0","6950","0","0","0","0","0"
"STD  ","ETS-0-64","6505771B","3X3           ","TPS2556DRBR-G2","DRB300       ","41088","20544","137222.44","32494","41088","0","0.24","0.3","0","0.5362242502028094"
"STD  ","ETS-0-64","6505771B","3X3           ","TPS2557DRBR3-R","DRB          ","46193","23096.5","0","268919","445279","0","0","0","0","0"
"STD  ","ETM-4-64","6510147A","3X3           ","29442DRBR-BKY$","DRBLLF       ","8961","4480.5","70232.71","0","122411","0","0","1.74","0","1.7429343108075994"
"STD  ","ETS-2-64","6510609E","3X3           ","S53311RGTR1-G2","RGT300       ","37074","18537","94171.79","112661","50870","0","1.2","0.54","0","1.736517910512267"
"STD  ","ETS-0-64","6511094C","3X3           ","CC24610DRBR-GK","DRB          ","6870","3435","93149.41","48773","6870","0","0.52","0.07","0","0.5973521464065097"
"STD  ","ETS-S-64","6513992A","3X3           ","S62130DRGTR-LY","RGTLLF       ","50764","25382","104050.8","152776","50764","0","1.47","0.49","0","1.9561598757529974"
"STD  ","ETS-S-64","6513992A","3X3           ","V62150ARGTR-LY","RGTLLF       ","10002","5001","102084.92","0","10002","0","0","0.1","0","0.09797725266376268"
"STD  ","ETS-0-64","6513992B","3X3           ","S62130ARGTRS-L","RGTLLF       ","18526","9263","0","33842","35433","0","0","0","0","0"
"STD  ","ETS-0-64","6515889A","3X3           ","A2313IDRGR1-CK","DRG          ","17472","8736","103199.08","0","17472","0","0","0.17","0","0.16930383487914816"
"STD  ","ETS-1-64","6516394A","3X3           ","PS54326RGTR-LY","RGTLLF       ","23648","11824","74899","12711","74348","0","0.17","0.99","0","1.1623519673159854"
"STD  ","ETS-1-64","6516394A","3X3           ","S53312RGTR-G2Y","RGT300LLF    ","38940","19470","73662.73","42319","123425","0","0.57","1.68","0","2.250038791665745"
"STD  ","ETS-1-64","6516394A","3X3           ","S53511RGTR-G2Y","RGT300LLF    ","74306","37153","79691.29","11867","74306","0","0.15","0.93","0","1.0813352375146645"
"STD  ","ETS-S-64","6516394A","3X3           ","PS54326RGTR-LY","RGTLLF       ","50700","25350","74899","12711","74348","0","0.17","0.99","0","1.1623519673159854"
"STD  ","ETS-S-64","6516394A","3X3           ","S53312RGTR-G2Y","RGT300LLF    ","84485","42242.5","73662.73","42319","123425","0","0.57","1.68","0","2.250038791665745"
"STD  ","ETS-2-64","6518552B","3X3           ","53219RGTR1-G2K","RGT300       ","131576","65788","85421.31","41450","117761","0","0.49","1.38","0","1.8638323387922757"
"STD  ","ETS-2-64","6522212C","3X3           ","N1006030RTER-C","RTE          ","62932","31466","99702.07","13814","62932","0","0.14","0.63","0","0.7697533260844032"
"STD  ","ETS-2-64","6522212C","3X3           ","PS54218RTER3-C","RTE          ","299572","149786","101077.27","233927","285756","0","2.31","2.83","0","5.141442779370673"
"STRIP","ETS-2-128","6522803A","3X3           ","4519RTER1-RQR&","RTEST        ","20128","10064","55027.28","0","20128","0","0","0.37","0","0.3657822083882758"
"STD  ","ETS-2-128","6522803A","3X3           ","TPS54519RTER-R","RTE          ","80057","40028.5","55027.28","13815","135261","0","0.25","2.46","0","2.70912899928908"
"STD  ","ETS-2-128","6522803A","3X3           ","TPS54719RTER-R","RTE          ","5653","2826.5","54246.2","0","5653","0","0","0.1","0","0.10421006448377952"
"STD  ","ETS-2-64","6524040A","3X3           ","1408009RTER-G2","RTE300       ","13638","6819","100568.15","9592","13638","0","0.1","0.14","0","0.23098764370230537"
"STD  ","ETS-2-64","6524040A","3X3           ","2543QRTERQ1-G2","RTE300       ","13428","6714","97389.3","48268","13428","0","0.5","0.14","0","0.6334987519162782"
"STD  ","ETS-2-64","6524040A","3X3           ","546QRTERQ11-G2","RTE300       ","170102","85051","0","118185","551690","0","0","0","0","0"
"STRIP","ETS-2-128","6530035A","3X3           ","1218DSCR3-G2YK","DSC300ST     ","13819","6909.5","169531.12","132468","27642","0","0.78","0.16","0","0.9444283739764121"
"STD  ","ETS-2-64","6541669B","3X3           ","TPS43060RTER-C","RTE          ","47717","23858.5","50890.77","0","47717","0","0","0.94","0","0.9376356459137876"
"STD  ","ETS-2-64","6541669B","3X3           ","TPS43060RTET-C","RTE          ","32050","16025","50890.77","0","32050","0","0","0.63","0","0.6297802135829347"
"STRIP","ETS-2-64","6542741A","3X3           ","53819ARGTR1-LK","RGTST        ","108458","54229","107404.51","13759","94699","0","0.13","0.88","0","1.0098086197683878"
"STD  ","ETS-1-64","6542852A","3X3           ","UCC27526DSDR-R","DSD          ","24882","12441","94171.79","0","24882","0","0","0.26","0","0.2642192529206464"
"STD  ","ETS-2-64","6544455A","3X3           ","PS61176RTER-G2","RTE300       ","67364","33682","93324.66","0","67364","0","0","0.72","0","0.7218242209508183"
"STRIP","ETS-2-64","6546196A","3X3           ","S54319RTER1-G2","RTE300ST     ","21486","10743","0","0","21486","0","0","0","0","0"
"STD  ","ETS-2-64","6547181A","3X3           ","2592AADRCR-G2K","DRC          ","19388","9694","56572.06","82835","19388","0","1.46","0.34","0","1.8069520537169763"
"STD  ","ETS-2-64","6547181A","3X3           ","2592BADRCR-G2K","DRC          ","71071","35535.5","56074.82","66651","126259","0","1.19","2.25","0","3.44022504218471"
"STD  ","ETS-2-64","6547181A","3X3           ","2592ZADRCR-G2K","DRC          ","18378","9189","51641.5","22997","45938","0","0.45","0.89","0","1.3348760202550274"
"STD  ","ETS-2M-64","6547181A","3X3           ","2592BADRCR-G2K","DRC          ","27607","13803.5","56074.82","66651","126259","0","1.19","2.25","0","3.44022504218471"
"STD  ","ETS-2M-64","6547181A","3X3           ","2592ZADRCR-G2K","DRC          ","41380","20690","51641.5","22997","45938","0","0.45","0.89","0","1.3348760202550274"
"STD  ","ETS-2M-64","6547181A","3X3           ","592AADRCRP-G2K","DRC          ","9204","4602","0","0","9204","0","0","0","0","0"
"STRIP","ETS-0-64","6548821B","3X3           ","PS7A7100RGTR-L","RGTST        ","27292","13646","55854.55","0","27292","0","0","0.49","0","0.4886262623188263"
"STRIP","ETS-0-64","6548821B","3X3           ","PS7A7100RGTT-L","RGTST        ","13651","6825.5","55854.55","0","13651","0","0","0.24","0","0.2444026493812948"
"STRIP","ETS-0-64","6548821B","3X3           ","PS7A7200RGTR-L","RGTST        ","13640","6820","52416","0","13640","0","0","0.26","0","0.26022588522588525"
"STD  ","ETS-2-64","6553054A","3X3           ","1312DRCR1-G2KY","DRCST300     ","32437","16218.5","0","0","32437","0","0","0","0","0"
"STD  ","ETS-0-64","6554905A","3X3           ","PS2560DRCR1-G2","DRCST300     ","13811","6905.5","0","10105","13811","0","0","0","0","0"
"STRIP","ETS-2-64","6554905A","3X3           ","PS74801DRCR1-B","DRCST        ","13821","6910.5","217915.27","89769","13821","0","0.41","0.06","0","0.4753682474844466"
"STRIP","ETS-2-64","6554905A","3X3           ","TPS74701DRCR-B","DRCST        ","13823","6911.5","202025.62","0","13823","0","0","0.07","0","0.06842201498997999"
"STD  ","ETS-2-64","6555613B","3X3           ","A8001DRBR1-G2K","DRBST300     ","307210","153605","203416.22","185971","292852","0","0.91","1.44","0","2.3539076677366237"
"STD  ","ETS-2-128","6569306A","3X3           ","5633BRTER-KDG2","RTE300       ","54958","27479","78064.94","0","66678","0","0","0.85","0","0.8541350316800346"
"STD  ","ETS-2-128","6569306A","3X3           ","65633AKRTER-G2","RTE300       ","27484","13742","82589.16","0","37315","0","0","0.45","0","0.4518147417893583"
"STD  ","ETS-2-128","6569306A","3X3           ","65633BKRTER-G2","RTE300       ","205185","102592.5","78715.65","368432","701546","0","4.68","8.91","0","13.59295133813924"
"STD  ","ETS-2-128","6569306A","3X3           ","PS65633RTER-G2","RTE300       ","13737","6868.5","82766.2","0","44971","0","0","0.54","0","0.5433498215455101"
"STD  ","ETS-2-64","6569306A","3X3           ","5633ARTER-KDG2","RTE300       ","21998","10999","83610.75","35647","49280","0","0.43","0.59","0","1.0157425929082087"
"STD  ","ETS-2-64","6569306A","3X3           ","5633BRTER-KDG2","RTE300       ","11720","5860","78064.94","0","66678","0","0","0.85","0","0.8541350316800346"
"STD  ","ETS-2-64","6569306A","3X3           ","65633AKRTER-G2","RTE300       ","9831","4915.5","82589.16","0","37315","0","0","0.45","0","0.4518147417893583"
"STD  ","ETS-2-64","6569306A","3X3           ","65633BKRTER-G2","RTE300       ","79371","39685.5","78715.65","368432","701546","0","4.68","8.91","0","13.59295133813924"
"STD  ","ETS-2-64","6569306A","3X3           ","PS65633RTER-G2","RTE300       ","31234","15617","82766.2","0","44971","0","0","0.54","0","0.5433498215455101"
"STD  ","ETS-4M-128","6569306A","3X3           ","65633BKRTER-G2","RTE300       ","151687","75843.5","78715.65","368432","701546","0","4.68","8.91","0","13.59295133813924"
"STD  ","ETS-2-64","6570845A","3X3           ","S54335ADRCR-G2","DRC          ","156857","78428.5","88918.36","13811","156857","0","0.16","1.76","0","1.9193786300152185"
"STD  ","ETS-2-64","6575577B","3X3           ","PS62134DRGTR-L","RGT          ","208647","104323.5","85687.1","98809","192652","0","1.15","2.25","0","3.401457162163266"
"STD  ","ETS-2-64","6575577B","3X3           ","S62134ARGTR1-L","RGT          ","27478","13739","88556.04","0","27478","0","0","0.31","0","0.31028939415086765"
"STD  ","ETS-2-64","6575577B","3X3           ","S62134CRGTR1-L","RGT          ","59710","29855","98755.88","0","59710","0","0","0.6","0","0.6046222260385913"
"STD  ","ETS-2-64","6588064A","3X3           ","1622IDRCT-URR&","DRC          ","5034","2517","0","0","5034","0","0","0","0","0"
"STD  ","ETS-S-64","No_Tooling","3X3           ","A2314AIDRBR-CK","DRB          ","28680","14340","131551.73","0","28680","0","0","0.22","0","0.21801309644502584"
"STD  ","ETM-5-128","6548880A","3X4           ","71602DPJR1-G2K","DPJST300     ","14870","7435","122694.1","14870","0","0","0.12","0","0","0.1211957217176702"
"STD  ","ETM-5-128","6548880A","3X4           ","771803DPJR-G2K","DPJST300     ","64489","32244.5","134254.33","126469","254557","0","0.94","1.9","0","2.838090957662222"
"STD  ","ETM-5-128","6548880A","3X4           ","771808DPJR-G2K","DPJST300     ","64498","32249","134458.36","16118","110386","0","0.12","0.82","0","0.9408414619961155"
"STD  ","ETS-2-64","6548880A","3X4           ","771803DPJR-G2K","DPJST300     ","190068","95034","134254.32","126469","254557","0","0.94","1.9","0","2.838091169058843"
"STD  ","ETS-2-64","6548880A","3X4           ","771808DPJR-G2K","DPJST300     ","62006","31003","134458.36","16118","110386","0","0.12","0.82","0","0.9408414619961155"
"STD  ","ETS-2-64","6520958B","4.0X3.5       ","PS53317RGBR-G2","RGB300       ","5026","2513","41130.2","0","5026","0","0","0.12","0","0.12219731486839355"
"STD  ","ETS-2-64","6515575A","4.5X3.5       ","BQ24130RHLR-G2","RHL          ","11783","5891.5","48086.81","0","11783","0","0","0.25","0","0.24503600883485513"
"CLIP ","ETS-2-64","6543758C","4.5X3.5       ","PS53513RVER-LN","RVECLIP      ","73282","36641","70313.34","106175","65344","0","1.51","0.93","0","2.4393521912058227"
"CLIP ","ETS-2-64","6543758C","4.5X3.5       ","PS53515RVER-LN","RVECLIP      ","15551","7775.5","67710.19","19516","3896","0","0.29","0.06","0","0.34576774928559495"
"CLIP ","ETS-2-64","6543758C","4.5X3.5       ","S53515ARVER-LN","RVECLIP      ","23085","11542.5","73354.38","0","23085","0","0","0.31","0","0.3147051341719472"
"STD  ","ETS-2-64","6544140B","4.5X3.5       ","95377Q4M1-LQN#","DPC          ","3819","1909.5","0","16","3803","0","0","0","0","0"
"STD  ","ETS-2-64","6544140B","4.5X3.5       ","95377Q4M2-LQN#","DPC          ","3877","1938.5","0","43","3834","0","0","0","0","0"
"STD  ","ETS-2-64","6544140B","4.5X3.5       ","D59998Q4M-LQN&","DPC          ","3657","1828.5","0","48","3609","0","0","0","0","0"
"STD  ","ETS-2-64","6544140B","4.5X3.5       ","D95377Q4M-LQN#","DPC          ","3844","1922","0","33","3811","0","0","0","0","0"
"CLIP ","ETS-2-64","6545456B","4.5X3.5       ","1362RVER1-LQR#","RVECLIP      ","14850","7425","83732.62","0","14850","0","0","0.18","0","0.17735023698052205"
"CLIP ","ETS-2-64","6545456B","4.5X3.5       ","51362RVER-LQR#","RVECLIP      ","6477","3238.5","83732.62","6477","0","0","0.08","0","0","0.07735336598807012"
"CLIP ","ETS-2-64","6545456B","4.5X3.5       ","S51367RVER-LNY","RVECLIP      ","235123","117561.5","86948.19","184876","200799","0","2.13","2.31","0","4.43568750539833"
"STD  ","ETS-2-64","6578688B","4.5X3.5       ","D97374Q4M-LNKE","DPC          ","236935","118467.5","67001.71","183100","236935","0","2.73","3.54","0","6.269019104139282"
"STRIP","ETS-2Q-64","6580945B","4.5X3.5       ","PS61088RHLR-G2","RHL300ST     ","7918","3959","183063.27","0","7918","0","0","0.04","0","0.043252805437158426"
"STD  ","ETS-2-64","6568858D","4X3           ","25940ARVCR1-G2","RVC300       ","21583","10791.5","27559.19","7770","31450","0","0.28","1.14","0","1.4231187491359507"
"STD  ","ETS-2-64","6568858D","4X3           ","25942ARVCR1-G2","RVC300       ","36798","18399","31944.65","17604","52041","0","0.55","1.63","0","2.1801772753810105"
"STRIP","ETM-4-64","6590151A","4X3           ","25810RVCR-G2R#","RVC300ST     ","3399","1699.5","0","0","3399","0","0","0","0","0"
"STRIP","ETM-4-64","6590151A","4X3           ","25810RVCR1-G2P","RVC300ST     ","110277","55138.5",NULL,"15542","172072","0","0","0","0","0"
"STD  ","ETS-0-64","6461377C","4X4           ","A2012D2RTJR-RK","RTJ          ","35176","17588","84242.8","0","35176","0","0","0.42","0","0.41755497205695913"
"STD  ","ETS-2-64","6479465A","4X4           ","A6130A2RTJR-LK","RTJ          ","10026","5013","50617.81","10026","0","0","0.2","0","0","0.19807257564086633"
"STD  ","ETS-2-64","6479465A","4X4           ","A6133A2RTJR-LK","RTJ          ","40912","20456","0","20843","20069","0","0","0","0","0"
"STD  ","ETS-2Q-64","6494708A","4X4           ","TPS2420RSAR-G2","RSA300       ","6452","3226","43776","5023","6452","0","0.11","0.15","0","0.2621299342105263"
"STD  ","ETS-2Q-64","6494708A","4X4           ","TPS2590RSAR-G2","RSA300       ","39731","19865.5","48764.81","11523","28208","0","0.24","0.58","0","0.8147473557263937"
"STD  ","ETS-2-64","6498316A","4X4           ","S51220ARSNR-LK","RSNTHIN      ","59365","29682.5","30679.08","27151","59365","0","0.89","1.94","0","2.8200324129667513"
"STD  ","ETS-S-64","6504342B","4X4           ","Q24617RGER-G2K","RGE300       ","58303","29151.5","50510.77","0","58303","0","0","1.15","0","1.154268683688647"
"STD  ","ETS-S-64","6508600B","4X4           ","TPS61183RTJR-R","RTJ          ","6044","3022","66753.62","24439","0","0","0.37","0","0","0.3661074860060024"
"STD  ","ETS-2-64","6517878B","4X4           ","PS53313RGER-G2","RGE300       ","5009","2504.5","59152.08","8264","5009","0","0.14","0.08","0","0.22438771383863423"
"STD  ","ETS-2-64","6520265B","4X4           ","PS54426RSAR1-L","RSA          ","5002","2501","60401.73","0","5002","0","0","0.08","0","0.08281219759765159"
"STD  ","ETS-2-64","6525585A","4X4           ","4296RGER-G2QR#","RGE300       ","9373","4686.5","64783.18","0","9373","0","0","0.14","0","0.14468261669155483"
"STD  ","ETS-2-64","6525585A","4X4           ","BQ24195RGER-RY","RGELLF       ","411744","205872","60916.13","53777","411744","0","0.88","6.76","0","7.64199892540777"
"STD  ","ETS-2-64","6525585A","4X4           ","BQ24196RGER-RY","RGELLF       ","122558","61279","60916.13","741114","351546","0","12.17","5.77","0","17.937121087633113"
"STD  ","ETS-2-64","6525585A","4X4           ","BQ24296RGER-G2","RGE300       ","17854","8927","64783.18","82891","17854","0","1.28","0.28","0","1.555110446878341"
"STD  ","ETS-2-64","6525585A","4X4           ","Q24192HRGER-RY","RGELLF       ","19945","9972.5","60916.13","85143","19945","0","1.4","0.33","0","1.7251260052140542"
"STD  ","ETS-2-64","6525585A","4X4           ","Q24296MRGER-G2","RGE300       ","141465","70732.5","65579.49","60834","362881","0","0.93","5.53","0","6.461090197560242"
"STD  ","ETS-S-64","6526489A","4X4           ","CC27201ADPRR-J","DPR          ","9409","4704.5","54680.03","0","9409","0","0","0.17","0","0.17207379001072237"
"STD  ","ETM-5-128","6529675B","4X4           ","A3221AIRGVR-ZK","RGV          ","153634","76817","77608.91","84550","153634","0","1.09","1.98","0","3.069029058648034"
"STD  ","ETS-2-64","6541533C","4X4           ","51631RSMR-G2YK","RSM300       ","26345","13172.5","66896.3","9898","26345","0","0.15","0.39","0","0.5417788427760578"
"STD  ","ETS-2-64","6541533C","4X4           ","PS51623RSMR-G2","RSM300       ","12741","6370.5","51011.7","25508","12741","0","0.5","0.25","0","0.7498083772938365"
"STD  ","ETS-2M-64","6541602C","4X4           ","THS6187IRTJR-B","RTJ          ","44300","22150","79938.78","53104","37357","0","0.66","0.47","0","1.1316284786933202"
"STRIP","ETM-4-64","6546767B","4X4           ","CD3211A1RGPR-L","RGPST        ","169166","84583","182400","677725","137535","0","3.72","0.75","0","4.469627192982456"
"STRIP","ETM-4-64","6546767B","4X4           ","TPS22981RGPR-L","RGPST        ","5037","2518.5","175706.42","44742","0","0","0.25","0","0","0.2546406670854713"
"STD  ","ETM-2-64","6556725A","4X4           ","24250RGER1-G2Y","RGE300LLF    ","35128","17564","32052.94","0","65022","0","0","2.03","0","2.028581465537951"
"STD  ","ETM-2-64","6556725A","4X4           ","Q24250RGER-G2Y","RGE300LLF    ","19485","9742.5","32052.94","47223","108569","0","1.47","3.39","0","4.860458978177977"
"STD  ","ETS-2M-64","6556725A","4X4           ","24250RGER1-G2Y","RGE300LLF    ","29894","14947","32052.94","0","65022","0","0","2.03","0","2.028581465537951"
"STD  ","ETS-2M-64","6556725A","4X4           ","Q24250RGER-G2Y","RGE300LLF    ","9961","4980.5","32052.94","47223","108569","0","1.47","3.39","0","4.860458978177977"
"STD  ","ETM-2-64","6560309A","4X4           ","BQ24266RGER1-8","RGE          ","24605","12302.5","54660.07","6629","24605","0","0.12","0.45","0","0.5714226125213524"
