"pkgtype","tester_req","EDGE_LB","pkg_size","Pin","Package","expected_output_2_days","expected_avg_output_per_day","cap_per_day","wip_post_WB","wip_ft1","wip_ft2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","Total_Queue_1_tester"
"STD  ","ETS-2-64","6570242A","3.3X3.3       ","DNSCLPVTT    ","DNSCLPVTT    ","75757","37878.5","69380.83","301492","28496","0","4.35","0.41","0","4.756184092925957"
"STD  ","ETS-1-64","6487925B","3.5X3.5       ","RHL          ","RHL          ","117369","58684.5","60545.3","54788","90482","0","0.9","1.49","0","2.399360478848069"
"STD  ","ETS-2-64","6487925B","3.5X3.5       ","RGY300       ","RGY300       ","597275","298637.5","60721.74","0","46320","0","0","0.76","0","0.7628239902216241"
"STD  ","ETS-S-64","6487925B","3.5X3.5       ","RHL          ","RHL          ","108300","54150","55732.88","30154","301816","0","0.54","5.42","0","5.956447971107899"
"STD  ","ETS-2-64","6512615D","3.5X3.5       ","RGR300       ","RGR300       ","170308","85154","89476.52","72143","143906","0","0.81","1.61","0","2.4145887658572325"
"STD  ","ETM-4-64","6566885A","3.5X3.5       ","RGY300       ","RGY300       ","106746","53373","58485.72","78726","97641","0","1.35","1.67","0","3.0155566179231443"
"STRIP","ETS-2-64","6571778A","3.5X3.5       ","RGR300ST     ","RGR300ST     ","145373","72686.5","83689.41","0","145373","0","0","1.74","0","1.7370537084680129"
"STRIP","ETS-2Q-64","6509808B","3X2           ","DQCST        ","DQCST        ","97231","48615.5","129861.82","0","97231","0","0","0.75","0","0.7487266080207408"
"STRIP","ETM-2-64","6545098B","3X2           ","DQCST        ","DQCST        ","51774","25887","600628.97","160735","51774","0","0.27","0.09","0","0.3538107727304596"
"STRIP","ETS-2-64","6552808A","3X2           ","DSSST        ","DSSST        ","667446","333723","168927.38","6890","593350","0","0.04","3.51","0","3.5532428194884687"
"STRIP","ETS-2-64","6556617A","3X2.5         ","MPCMCMST     ","MPCMCMST     ","98876","49438","188033.72","65038","33862","0","0.35","0.18","0","0.5259694910040603"
"STD  ","ETS-1-64","6460534B","3X3           ","DRB          ","DRB          ","12836","6418","79116.46","0","12836","0","0","0.16","0","0.162241839435182"
"STD  ","ETS-0-64","6462654A","3X3           ","DRB          ","DRB          ","7825","3912.5","144879.67","0","7825","0","0","0.05","0","0.05401033837252666"
"STD  ","ETS-0-64","6468723B","3X3           ","DRCLLF       ","DRCLLF       ","103295","51647.5","115912.08","8535","94760","0","0.07","0.82","0","0.89114956784487"
"STD  ","ETS-2-64","6471907A","3X3           ","DRCLLF       ","DRCLLF       ","16908","8454","57584.54","65746","16908","0","1.14","0.29","0","1.4353505298470735"
"STD  ","ETS-1-64","6473092B","3X3           ","DRB          ","DRB          ","92528","46264","62785.43","0","33429","0","0","0.53","0","0.5324324449159622"
"STD  ","ETM-2-64","6474275A","3X3           ","DRB          ","DRB          ","13783","6891.5","84672","16112","13783","0","0.19","0.16","0","0.35306831065759636"
"STD  ","ETS-S-64","6484140A","3X3           ","RGT300LLF    ","RGT300LLF    ","15903","7951.5","81721.57","25339","15903","0","0.31","0.19","0","0.5046648026952981"
"STD  ","ETS-1-64","6489159B","3X3           ","DRB          ","DRB          ","127727","63863.5","68579.81","34523","120824","0","0.5","1.76","0","2.2652002097993567"
"STD  ","ETM-2-64","6494476A","3X3           ","DRCLLF       ","DRCLLF       ","107798","53899","105349.06","0","107798","0","0","1.02","0","1.0232459596696923"
"STD  ","ETS-0-64","6505620C","3X3           ","DRC          ","DRC          ","58573","29286.5","20526.55","0","6792","0","0","0.33","0","0.33088853216931247"
"STD  ","ETS-0-64","6505771B","3X3           ","DRB300       ","DRB300       ","87281","43640.5","51458.41","32494","41088","0","0.63","0.8","0","1.4299314728146477"
"STD  ","ETM-4-64","6510147A","3X3           ","DRBLLF       ","DRBLLF       ","8961","4480.5","70232.71","0","122411","0","0","1.74","0","1.7429343108075994"
"STD  ","ETS-2-64","6510609E","3X3           ","RGT300       ","RGT300       ","37074","18537","94171.79","112661","50870","0","1.2","0.54","0","1.736517910512267"
"STD  ","ETS-0-64","6511094C","3X3           ","DRB          ","DRB          ","6870","3435","93149.41","48773","6870","0","0.52","0.07","0","0.5973521464065097"
"STD  ","ETS-S-64","6513992A","3X3           ","RGTLLF       ","RGTLLF       ","60766","30383","103559.33","0","10002","0","0","0.1","0","0.09658231662951083"
"STD  ","ETS-0-64","6513992B","3X3           ","RGTLLF       ","RGTLLF       ","18526","9263","0","33842","35433","0","0","0","0","0"
"STD  ","ETS-0-64","6515889A","3X3           ","DRG          ","DRG          ","17472","8736","103199.08","0","17472","0","0","0.17","0","0.16930383487914816"
"STD  ","ETS-1-64","6516394A","3X3           ","RGT300LLF    ","RGT300LLF    ","136894","68447","76924.27","42319","123425","0","0.55","1.6","0","2.1546385815556"
"STD  ","ETS-S-64","6516394A","3X3           ","RGT300LLF    ","RGT300LLF    ","135185","67592.5","74126.33","42319","123425","0","0.57","1.67","0","2.2359666261637394"
"STD  ","ETS-2-64","6518552B","3X3           ","RGT300       ","RGT300       ","131576","65788","85421.31","41450","117761","0","0.49","1.38","0","1.8638323387922757"
"STD  ","ETS-2-64","6522212C","3X3           ","RTE          ","RTE          ","362504","181252","100831.7","13814","62932","0","0.14","0.62","0","0.7611296844147227"
"STRIP","ETS-2-128","6522803A","3X3           ","RTEST        ","RTEST        ","105838","52919","54949.17","0","20128","0","0","0.37","0","0.3663021661655672"
"STD  ","ETS-2-64","6524040A","3X3           ","RTE300       ","RTE300       ","197168","98584","10997.64","118185","551690","0","10.75","50.16","0","60.9107954070146"
"STRIP","ETS-2-128","6530035A","3X3           ","DSC300ST     ","DSC300ST     ","13819","6909.5","169531.12","132468","27642","0","0.78","0.16","0","0.9444283739764121"
"STD  ","ETS-2-64","6541669B","3X3           ","RTE          ","RTE          ","79767","39883.5","50890.77","0","47717","0","0","0.94","0","0.9376356459137876"
"STRIP","ETS-2-64","6542741A","3X3           ","RGTST        ","RGTST        ","108458","54229","107404.51","13759","94699","0","0.13","0.88","0","1.0098086197683878"
"STD  ","ETS-1-64","6542852A","3X3           ","DSD          ","DSD          ","24882","12441","94171.79","0","24882","0","0","0.26","0","0.2642192529206464"
"STD  ","ETS-2-64","6544455A","3X3           ","RTE300       ","RTE300       ","67364","33682","93324.66","0","67364","0","0","0.72","0","0.7218242209508183"
"STRIP","ETS-2-64","6546196A","3X3           ","RTE300ST     ","RTE300ST     ","21486","10743","0","0","21486","0","0","0","0","0"
"STD  ","ETS-2-64","6547181A","3X3           ","DRC          ","DRC          ","108837","54418.5","55287.6","82835","19388","0","1.5","0.35","0","1.8489317677019803"
"STD  ","ETS-2M-64","6547181A","3X3           ","DRC          ","DRC          ","78191","39095.5","44512.35","0","9204","0","0","0.21","0","0.20677407506006762"
"STRIP","ETS-0-64","6548821B","3X3           ","RGTST        ","RGTST        ","54583","27291.5","54994.91","0","27292","0","0","0.5","0","0.4962641088057058"
"STD  ","ETS-2-64","6553054A","3X3           ","DRCST300     ","DRCST300     ","32437","16218.5","0","0","32437","0","0","0","0","0"
"STD  ","ETS-0-64","6554905A","3X3           ","DRCST300     ","DRCST300     ","13811","6905.5","0","10105","13811","0","0","0","0","0"
"STRIP","ETS-2-64","6554905A","3X3           ","DRCST        ","DRCST        ","27644","13822","209970.44","0","13823","0","0","0.07","0","0.06583307631302768"
"STD  ","ETS-2-64","6555613B","3X3           ","DRBST300     ","DRBST300     ","307210","153605","203416.22","185971","292852","0","0.91","1.44","0","2.3539076677366237"
"STD  ","ETS-2-128","6569306A","3X3           ","RTE300       ","RTE300       ","301364","150682","79133.59","0","37315","0","0","0.47","0","0.47154438462857556"
"STD  ","ETS-2-64","6569306A","3X3           ","RTE300       ","RTE300       ","154154","77077","80513.13","0","37315","0","0","0.46","0","0.4634647789745598"
"STD  ","ETS-4M-128","6569306A","3X3           ","RTE300       ","RTE300       ","151687","75843.5","78715.65","368432","701546","0","4.68","8.91","0","13.59295133813924"
"STD  ","ETS-2-64","6570845A","3X3           ","DRC          ","DRC          ","156857","78428.5","88918.36","13811","156857","0","0.16","1.76","0","1.9193786300152185"
"STD  ","ETS-2-64","6575577B","3X3           ","RGT          ","RGT          ","295835","147917.5","88777.61","0","27478","0","0","0.31","0","0.3095149779319358"
"STD  ","ETS-2-64","6588064A","3X3           ","DRC          ","DRC          ","5034","2517","0","0","5034","0","0","0","0","0"
"STD  ","ETS-S-64","No_Tooling","3X3           ","DRB          ","DRB          ","28680","14340","131551.73","0","28680","0","0","0.22","0","0.21801309644502584"
"STD  ","ETM-5-128","6548880A","3X4           ","DPJST300     ","DPJST300     ","143857","71928.5","133060.54","14870","0","0","0.11","0","0","0.11175364236459584"
"STD  ","ETS-2-64","6548880A","3X4           ","DPJST300     ","DPJST300     ","252074","126037","134305.33","126469","254557","0","0.94","1.9","0","2.837013244373846"
"STD  ","ETS-2-64","6520958B","4.0X3.5       ","RGB300       ","RGB300       ","5026","2513","41130.2","0","5026","0","0","0.12","0","0.12219731486839355"
"STD  ","ETS-2-64","6515575A","4.5X3.5       ","RHL          ","RHL          ","11783","5891.5","48086.81","0","11783","0","0","0.25","0","0.24503600883485513"
"CLIP ","ETS-2-64","6543758C","4.5X3.5       ","RVECLIP      ","RVECLIP      ","111918","55959","70390.62","106175","65344","0","1.51","0.93","0","2.436674090951323"
"STD  ","ETS-2-64","6544140B","4.5X3.5       ","DPC          ","DPC          ","15197","7598.5","0","48","3609","0","0","0","0","0"
"CLIP ","ETS-2-64","6545456B","4.5X3.5       ","RVECLIP      ","RVECLIP      ","256450","128225","86680.23","0","14850","0","0","0.17","0","0.1713193423690731"
"STD  ","ETS-2-64","6578688B","4.5X3.5       ","DPC          ","DPC          ","236935","118467.5","67001.71","183100","236935","0","2.73","3.54","0","6.269019104139282"
"STRIP","ETS-2Q-64","6580945B","4.5X3.5       ","RHL300ST     ","RHL300ST     ","7918","3959","183063.27","0","7918","0","0","0.04","0","0.043252805437158426"
"STD  ","ETS-2-64","6568858D","4X3           ","RVC300       ","RVC300       ","58381","29190.5","29751.92","7770","31450","0","0.26","1.06","0","1.3182342517726588"
"STRIP","ETM-4-64","6590151A","4X3           ","RVC300ST     ","RVC300ST     ","113676","56838","0","0","3399","0","0","0","0","0"
"STD  ","ETS-0-64","6461377C","4X4           ","RTJ          ","RTJ          ","35176","17588","84242.8","0","35176","0","0","0.42","0","0.41755497205695913"
"STD  ","ETS-2-64","6479465A","4X4           ","RTJ          ","RTJ          ","50938","25469","8436.3","20843","20069","0","2.47","2.38","0","4.849519339046739"
"STD  ","ETS-2Q-64","6494708A","4X4           ","RSA300       ","RSA300       ","46183","23091.5","47933.34","5023","6452","0","0.1","0.13","0","0.23939495975035333"
"STD  ","ETS-2-64","6498316A","4X4           ","RSNTHIN      ","RSNTHIN      ","59365","29682.5","30679.08","27151","59365","0","0.89","1.94","0","2.8200324129667513"
"STD  ","ETS-S-64","6504342B","4X4           ","RGE300       ","RGE300       ","58303","29151.5","50510.77","0","58303","0","0","1.15","0","1.154268683688647"
"STD  ","ETS-S-64","6508600B","4X4           ","RTJ          ","RTJ          ","6044","3022","66753.62","24439","0","0","0.37","0","0","0.3661074860060024"
"STD  ","ETS-2-64","6517878B","4X4           ","RGE300       ","RGE300       ","5009","2504.5","59152.08","8264","5009","0","0.14","0.08","0","0.22438771383863423"
"STD  ","ETS-2-64","6520265B","4X4           ","RSA          ","RSA          ","5002","2501","60401.73","0","5002","0","0","0.08","0","0.08281219759765159"
"STD  ","ETS-2-64","6525585A","4X4           ","RGELLF       ","RGELLF       ","722939","361469.5","62001.45","85143","19945","0","1.37","0.32","0","1.6949281024879257"
"STD  ","ETS-S-64","6526489A","4X4           ","DPR          ","DPR          ","9409","4704.5","54680.03","0","9409","0","0","0.17","0","0.17207379001072237"
"STD  ","ETM-5-128","6529675B","4X4           ","RGV          ","RGV          ","153634","76817","77608.91","84550","153634","0","1.09","1.98","0","3.069029058648034"
"STD  ","ETS-2-64","6541533C","4X4           ","RSM300       ","RSM300       ","39086","19543","60542.46","25508","12741","0","0.42","0.21","0","0.6317714873165048"
"STD  ","ETS-2M-64","6541602C","4X4           ","RTJ          ","RTJ          ","44300","22150","79938.78","53104","37357","0","0.66","0.47","0","1.1316284786933202"
"STRIP","ETM-4-64","6546767B","4X4           ","RGPST        ","RGPST        ","174203","87101.5","182081.26","677725","137535","0","3.72","0.76","0","4.477451441186204"
"STD  ","ETM-2-64","6556725A","4X4           ","RGE300LLF    ","RGE300LLF    ","54613","27306.5","32052.94","0","65022","0","0","2.03","0","2.028581465537951"
"STD  ","ETS-2M-64","6556725A","4X4           ","RGE300LLF    ","RGE300LLF    ","39855","19927.5","32052.94","0","65022","0","0","2.03","0","2.028581465537951"
"STD  ","ETM-2-64","6560309A","4X4           ","RGE          ","RGE          ","24605","12302.5","54660.07","6629","24605","0","0.12","0.45","0","0.5714226125213524"
"STD  ","ETS-2-128","6571495A","4X4           ","RUY300       ","RUY300       ","100437","50218.5","49924.71","141263","118276","0","2.83","2.37","0","5.198608064022806"
"STD  ","ETS-2-64","6571495A","4X4           ","RUY300       ","RUY300       ","220388","110194","59036.23","25155","55924","0","0.43","0.95","0","1.373376992399413"
"STD  ","ETS-2-64","6578526A","4X4           ","RSN300VTT    ","RSN300VTT    ","19062","9531","74351.85","24276","19062","0","0.33","0.26","0","0.5828772249782621"
"STD  ","ETM-5-128","6579768C","4X4           ","RTWST300     ","RTWST300     ","494615","247307.5","78882.61","0","56881","0","0","0.72","0","0.7210841527682718"
"STD  ","ETS-2-64","6515577B","5.5X3.5       ","RGY          ","RGY          ","73275","36637.5","49064.61","0","6298","0","0","0.13","0","0.12836135862488257"
"STD  ","ETS-0-64","6553821A","5.5X3.5       ","RHLMCM       ","RHLMCM       ","3227","1613.5","0","27106","0","0","0","0","0","0"
"STRIP","ETS-0-64","6556617A","5X2.5         ","MPAMCMST     ","MPAMCMST     ","3624","1812","186174.37","0","3624","0","0","0.02","0","0.019465622469945782"
"STD  ","ETS-2-64","6484527A","5X5           ","RHB          ","RHB          ","7899","3949.5",NULL,"15792","7899","0","0","0","0","0"
"STD  ","ETS-2-64","6487839B","5X5           ","RTV          ","RTV          ","119892","59946","31703.75","0","100161","0","0","3.16","0","3.1592792650711665"
"STD  ","ETS-2-64","6503050A","5X5           ","RHB          ","RHB          ","36955","18477.5","53887.55","0","36955","0","0","0.69","0","0.6857799250476223"
"STD  ","ETS-S-64","6518233A","5X5           ","RSB          ","RSB          ","40905","20452.5","51947.93","0","40905","0","0","0.79","0","0.7874230984757237"
"STD  ","ETS-S-64","6518677A","5X5           ","RSB          ","RSB          ","39015","19507.5","54869.27","15779","23236","0","0.29","0.42","0","0.7110537464777644"
"STD  ","ETS-S-64","6525600B","5X5           ","RHD          ","RHD          ","42489","21244.5","51023.3","41014","33146","0","0.8","0.65","0","1.4534536182489175"
"STD  ","ETS-0-64","6528989B","5X5           ","RGW          ","RGW          ","23145","11572.5","59381.56","11748","0","0","0.2","0","0","0.19783919452436077"
"STD  ","ETS-2-64","6568521A","5X5           ","RHB300       ","RHB300       ","102701","51350.5","84277.27","27675","22749","0","0.33","0.27","0","0.598310790086105"
"CLIP ","ETS-2-64","6522167C","6X5           ","DQPCLIP      ","DQPCLIP      ","8579","4289.5","59923.87","30838","6744","0","0.51","0.11","0","0.6271624312648699"
"CLIP ","ETS-2-64","6523177B","6X5           ","DQPCLIP      ","DQPCLIP      ","2817","1408.5","52894.74","16742","0","0","0.32","0","0","0.31651540398913014"
"STD  ","ETS-0-64","6500265B","6X6           ","RHA          ","RHA          ","5118","2559","34291.2","0","5118","0","0","0.15","0","0.14925111982082867"
"STD  ","ETS-2-64","6518648B","6X6           ","RHA300       ","RHA300       ","2580","1290","23509.33","22540","0","0","0.96","0","0","0.9587682847618371"
"STD  ","ETS-2-64","6542777B","6X6           ","RHA300       ","RHA300       ","6262","3131","23958.49","2580","3682","0","0.11","0.15","0","0.26136872565842"
"STD  ","ETS-2M-64","6542777B","6X6           ","RHA300       ","RHA300       ","48609","24304.5","23958.49","5174","53785","0","0.22","2.24","0","2.460881299280547"
"STD  ","ETS-2-64","6555466B","6X6           ","RSL300       ","RSL300       ","2292","1146","34473.6","5174","2292","0","0.15","0.07","0","0.21657152139608282"
"STD  ","ETM-5-128","No_Tooling","6X6           ","RSL300       ","RSL300       ","2590","1295","88198.14","30981","10230","0","0.35","0.12","0","0.4672547516308167"
"STD  ","ETS-2-128","6496545A","7X5           ","RGFMCM       ","RGFMCM       ","57663","28831.5","43424.18","21253","31419","0","0.49","0.72","0","1.2129647583443142"
"STD  ","ETS-2-64","6514558B","7X5           ","RGFMCM300    ","RGFMCM300    ","96767","48383.5","64040.97","28650","71802","0","0.45","1.12","0","1.5685583775511207"
"CLIP ","ETS-2-64","6522503A","7X5           ","RVFCLIP      ","RVFCLIP      ","19149","9574.5","72262.43","30361","17098","0","0.42","0.24","0","0.6567589825030795"
"CLIP ","ETS-2M-64","6528917C","7X5           ","RVFCLIP      ","RVFCLIP      ","1437","718.5","20621.08","1437","0","0","0.07","0","0","0.06968597183076734"
"STD  ","ETS-1-64","6519267C","7X7           ","RGZ          ","RGZ          ","7015","3507.5","51826.08","2558","4457","0","0.05","0.09","0","0.13535656179282707"
"STD  ","ETS-2-64","6545193C","7X7           ","RGZVTT       ","RGZVTT       ","2404","1202","35270.19","20260","0","0","0.57","0","0","0.5744227632456756"
"STD  ","ETS-2-64","6570729C","8X8           ","RTQVTT       ","RTQVTT       ","32289","16144.5","2726.33","41510","36690","0","15.23","13.46","0","28.683248176119545"
"STD  ","ETS-2M-64","6570729C","8X8           ","RTQVTT       ","RTQVTT       ","6702","3351","2726.33","41510","36690","0","15.23","13.46","0","28.683248176119545"
