"Tester","TesterConfig","PackageSize","Initial_LoadBoard","Optimizer_LoadBoard","N_Lots","SUM_QTY","ChangeOver","SUM_PPH","Hours","PKGTYPE","PIN","CAP_PER_DAY","WIP_POST_WB","WIP_FT1","WIP_FT2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","TOTAL_WIP"
"CLFTEA19","ETS-2-64","4X4","6526546B                                     ","6526546B","15","127187","0","2661","47.8","STD  ","RUY          ","63243.95","0","184491","0","0","2.92","0","2.92"
"CLFTEA20","ETS-S-64","3X3","6479550B                                     ","6513992A","12","162997","1","33206","4.91",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA22","ETS-0-64","3X3","6469014A                                     ","6469014A","12","121960","0","14487","8.42","STD  ","DRCLLF       ","68693.95","0","126667","0","0","1.84","0","1.84"
"CLFTEA22","ETS-0-64","3X3","6469014A                                     ","6511094C","1","13810","1","3881","3.56","STD  ","DRB          ","93149.41","0","225762","0","0","2.42","0","2.42"
"CLFTEA23","ETS-2-64","5.5X3.5","6570740A                                     ","6515577B","17","100061","1","4336","23.08","STD  ","RGY          ","49584.85","0","113548","0","0","2.29","0","2.29"
"CLFTEA23","ETS-2-64","5X5","6570740A                                     ","6568521A","1","5754","2","10530","0.55","STD  ","RHB300       ",NULL,"0","62270","0","0","0","0","0"
"CLFTEA24","ETM-2-64","3X3","6575258A                                     ","6513992A","12","194792","1","24643","7.9","STD  ","RGTLLF       ","103425.29","0","80982","0","0","0.78","0","0.78"
"CLFTEA25","ETS-2-64","4X4","6525585A                                     ","6525585A","13","127772","0","24568","5.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA26","ETS-2-64","4X4","6518648B                                     ","6571495A","12","120184","1","15171","7.92","STD  ","RUY300       ","53886.54","0","226783","0","0","4.21","0","4.21"
"CLFTEA27","ETS-2-64","3X3","6512302B                                     ","6512302B","5","64987","0","6112","10.63","STD  ","DRB300       ","30575.96","0","9723","0","0","0.32","0","0.32"
"CLFTEA27","ETS-2-64","7X5","6512302B                                     ","6514558B","15","46389","1","10592","4.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA29","ETS-2-64","4X4","6541533C                                     ","6541533C","14","119318","0","9589","12.44","STD  ","RSM300       ","60929.42","0","103122","0","0","1.69","0","1.69"
"CLFTEA3","ETS-0-64","3X3","","6512302B","11","113279","1","6112","18.53","STD  ","DRBST300     ",NULL,"0","2294","0","0","0","0","0"
"CLFTEA30","ETS-2-64","7X5","6514558B                                     ","6514558B","39","128169","0","10592","12.1","STD  ","RGFMCM300    ","64633.47","0","15296","0","0","0.24","0","0.24"
"CLFTEA31","ETS-2-64","3.5X3.5","6512615D                                     ","6512615D","13","146701","0","23989","6.12","STD  ","RGR300       ","79038.72","0","72251","0","0","0.91","0","0.91"
"CLFTEA32","ETS-2-128","2X2","6566339A                                     ","6566339A","9","161455","0","31041","5.2","STRIP","DRVST        ","324355.17","0","31052","0","0","0.1","0","0.1"
"CLFTEA32","ETS-2-128","5X5","6566339A                                     ","6568521A","6","47449","1","10530","4.51","STD  ","RHB300       ","84486.72","0","211175","0","0","2.5","0","2.5"
"CLFTEA33","ETS-2-64","5X5","6518677A                                     ","6518677A","15","103391","0","2286","45.23","STD  ","RSB          ","54869.27","0","134929","0","0","2.46","0","2.46"
"CLFTEA33","ETS-2-64","3X3","6518677A                                     ","6546196A","2","27582","1","21808","1.26","STRIP","RTE300ST     ","0","0","668856","0","0","0","0","0"
"CLFTEA34","ETS-2-64","3X3","6569094B                                     ","6542741A","17","206955","1","13223","15.65","STRIP","RGTST        ","107119.09","0","391423","0","0","3.65","0","3.65"
"CLFTEA35","ETS-2-64","3X3","6524040A                                     ","6524040A","15","184549","0","6487","28.45","STD  ","RTE300       ","97389.3","0","212118","0","0","2.18","0","2.18"
"CLFTEA36","ETS-2-64","7X7","6570774A                                     ","6570774A","10","52199","0","2362","22.1","STD  ","RSH          ","27096.18","0","92942","0","0","3.43","0","3.43"
"CLFTEA36","ETS-2-64","4X4","6570774A                                     ","6541533C","1","7781","1","9589","0.81","STD  ","RSM300       ","56903.81","0","12663","0","0","0.22","0","0.22"
"CLFTEA37","ETS-2-128","3X3","6546196A                                     ","6546196A","46","540416","0","21808","24.78","STRIP","RTE300ST     ","0","0","64005","0","0","0","0","0"
"CLFTEA38","ETS-2-64","4X4","6525585A                                     ","6525585A","13","128518","0","24568","5.23","STD  ","RGE300LLF    ","60916.13","0","91648","0","0","1.5","0","1.5"
"CLFTEA39","ETS-2-64","2X2","6522503A                                     ","6576907B","15","366613","1","15850","23.13","STRIP","DSGST        ","195257.98","0","698972","0","0","3.58","0","3.58"
"CLFTEA39","ETS-2-64","7X7","6522503A                                     ","6545193C","1","2401","2","1470","1.63","STD  ","RGZVTT       ","35270.19","0","121012","0","0","3.43","0","3.43"
"CLFTEA40","ETM-4-128","4X4","6570166B                                     ","6529675B","15","151018","1","6468","23.35","STD  ","RGV          ","77608.91","0","373760","0","0","4.82","0","4.82"
"CLFTEA40","ETM-4-128","3X3","6570166B                                     ","6583782A","1","6858","2","10006","0.69","STD  ","RTE300       ",NULL,"0","135318","0","0","0","0","0"
"CLFTEA41","ETS-2-64","3X3","6516230D                                     ","6516230D","3","49410","0","2500","19.76",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA41","ETS-2-64","6X5","6516230D                                     ","6522167C","3","20369","1","16653","1.22","CLIP ","DQPCLIP      ","59120.69","0","80260","0","0","1.36","0","1.36"
"CLFTEA42","ETS-2-64","5.5X3.5","6512615D                                     ","6555639A","12","75435","1","3198","23.59","STD  ","RHR300       ","42013.53","0","183738","0","0","4.37","0","4.37"
"CLFTEA43","ETS-2-64","5X5","6471369E                                     ","6471369E","9","59351","0","1250","47.48","STD  ","RGW          ",NULL,"0","182439","0","0","0","0","0"
"CLFTEA44","ETS-2M-64","3X3","6515677C                                     ","6542741A","15","207295","1","13223","15.68","STRIP","RGTST        ","107404.51","0","391423","0","0","3.64","0","3.64"
"CLFTEA45","ETS-2-64","4X4","6525585A                                     ","6525585A","23","128007","0","24568","5.21","STD  ","RGELLF       ","60916.13","0","135440","0","0","2.22","0","2.22"
"CLFTEA46","ETM-4-64","4X4","6546767B                                     ","6546767B","55","374426","0","58490","6.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA47","ETS-2-64","4X4","6571495A                                     ","6571495A","16","123121","0","15171","8.12","STD  ","RUY300       ","57659.38","0","198372","0","0","3.44","0","3.44"
"CLFTEA48","ETS-2-64","3X3","6569544C                                     ","6529253A","8","96461","1","2163","44.6","STD  ","RTE300       ","51911.9","0","499548","0","0","9.62","0","9.62"
"CLFTEA48","ETS-2-64","6X5","6569544C                                     ","6522167C","1","6928","2","16653","0.42","CLIP ","DQPCLIP      ","59120.69","0","80260","0","0","1.36","0","1.36"
"CLFTEA49","ETS-2-64","7X7","6570774A                                     ","6570774A","12","55870","0","2362","23.65","STD  ","RSH          ","27367.92","0","113278","0","0","4.14","0","4.14"
"CLFTEA49","ETS-2-64","4.5X3.5","6570774A                                     ","6543758C","1","7679","1","11350","0.68","CLIP ","RVECLIP      ","70313.34","0","467687","0","0","6.65","0","6.65"
"CLFTEA5","ETS-0-64","5X5","","6555551A","20","104836","1","2190","47.87","STD  ","RGW300       ","51203.7","0","370720","0","0","7.24","0","7.24"
"CLFTEA50","ETS-2-64","4.5X3.5","6545456B                                     ","6545456B","29","156080","0","10221","15.27","CLIP ","RVECLIP      ","85035.12","0","173500","0","0","2.04","0","2.04"
"CLFTEA51","ETS-2-64","5X5","6487839B                                     ","6487839B","8","63155","0","5415","11.66","STD  ","RTV          ","31788.28","0","102278","0","0","3.22","0","3.22"
"CLFTEA52","ETM-5-128","4X4","6579768C                                     ","6579768C","20","199387","0","10871","18.34","STD  ","RTWST300     ","83986.92","0","247879","0","0","2.95","0","2.95"
"CLFTEA53","ETM-5-128","4X4","6579768C                                     ","6579768C","20","192242","0","10871","17.68","STD  ","RTWST300     ","79114.53","0","247879","0","0","3.13","0","3.13"
"CLFTEA54","ETM-5-128","4X4","6579768C                                     ","6579768C","21","198501","0","10871","18.26","STD  ","RTWST300     ","79987.54","0","247879","0","0","3.1","0","3.1"
"CLFTEA56","ETS-2Q-64","7X7","6570774A                                     ","6519267C","25","101399","1","6317","16.05","STD  ","RGZ          ","51346.03","0","19794","0","0","0.39","0","0.39"
"CLFTEA57","ETS-2-64","4X4","6515677C                                     ","6571495A","12","118857","1","15171","7.83","STD  ","RUY300       ","53102.75","0","198372","0","0","3.74","0","3.74"
"CLFTEA58","ETS-2-128","3X3","6569306A                                     ","6569306A","5","74413","0","19395","3.84","STD  ","RTE300       ","78715.65","0","41421","0","0","0.53","0","0.53"
"CLFTEA58","ETS-2-128","4X4","6569306A                                     ","6541533C","5","49977","1","9589","5.21","STD  ","RSM300       ","54188.62","0","103122","0","0","1.9","0","1.9"
"CLFTEA58","ETS-2-128","5X5","6569306A                                     ","6568521A","1","4109","2","10530","0.39","STD  ","RHB300       ",NULL,"0","62270","0","0","0","0","0"
"CLFTEA59","ETS-2-64","3X3","6554905A                                     ","6554905A","20","233717","0","43936","5.32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA59","ETS-2-64","5X2.5","6554905A                                     ","6556617A","27","182894","1","7757","23.58","STRIP","MPAMCMST     ","186174.37","0","269160","0","0","1.45","0","1.45"
"CLFTEA6","ETM-2-64","3X2","","6545098B","12","169513","1","24771","6.84","STRIP","DQCST        ","600628.97","0","169513","0","0","0.28","0","0.28"
"CLFTEA6","ETM-2-64","2X2","","6514765A","8","191390","2","14051","13.62","STD  ","DRVST300     ","337221.82","0","191390","0","0","0.57","0","0.57"
"CLFTEA6","ETM-2-64","2X2","","6521765A","7","146883","3","11855","12.39","STRIP","DRVST        ","284530.91","0","146883","0","0","0.52","0","0.52"
"CLFTEA6","ETM-2-64","2X2","","6584432B","12","185550","4","57759","3.21","STRIP","RLTGFCST     ",NULL,"0","138708","0","0","0","0","0"
"CLFTEA6","ETM-2-64","3X3","","6513992A","2","21364","5","24643","0.87","STD  ","RGTLLF       ","99668.7","0","9932","0","0","0.1","0","0.1"
"CLFTEA60","ETS-2-64","3X3","6554905A                                     ","6554905A","38","491221","0","43936","11.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA61","ETS-2-64","4.5X3.5","6543758C                                     ","6543758C","20","139325","0","11350","12.28","CLIP ","RVECLIP      ","70313.34","0","467687","0","0","6.65","0","6.65"
"CLFTEA62","ETS-2-64","5X5","6568521A                                     ","6568521A","25","164781","0","10530","15.65","STD  ","RHB300       ","84312.18","0","33332","0","0","0.4","0","0.4"
"CLFTEA63","ETS-2-64","5.5X3.5","6555639A                                     ","6555639A","14","75035","0","3198","23.46","STD  ","RHR300       ","42000.49","0","18545","0","0","0.44","0","0.44"
"CLFTEA64","ETS-2-64","6X5","6514494A                                     ","6514494A","27","131487","0","13839","9.5","CLIP ","DQPCLIP      ","66303.49","0","263707","0","0","3.98","0","3.98"
"CLFTEA65","ETS-2-64","6X5","6522212C                                     ","6514494A","19","128930","1","13839","9.32","CLIP ","DQPCLIP      ","66224.61","0","263707","0","0","3.98","0","3.98"
"CLFTEA66","ETS-2-64","3X3","6569306A                                     ","6569306A","13","157098","0","19395","8.1","STD  ","RTE300       ","82722.94","0","75925","0","0","0.92","0","0.92"
"CLFTEA67","ETS-2-64","3X3","6516230D                                     ","6516230D","4","55710","0","2500","22.28","STD  ","DRCLLF       ","99263.5","0","105406","0","0","1.06","0","1.06"
"CLFTEA67","ETS-2-64","6X5","6516230D                                     ","6522167C","1","6885","1","16653","0.41","CLIP ","DQPCLIP      ","59120.69","0","80260","0","0","1.36","0","1.36"
"CLFTEA68","ETS-2-64","4X4","6525585A                                     ","6525585A","14","130892","0","24568","5.33","STD  ","RGELLF       ","60916.13","0","135440","0","0","2.22","0","2.22"
"CLFTEA69","ETS-2-64","4X4","6525585A                                     ","6525585A","15","126882","0","24568","5.16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA7","ETS-2-128","4X4","","6510697B","15","129243","1","10909","11.85","STD  ","RGELLF       ","66951.36","0","54573","0","0","0.82","0","0.82"
"CLFTEA70","ETS-2-64","3X3","6529253A                                     ","6529253A","10","103383","0","2163","47.8","STD  ","RTE300       ","51911.9","0","499548","0","0","9.62","0","9.62"
"CLFTEA71","ETS-1-64","3.5X3.5","6487925B                                     ","6487925B","9","135912","0","16797","8.09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA72","ETS-2-64","3X3","6523514A                                     ","6523514A","12","165704","0","3669","45.16","STD  ","DRC          ","88046.09","0","273625","0","0","3.11","0","3.11"
"CLFTEA72","ETS-2-64","7X5","6523514A                                     ","6514558B","2","7374","1","10592","0.7","STD  ","RGFMCM300    ","64701.18","0","59165","0","0","0.91","0","0.91"
"CLFTEA73","ETS-2-64","2X2","6576907B                                     ","6576907B","16","380134","0","15850","23.98","STRIP","DSGST        ","195257.98","0","698972","0","0","3.58","0","3.58"
"CLFTEA74","ETS-2-64","4.5X3.5","6479550B                                     ","6543758C","18","139420","1","11350","12.28","CLIP ","RVECLIP      ","70313.34","0","467687","0","0","6.65","0","6.65"
"CLFTEA75","ETS-2-64","4.5X3.5","6543758C                                     ","6543758C","22","139495","0","11350","12.29","CLIP ","RVECLIP      ","70070.89","0","77","0","0","0","0","0"
"CLFTEA76","ETS-2-64","3X3","6547181A                                     ","6547181A","8","98950","0","6845","14.46","STD  ","DRC          ","52874.14","0","27565","0","0","0.52","0","0.52"
"CLFTEA76","ETS-2-64","5X2.5","6547181A                                     ","6556617A","2","17249","1","7757","2.22","STRIP","MPAMCMST     ","186174.37","0","269160","0","0","1.45","0","1.45"
"CLFTEA77","ETS-2M-64","3.5X3.5","6487925B                                     ","6487925B","8","110771","0","19209","5.77",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA78","ETS-2-64","4X4","6578526A                                     ","6578526A","15","123599","0","6196","19.95","STD  ","RSN300VTT    ","74351.85","0","128357","0","0","1.73","0","1.73"
"CLFTEA78","ETS-2-64","4.5X3.5","6578526A                                     ","6543758C","3","21517","1","11350","1.9","CLIP ","RVECLIP      ","70313.34","0","467687","0","0","6.65","0","6.65"
"CLFTEA79","ETS-2M-64","7X7","6586073A                                     ","6545193C","18","70206","1","1470","47.76","STD  ","RGZVTT       ","35270.19","0","121012","0","0","3.43","0","3.43"
"CLFTEA80","ETS-2-64","5X5","6487839B                                     ","6487839B","10","63054","0","5415","11.64","STD  ","RHB300       ","33722","0","111213","0","0","3.3","0","3.3"
"CLFTEA80","ETS-2-64","6X5","6487839B                                     ","6514494A","1","6310","1","13839","0.46","CLIP ","DQPCLIP      ","66294.52","0","263707","0","0","3.98","0","3.98"
"CLFTEA81","ETS-2-64","3X3","6547181A                                     ","6547181A","8","94167","0","6845","13.76","STD  ","DRC          ","52811.98","0","27565","0","0","0.52","0","0.52"
"CLFTEA81","ETS-2-64","4X4","6547181A                                     ","6541533C","1","10057","1","9589","1.05","STD  ","RSM300       ","51011.7","0","103122","0","0","2.02","0","2.02"
"CLFTEA83","ETS-2-64","4X4","6525585A                                     ","6525585A","14","130638","0","24568","5.32","STD  ","RGELLF       ","60916.13","0","135440","0","0","2.22","0","2.22"
"CLFTEA84","ETS-2-64","4X4","6525585A                                     ","6525585A","14","128745","0","24568","5.24","STD  ","RGELLF       ","60916.13","0","135440","0","0","2.22","0","2.22"
"CLFTEA85","ETS-2M-64","6X5","6529675B                                     ","6522167C","21","115023","1","16653","6.91","CLIP ","DQPCLIP      ","58925.04","0","13866","0","0","0.24","0","0.24"
"CLFTEA86","ETS-2-64","3X3","6569306A                                     ","6569306A","16","141478","0","19395","7.29","STD  ","RTE300       ","82545.69","0","138017","0","0","1.67","0","1.67"
"CLFTEA86","ETS-2-64","4X4","6569306A                                     ","6571495A","1","8518","1","15171","0.56","STD  ","RUY300       ","61544.65","0","228759","0","0","3.72","0","3.72"
"CLFTEA87","ETM-4-64","4X4","6572612A                                     ","6546767B","41","388276","1","58490","6.64",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA88","ETS-2-64","5X5","6487839B                                     ","6487839B","8","63033","0","5415","11.64","STD  ","RHB300       ","32266.34","0","111213","0","0","3.45","0","3.45"
"CLFTEA89","ETM-5-128","2X2","6547137A                                     ","6547137A","6","116528","0","4622","25.21","STRIP","DSGST        ","0","0","141344","0","0","0","0","0"
"CLFTEA89","ETM-5-128","4X4","6547137A                                     ","6579768C","8","80568","1","10871","7.41","STD  ","RTWST300     ","83104.25","0","247879","0","0","2.98","0","2.98"
"CLFTEA89","ETM-5-128","3X3","6547137A                                     ","6583782A","2","24397","2","10006","2.44","STD  ","RTE300       ",NULL,"0","135318","0","0","0","0","0"
"CLFTEA9","ETS-0-64","3.5X3.5","","6487925B","14","124554","1","16797","7.42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA9","ETS-0-64","5X2.5","","6556617A","1","8636","2","7757","1.11","STRIP","MPAMCMST     ","186174.37","0","269160","0","0","1.45","0","1.45"
"CLFTEA92","ETM-5-128","4X4","6579768C                                     ","6579768C","26","191835","0","10871","17.65","STD  ","RTWST300     ","82679.88","0","247879","0","0","3","0","3"
"CLFTEA98","ETM-2M-64","4X4","","6529675B","17","155054","1","6468","23.97","STD  ","RGV          ","77608.91","0","373760","0","0","4.82","0","4.82"
"CLFTEA99","ETS-2-64","4.5X3.5","","6516100C","10","76751","1","3243","23.67","STD  ","RHL300       ","38698.53","0","139661","0","0","3.61","0","3.61"
