LOT,DEVICE,PACKAGE,PIN,CUR_QTY,WEIGHT,LOT_NAME,LPT,OPN,TOTAL_PLAN_CT,CUM_PLAN_CT,LOT_AGE,START_TIME,SNAPSHOT_TIME,MACHINE_INSTANCE
5932939,PS25810RVCR-G2,4X3           ,RVC300ST     ,      7741,      3059,5932939     ,4410,1,            0,      10.79,     41.97,                   ,11/16/2015 02:06:10,
5932938,PS25810RVCR-G2,4X3           ,RVC300ST     ,     10357,      3059,5932938     ,4410,1,            0,      10.79,     41.97,                   ,11/16/2015 02:06:10,
5932936,PS25810RVCR-G2,4X3           ,RVC300ST     ,     15514,      3059,5932936     ,4410,1,            0,      10.79,     41.97,                   ,11/16/2015 02:06:10,
5977653,204036RHAR1-G2,6X6           ,RHA300       ,      5172,      3054,5977653     ,4410,1,        13.58,      11.54,     29.08,                   ,11/16/2015 02:06:10,
5977652,204036RHAR1-G2,6X6           ,RHA300       ,      5176,      3054,5977652     ,4410,1,        13.58,      11.54,     29.08,                   ,11/16/2015 02:06:10,
5977654,204036RHAR1-G2,6X6           ,RHA300       ,      4826,      3054,5977654     ,4410,1,        13.58,      11.54,     29.08,                   ,11/16/2015 02:06:10,
5978080,202027ARSLR-G2,6X6           ,RSL300       ,      2288,      3041,5978080     ,4410,1,        13.54,      11.49,     28.95,                   ,11/16/2015 02:06:10,
8028428,BQ25892RTWR-G2,4X4           ,RTWST300     ,      5034,      3024,8028428     ,4410,1,        26.55,       9.87,     14.14,                   ,11/16/2015 02:06:10,
5988075,S61093DSKR-G2K,2.5X2.5       ,DSKST300     ,     30040,      2961,5988075     ,4410,1,        14.89,      10.83,     26.14,                   ,11/16/2015 02:06:10,
5978529,TPS65192RHDR-G,5X5           ,RHD          ,      5089,      2935,5978529     ,4410,1,        13.17,      12.04,     28.81,                   ,11/16/2015 02:06:10,
5978789,TPS54519RTER-R,3X3           ,RTE          ,      6889,      2931,5978789     ,4410,1,        13.14,      12.01,     28.77,                   ,11/16/2015 02:06:10,
5979005,PS65168RSBR1-R,5X5           ,RSB          ,      5049,      2918,5979005     ,4410,1,        13.17,      12.04,     28.64,                   ,11/16/2015 02:06:10,
5989253,CD74120RVFR-LN,7X5           ,RVFCLIP      ,      3541,      2917,5989253     ,4410,1,        17.03,      13.08,      25.8,                   ,11/16/2015 02:06:10,
5989250,CD74120RVFR-LN,7X5           ,RVFCLIP      ,      3520,      2917,5989250     ,4410,1,        17.03,      13.08,      25.8,                   ,11/16/2015 02:06:10,
5979443,TPS54341DPRR-C,4X4           ,DPR          ,      6418,      2902,5979443     ,4410,1,        13.17,      12.04,     28.47,                   ,11/16/2015 02:06:10,
5979441,TPS54341DPRR-C,4X4           ,DPR          ,     10060,      2902,5979441     ,4410,1,        13.17,      12.04,     28.47,                   ,11/16/2015 02:06:10,
5979440,TPS54341DPRR-C,4X4           ,DPR          ,     10063,      2902,5979440     ,4410,1,        13.17,      12.04,     28.47,                   ,11/16/2015 02:06:10,
5979442,TPS54341DPRR-C,4X4           ,DPR          ,     10050,      2902,5979442     ,4410,1,        13.17,      12.04,     28.47,                   ,11/16/2015 02:06:10,
5979444,PS54561DPRR1-C,4X4           ,DPR          ,      5122,      2901,5979444     ,4410,1,        13.17,      12.04,     28.47,                   ,11/16/2015 02:06:10,
5988458,TPS2388RTQR-C ,8X8           ,RTQVTT       ,      3337,      2852,5988458     ,4410,1,        16.22,      13.16,     26.04,                   ,11/16/2015 02:06:10,
5988459,TPS2388RTQR-C ,8X8           ,RTQVTT       ,      2362,      2852,5988459     ,4410,1,        16.22,      13.16,     26.04,                   ,11/16/2015 02:06:10,
5992451,BQ25071DQCR-G2,3X2           ,DQCST300     ,      8248,      2841,5992451     ,4410,1,        14.86,      10.79,     24.93,                   ,11/16/2015 02:06:10,
5992449,BQ25071DQCR-G2,3X2           ,DQCST300     ,     17275,      2841,5992449     ,4410,1,        14.86,      10.79,     24.93,                   ,11/16/2015 02:06:10,
5992452,BQ25071DQCR-G2,3X2           ,DQCST300     ,      8093,      2841,5992452     ,4410,1,        14.86,      10.79,     24.93,                   ,11/16/2015 02:06:10,
8033101,BQ25892RTWR-G2,4X4           ,RTWST300     ,      9965,      2830,8033101     ,4410,1,        25.95,       9.87,     12.81,                   ,11/16/2015 02:06:10,
8033092,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10076,      2830,8033092     ,4410,1,        25.95,       9.87,     12.81,                   ,11/16/2015 02:06:10,
8033103,BQ25892RTWR-G2,4X4           ,RTWST300     ,      5038,      2830,8033103     ,4410,1,        25.95,       9.87,     12.81,                   ,11/16/2015 02:06:10,
8033094,BQ25892RTWR-G2,4X4           ,RTWST300     ,      9898,      2830,8033094     ,4410,1,        25.95,       9.87,     12.81,                   ,11/16/2015 02:06:10,
8033095,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10063,      2830,8033095     ,4410,1,        25.95,       9.87,     12.81,                   ,11/16/2015 02:06:10,
8033093,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10069,      2830,8033093     ,4410,1,        25.95,       9.87,     12.81,                   ,11/16/2015 02:06:10,
8033098,BQ25892RTWR-G2,4X4           ,RTWST300     ,      9073,      2830,8033098     ,4410,1,        25.95,       9.87,     12.81,                   ,11/16/2015 02:06:10,
8033099,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10067,      2830,8033099     ,4410,1,        25.95,       9.87,     12.81,                   ,11/16/2015 02:06:10,
8033097,BQ25892RTWR-G2,4X4           ,RTWST300     ,      5032,      2830,8033097     ,4410,1,        25.95,       9.87,     12.81,                   ,11/16/2015 02:06:10,
8033096,BQ25892RTWR-G2,4X4           ,RTWST300     ,      8499,      2830,8033096     ,4410,1,        25.95,       9.87,     12.81,                   ,11/16/2015 02:06:10,
8033974,BQ25892RTWR-G2,4X4           ,RTWST300     ,      8448,      2801,8033974     ,4410,1,        25.95,       9.87,     12.52,                   ,11/16/2015 02:06:10,
8033969,BQ25892RTWR-G2,4X4           ,RTWST300     ,      5030,      2801,8033969     ,4410,1,        25.95,       9.87,     12.52,                   ,11/16/2015 02:06:10,
8033964,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10073,      2801,8033964     ,4410,1,        25.95,       9.87,     12.52,                   ,11/16/2015 02:06:10,
8033966,BQ25892RTWR-G2,4X4           ,RTWST300     ,      9987,      2801,8033966     ,4410,1,        25.95,       9.87,     12.52,                   ,11/16/2015 02:06:10,
8033975,BQ25892RTWR-G2,4X4           ,RTWST300     ,      5036,      2801,8033975     ,4410,1,        25.95,       9.87,     12.52,                   ,11/16/2015 02:06:10,
8033967,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10076,      2801,8033967     ,4410,1,        25.95,       9.87,     12.52,                   ,11/16/2015 02:06:10,
8033965,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10079,      2801,8033965     ,4410,1,        25.95,       9.87,     12.52,                   ,11/16/2015 02:06:10,
8033971,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10056,      2801,8033971     ,4410,1,        25.95,       9.87,     12.52,                   ,11/16/2015 02:06:10,
8033972,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10076,      2801,8033972     ,4410,1,        25.95,       9.87,     12.52,                   ,11/16/2015 02:06:10,
8033970,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10050,      2801,8033970     ,4410,1,        25.95,       9.87,     12.52,                   ,11/16/2015 02:06:10,
8033968,BQ25892RTWR-G2,4X4           ,RTWST300     ,      8461,      2801,8033968     ,4410,1,        25.95,       9.87,     12.52,                   ,11/16/2015 02:06:10,
8033973,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10074,      2801,8033973     ,4410,1,        25.95,       9.87,     12.52,                   ,11/16/2015 02:06:10,
5984416,304057RSBR-G2K,5X5           ,RSB300       ,      6103,      2765,5984416     ,4410,1,         13.1,      11.99,     27.13,                   ,11/16/2015 02:06:10,
5995290,PS25810RVCR-G2,4X3           ,RVC300ST     ,     14561,      2763,5995290     ,4410,1,        14.86,      10.79,     24.14,                   ,11/16/2015 02:06:10,
5995296,PS25810RVCR-G2,4X3           ,RVC300ST     ,     15449,      2763,5995296     ,4410,1,        14.86,      10.79,     24.14,                   ,11/16/2015 02:06:10,
5995293,PS25810RVCR-G2,4X3           ,RVC300ST     ,     15500,      2763,5995293     ,4410,1,        14.86,      10.79,     24.14,                   ,11/16/2015 02:06:10,
