Machine_Instance,Machine_Family_Name,Lot_Name,Quantity,Lot_Weight,Device_Name,Tooling_Family_Name,Certification
CLFTEA53,ETM-5-128,5974126,2351,1236,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5976494,4544,1164,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5976492,4599,1164,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5976485,4571,1164,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5976496,4581,1164,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5976490,4579,1164,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5976495,4593,1164,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5976489,4601,1164,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5976491,4600,1164,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5976488,4599,1164,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5976497,2944,1164,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5976487,4554,1164,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5976493,4603,1164,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978068,4602,1116,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978078,4600,1116,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978070,4595,1116,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978071,4588,1116,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978079,3338,1116,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978076,4601,1116,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978066,4586,1116,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978074,4586,1116,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978075,4590,1116,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978067,4601,1116,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5894363,4266,3553,202027CRSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978058,4151,1116,202027CRSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978057,5163,1116,202027CRSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5884687,4959,3825,202027DRSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5936557,4123,2325,202027ERSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5936555,5166,2325,202027ERSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978062,3111,1116,202027ERSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978061,5171,1116,202027ERSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5978060,5094,1116,202027ERSLR-G2,6570166B,1
CLFTEA54,ETM-5-128,5968575,6389,1048,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5971006,10070,976,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5971015,10080,976,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5975301,10048,846,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5975307,10014,846,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5975288,10069,846,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5975289,10056,846,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5977650,8722,780,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5981652,10067,663,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5981654,10078,663,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5981657,10077,663,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5981653,10079,663,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5981658,10056,663,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5981655,9564,663,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5981660,9798,663,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5981659,10076,663,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5982217,9923,604,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5982219,9766,604,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5983148,8601,574,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5989670,5040,404,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5989665,5036,404,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5990371,5021,376,BQ25890RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5936075,10070,1654,BQ25892RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5936079,10077,1654,BQ25892RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5940118,10078,1544,BQ25892RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5940695,10069,1525,BQ25892RTWR-G2,6579768C,1
CLFTEA54,ETM-5-128,5940699,10062,1525,BQ25892RTWR-G2,6579768C,1
CLFTEA57,ETS-2-64,5970687,7516,1238,24728HRGRR-G2K,6512615D,1
CLFTEA57,ETS-2-64,5987133,15068,765,24735RGRR1-G2K,6512615D,1
CLFTEA57,ETS-2-64,5973928,15041,1146,24737RGRR1-G2K,6512615D,1
CLFTEA57,ETS-2-64,5973923,15106,1146,24737RGRR1-G2K,6512615D,1
CLFTEA57,ETS-2-64,5977778,15034,1033,24737RGRR1-G2K,6512615D,1
CLFTEA57,ETS-2-64,5977777,14981,1033,24737RGRR1-G2K,6512615D,1
CLFTEA57,ETS-2-64,5977792,11850,1033,24737RGRR1-G2K,6512615D,1
CLFTEA57,ETS-2-64,5977786,7550,1033,24737RGRR1-G2K,6512615D,1
CLFTEA57,ETS-2-64,5977775,14987,1033,24737RGRR1-G2K,6512615D,1
CLFTEA57,ETS-2-64,5981365,15092,926,24737RGRR1-G2K,6512615D,1
CLFTEA57,ETS-2-64,5981364,15111,926,24737RGRR1-G2K,6512615D,1
CLFTEA57,ETS-2-64,5991677,15096,640,24737RGRR1-G2K,6512615D,1
CLFTEA57,ETS-2-64,5981036,15100,927,Q24735RGRR1-LK,6512615D,1
CLFTEA57,ETS-2-64,5981037,15115,927,Q24735RGRR1-LK,6512615D,1
CLFTEA58,ETS-2-128,5967280,10074,1342,BQ24770RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5967285,9914,1342,BQ24770RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5967279,9733,1342,BQ24770RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5967278,9941,1342,BQ24770RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5967277,10061,1342,BQ24770RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5967282,10061,1342,BQ24770RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5967281,10061,1342,BQ24770RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5967276,10056,1342,BQ24770RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5967284,9957,1342,BQ24770RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5981641,10067,921,BQ24777RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5981643,9840,921,BQ24777RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5981644,10066,921,BQ24777RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5981640,10061,921,BQ24777RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5981645,10059,921,BQ24777RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5984367,9955,839,BQ24777RUYR-G2,6571495A,1
CLFTEA58,ETS-2-128,5984365,10029,839,BQ24777RUYR-G2,6571495A,1
CLFTEA59,ETS-2-64,5994447,1779,524,192HRGER-UG2R&,6525585A,1
CLFTEA59,ETS-2-64,5963024,9947,1482,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5982208,5783,912,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5982193,8894,912,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5983126,9755,882,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5983117,9984,882,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5983123,5616,882,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5984567,9979,845,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5984559,9985,845,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5984560,10010,845,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5984558,9886,845,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5984557,9958,845,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5984554,9985,845,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5985757,9907,812,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5985758,9733,812,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5985754,9940,812,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5985767,10005,812,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5986440,9983,784,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5988527,10016,741,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5967498,5400,423,BQ24196RGER-RY,6525585A,1
CLFTEA59,ETS-2-64,5968415,8941,395,BQ24196RGER-RY,6525585A,1
CLFTEA6,ETS-2-64,5953470,6893,1747,54328DRCRP-G2Y,6553444B,1
CLFTEA6,ETS-2-64,5953469,10066,1747,54328DRCRP-G2Y,6553444B,1
CLFTEA6,ETS-2-64,5928934,6897,2460,S54328DRCR-G2Y,6553444B,1
CLFTEA6,ETS-2-64,5928933,13230,2460,S54328DRCR-G2Y,6553444B,1
CLFTEA6,ETS-2-64,5928932,13682,2460,S54328DRCR-G2Y,6553444B,1
CLFTEA6,ETS-2-64,5928931,13568,2460,S54328DRCR-G2Y,6553444B,1
CLFTEA6,ETS-2-64,5928930,13802,2460,S54328DRCR-G2Y,6553444B,1
CLFTEA60,ETS-2-64,5973006,6469,1178,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5973008,3228,1178,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5976071,6462,1078,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5976072,6476,1078,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5976084,4159,1078,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5976082,6451,1078,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5976075,6479,1078,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5976074,6450,1078,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5976073,6469,1078,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5976081,6447,1078,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5979469,6461,977,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5979467,6471,977,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5979461,6471,977,BQ24133RGYR-G2,6515577B,1
CLFTEA60,ETS-2-64,5981128,3726,931,BQ24133RGYR-G2,6515577B,1
CLFTEA61,ETS-2-64,5942988,5147,2052,S53647RTAR-G2K,6579192B,1
CLFTEA61,ETS-2-64,5942989,4181,2052,S53647RTAR-G2K,6579192B,1
CLFTEA61,ETS-2-64,5942990,2537,2052,S53647RTAR-G2K,6579192B,1
CLFTEA61,ETS-2-64,5942987,5176,2052,S53647RTAR-G2K,6579192B,1
CLFTEA61,ETS-2-64,5946479,4190,1949,S53647RTAR-G2K,6579192B,1
CLFTEA61,ETS-2-64,5946474,4977,1949,S53647RTAR-G2K,6579192B,1
CLFTEA61,ETS-2-64,5946480,2579,1949,S53647RTAR-G2K,6579192B,1
CLFTEA61,ETS-2-64,5946475,5037,1949,S53647RTAR-G2K,6579192B,1
CLFTEA62,ETS-2-128,5903374,24730,3550,401032DSGR1-G2,6506370A,1
CLFTEA62,ETS-2-128,5981343,8912,1160,PS61093DSKR-CK,6506370A,1
CLFTEA62,ETS-2-128,5981348,5003,1160,PS61093DSKR-CK,6506370A,1
CLFTEA62,ETS-2-128,5981347,9902,1160,PS61093DSKR-CK,6506370A,1
CLFTEA62,ETS-2-128,5981346,5005,1160,PS61093DSKR-CK,6506370A,1
CLFTEA62,ETS-2-128,5970667,15035,1472,S61093DSKR-G2K,6506370A,1
CLFTEA62,ETS-2-128,5936324,24822,2500,S62067DSGR1-G2,6506370A,1
CLFTEA62,ETS-2-128,5936326,14850,2500,S62067DSGR1-G2,6506370A,1
CLFTEA62,ETS-2-128,5936323,22299,2500,S62067DSGR1-G2,6506370A,1
CLFTEA62,ETS-2-128,5936325,24827,2500,S62067DSGR1-G2,6506370A,1
CLFTEA63,ETS-2-64,5974071,10058,1146,24780SRUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5980165,5030,960,24780SRUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5980157,10061,960,24780SRUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5981411,10054,926,24780SRUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5981407,10056,926,24780SRUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5981412,6879,926,24780SRUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5981408,6714,926,24780SRUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5981405,10047,926,24780SRUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5981413,5008,926,24780SRUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5981403,10062,926,24780SRUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5981402,10064,926,24780SRUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5967283,9390,1342,BQ24770RUYR-G2,6571495A,1
CLFTEA63,ETS-2-64,5981646,6370,921,BQ24777RUYR-G2,6571495A,1
CLFTEA63,ETS-2-64,5964080,9751,1439,SN2850RUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5964090,5016,1439,SN2850RUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5967144,9971,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5967150,10041,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5970651,10065,1238,SN2850RUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5970659,6999,1238,SN2850RUYR-G2K,6571495A,1
CLFTEA63,ETS-2-64,5970658,10044,1238,SN2850RUYR-G2K,6571495A,1
CLFTEA64,ETS-2-64,5977499,13781,1040,259230DRCR-G2K,6547181A,1
CLFTEA64,ETS-2-64,5977502,13801,1040,259231DRCR-G2K,6547181A,1
CLFTEA64,ETS-2-64,5977505,13813,1040,259240DRCR-G2K,6547181A,1
CLFTEA64,ETS-2-64,5977514,11366,1040,259250DRCR-G2K,6547181A,1
CLFTEA64,ETS-2-64,5977512,13340,1040,259250DRCR-G2K,6547181A,1
CLFTEA64,ETS-2-64,5977520,6822,1040,259250DRCT-G2K,6547181A,1
CLFTEA64,ETS-2-64,5977521,13814,1040,259251DRCR-G2K,6547181A,1
CLFTEA64,ETS-2-64,5977542,6905,1040,259251DRCT-G2K,6547181A,1
CLFTEA64,ETS-2-64,5977543,13814,1040,259260DRCR-G2K,6547181A,1
CLFTEA64,ETS-2-64,5964100,6877,1439,2592BLDRCR-G2K,6547181A,1
CLFTEA64,ETS-2-64,5967546,13813,1335,592ALDRCR1-G2K,6547181A,1
CLFTEA64,ETS-2-64,5967543,13803,1335,592ALDRCR1-G2K,6547181A,1
CLFTEA64,ETS-2-64,5967544,13808,1335,592ALDRCR1-G2K,6547181A,1
CLFTEA65,ETS-2-64,5947053,11328,2803,CSD87381P1-NS2,6556617A,1
CLFTEA65,ETS-2-64,5937191,11031,2762,CSD87381P1-NS2,6556617A,1
CLFTEA65,ETS-2-64,5893985,7542,3753,CSD87588N-NS2,6556617A,1
CLFTEA65,ETS-2-64,5981688,8639,1363,CSD87588N-NS2,6556617A,1
CLFTEA65,ETS-2-64,5981687,8640,1363,CSD87588N-NS2,6556617A,1
CLFTEA65,ETS-2-64,5994631,4243,1363,CSD87588N-NS2,6556617A,1
CLFTEA65,ETS-2-64,5981689,8627,1363,CSD87588N-NS2,6556617A,1
CLFTEA65,ETS-2-64,5981686,8616,1363,CSD87588N-NS2,6556617A,1
CLFTEA65,ETS-2-64,5771421,13433,8122,SD87381P6-UNR&,6556617A,1
CLFTEA65,ETS-2-64,5775940,13417,7989,SD87381P6-UNR&,6556617A,1
CLFTEA66,ETS-2-64,5970718,13796,1238,5633ARTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5981575,6858,921,5633ARTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5960414,13810,1540,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5963967,13810,1439,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5967244,13795,1343,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5967247,13810,1343,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5967243,13809,1343,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5967241,13774,1343,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5967242,13804,1343,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5970725,13687,1238,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5981393,13725,926,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5981398,6898,926,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5984334,13812,839,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5984330,6911,839,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5984333,13711,839,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5988526,6908,731,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5995275,6857,541,5633BRTER-KDG2,6569306A,1
CLFTEA66,ETS-2-64,5967252,13640,1342,65633BKRTER-G2,6569306A,1
CLFTEA67,ETS-2-64,5905528,9617,3221,62152QRGTRQ1-L,6513992A,1
CLFTEA67,ETS-2-64,5937511,12366,2270,62152QRGTRQ1-L,6513992A,1
CLFTEA67,ETS-2-64,5977187,9923,1057,LV62150RGTT-LY,6513992A,1
CLFTEA67,ETS-2-64,5990927,8398,674,PS62140RGTR-LY,6513992A,1
CLFTEA67,ETS-2-64,5990929,13055,674,PS62150RGTR-LY,6513992A,1
CLFTEA67,ETS-2-64,5990928,16677,674,PS62150RGTR-LY,6513992A,1
CLFTEA67,ETS-2-64,5989700,15707,712,S62130DRGTR-LY,6513992A,1
CLFTEA67,ETS-2-64,5987407,14596,765,S62140ARGTR-LY,6513992A,1
CLFTEA67,ETS-2-64,5987406,16895,765,S62140ARGTR-LY,6513992A,1
CLFTEA67,ETS-2-64,5987405,16848,765,S62140ARGTR-LY,6513992A,1
CLFTEA67,ETS-2-64,5984604,8446,844,V62130ARGTR-LY,6513992A,1
CLFTEA67,ETS-2-64,5984600,16230,844,V62130ARGTR-LY,6513992A,1
CLFTEA68,ETS-2-64,5912986,9746,2920,S53211ARGTR-LK,6521279A,1
CLFTEA68,ETS-2-64,5930506,13778,2417,S53211ARGTR-LK,6521279A,1
CLFTEA68,ETS-2-64,5930507,13806,2417,S53211ARGTR-LK,6521279A,1
CLFTEA68,ETS-2-64,5930503,13578,2417,S53211ARGTR-LK,6521279A,1
CLFTEA68,ETS-2-64,5930509,13782,2417,S53211ARGTR-LK,6521279A,1
CLFTEA69,ETS-2-64,5984732,15059,830,PS54320RHLR-G2,6487925B,1
CLFTEA69,ETS-2-64,5964249,15118,1438,PS54821RHLR2-R,6487925B,1
CLFTEA69,ETS-2-64,5964251,14073,1438,PS54821RHLR2-R,6487925B,1
CLFTEA69,ETS-2-64,5968644,7516,1306,PS54821RHLR2-R,6487925B,1
CLFTEA69,ETS-2-64,5968636,14956,1306,PS54821RHLR2-R,6487925B,1
CLFTEA69,ETS-2-64,5989373,15091,1107,PS54821RHLR2-R,6487925B,1
CLFTEA69,ETS-2-64,5985620,11199,807,PS54821RHLR2-R,6487925B,1
CLFTEA69,ETS-2-64,5985616,15103,807,PS54821RHLR2-R,6487925B,1
CLFTEA69,ETS-2-64,5967122,7857,1343,S54620RGYR1-G2,6487925B,1
CLFTEA69,ETS-2-64,5984741,7541,830,S54620RGYR1-G2,6487925B,1
CLFTEA69,ETS-2-64,5984739,15110,830,S54620RGYR1-G2,6487925B,1
CLFTEA69,ETS-2-64,5981023,14137,936,TPS54622RHLR-L,6487925B,1
CLFTEA69,ETS-2-64,5989397,9861,706,TPS54622RHLR-L,6487925B,1
CLFTEA69,ETS-2-64,5989390,10009,706,TPS54622RHLR-L,6487925B,1
CLFTEA7,ETS-2-128,5963959,13815,1439,5633BRTER-KDG2,6569306A,1
CLFTEA7,ETS-2-128,5974022,13815,1146,5633BRTER-KDG2,6569306A,1
CLFTEA7,ETS-2-128,5988519,13819,731,5633BRTER-KDG2,6569306A,1
CLFTEA7,ETS-2-128,5956893,13807,1647,65633BKRTER-G2,6569306A,1
CLFTEA7,ETS-2-128,5963976,13806,1439,65633BKRTER-G2,6569306A,1
CLFTEA7,ETS-2-128,5963969,13815,1439,65633BKRTER-G2,6569306A,1
CLFTEA7,ETS-2-128,5963972,13773,1439,65633BKRTER-G2,6569306A,1
CLFTEA7,ETS-2-128,5963977,13773,1439,65633BKRTER-G2,6569306A,1
CLFTEA7,ETS-2-128,5967256,13818,1342,65633BKRTER-G2,6569306A,1
CLFTEA7,ETS-2-128,5967253,13730,1342,65633BKRTER-G2,6569306A,1
CLFTEA7,ETS-2-128,5967258,13815,1342,65633BKRTER-G2,6569306A,1
CLFTEA7,ETS-2-128,5967257,13730,1342,65633BKRTER-G2,6569306A,1
CLFTEA7,ETS-2-128,5967259,13808,1342,65633BKRTER-G2,6569306A,1
CLFTEA7,ETS-2-128,5967255,13813,1342,65633BKRTER-G2,6569306A,1
CLFTEA7,ETS-2-128,5967251,13794,1342,65633BKRTER-G2,6569306A,1
CLFTEA70,ETS-2-64,5953397,13813,2006,1312DRCR1-G2KY,6553054A,1
CLFTEA70,ETS-2-64,5953399,13817,2006,1312DRCR1-G2KY,6553054A,1
CLFTEA70,ETS-2-64,5953394,13818,2006,1312DRCR1-G2KY,6553054A,1
CLFTEA70,ETS-2-64,5953401,13815,2006,1312DRCR1-G2KY,6553054A,1
CLFTEA70,ETS-2-64,5953396,13818,2006,1312DRCR1-G2KY,6553054A,1
CLFTEA70,ETS-2-64,5953398,13819,2006,1312DRCR1-G2KY,6553054A,1
CLFTEA71,ETS-1M-64,5827989,6904,5448,A2313IDRGR1-CK,6515889A,1
CLFTEA71,ETS-1M-64,5827987,10568,5448,A2313IDRGR1-CK,6515889A,1
CLFTEA72,ETS-2-64,5970719,13812,1238,5633ARTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5970720,13783,1238,5633ARTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5981573,13805,921,5633ARTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5981565,13806,921,5633ARTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5981572,13623,921,5633ARTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5967249,13789,1343,5633BRTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5967245,13436,1343,5633BRTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5970729,13520,1238,5633BRTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5984337,7633,839,5633BRTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5984328,13754,839,5633BRTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5984335,13694,839,5633BRTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5984325,13713,839,5633BRTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5991801,13806,640,5633BRTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5991802,11468,640,5633BRTER-KDG2,6569306A,1
CLFTEA72,ETS-2-64,5988470,13793,731,65633AKRTER-G2,6569306A,1
CLFTEA72,ETS-2-64,5988472,13810,731,65633AKRTER-G2,6569306A,1
CLFTEA72,ETS-2-64,5988473,7920,731,65633AKRTER-G2,6569306A,1
CLFTEA73,ETS-2-64,5967385,3817,1403,1409027RVER-LN,6545456B,1
CLFTEA73,ETS-2-64,5967384,4521,1403,1409027RVER-LN,6545456B,1
CLFTEA73,ETS-2-64,5967388,7710,1403,1409027RVER-LN,6545456B,1
CLFTEA73,ETS-2-64,5967393,3911,1403,1409027RVER-LN,6545456B,1
CLFTEA73,ETS-2-64,5963735,3868,1510,S51362RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5978669,3857,1510,S51362RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5963746,3814,1510,S51362RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5935877,6477,2293,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5942160,4254,2123,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5945619,5866,2021,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5988288,77,1910,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5966318,3789,1826,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5988289,77,1826,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5982606,3862,1725,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5985932,5784,1244,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5973029,3843,1244,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5973017,7820,1244,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5985933,7715,1244,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5976350,7830,1142,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5976352,7770,1142,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5976356,7792,1142,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5976354,7802,1142,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5990002,7747,1142,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5976357,7799,1142,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5976353,7784,1142,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5976360,3707,1142,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5976355,7843,1142,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5976358,7811,1142,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5976349,7821,1142,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5979860,7557,1037,S51363RVER-LNY,6545456B,1
CLFTEA73,ETS-2-64,5979862,7626,1037,S51363RVER-LNY,6545456B,1
