"tester_index","tester_config","loadboard_type","setup_change","Package","apu_tester","package_type","pin","package_size","Lot_Name","quantity","Lot_Weight","device_name","Setup_Time","Completion_Time","capacity"
"13","ETS-1-64","6571778A","","3.5X3.5","13","STRIP","RGR300ST","3.5X3.5","5822172","7550","1781","7A8300RGRR-G2K","09/18/2015 02:30:41","09/19/2015 19:39:32","83689.4118"
"13","ETS-1-64","6571778A","","3.5X3.5","13","STRIP","RGR300ST","3.5X3.5","5822171","11981","1781","7A8300RGRR-G2K","09/18/2015 02:30:41","09/19/2015 23:06:41","83689.4118"
"14","ETS-2-64","6484140A","","3X3","14","STD","RGT300LLF","3X3","5827074","14200","1451","24075TRGTR-G2Y","09/18/2015 02:30:41","09/18/2015 06:28:32","86327.4965"
"14","ETS-2-64","6484140A","","3X3","14","STD","RGT300LLF","3X3","5827076","8401","1451","24075TRGTR-G2Y","09/18/2015 02:30:41","09/18/2015 08:49:40","86327.4965"
"14","ETS-2-64","6484140A","","3X3","14","STD","RGT300LLF","3X3","5847719","16855","827","24075TRGTR-G2Y","09/18/2015 02:30:41","09/18/2015 13:31:49","86327.4965"
"14","ETS-2-64","6484140A","","3X3","14","STD","RGT300LLF","3X3","5847710","13528","827","24075TRGTR-G2Y","09/18/2015 02:30:41","09/18/2015 17:18:28","86327.4965"
"14","ETS-2-64","6484140A","","3X3","14","STD","RGT300LLF","3X3","5847720","16898","827","24075TRGTR-G2Y","09/18/2015 02:30:41","09/18/2015 22:01:20","86327.4965"
"14","ETS-2-64","6484140A","","3X3","14","STD","RGT300LLF","3X3","5847721","9753","827","24075TRGTR-G2Y","09/18/2015 02:30:41","09/19/2015 00:45:00","86327.4965"
"14","ETS-2-64","6484140A","","3X3","14","STD","RGT300LLF","3X3","5852204","16912","699","24075TRGTR-G2Y","09/18/2015 02:30:41","09/19/2015 05:28:06","86327.4965"
"14","ETS-2-64","6484140A","","3X3","14","STD","RGT300LLF","3X3","5849713","14440","774","Q24072TRGTR-G2","09/18/2015 02:30:41","09/19/2015 08:56:46","81721.5721"
"14","ETS-2-64","6484140A","","3X3","14","STD","RGT300LLF","3X3","5849714","8417","774","Q24072TRGTR-G2","09/18/2015 02:30:41","09/19/2015 10:58:49","81721.5721"
"14","ETS-2-64","6484140A","","3X3","14","STD","RGT300LLF","3X3","5849188","8447","12.98","Q24075RGTR-G2Y","09/18/2015 02:30:41","09/19/2015 17:45:16","88903.753"
"14","ETS-2-64","6484140A","","3X3","14","STD","RGT300LLF","3X3","5849187","14370","787","Q24075RGTR-G2Y","09/18/2015 02:30:41","09/19/2015 21:39:02","88903.753"
"14","ETS-2-64","6493742A","setup change","4X4","14","STD","RGE","4X4","5839430","7138","1079","PS53124RGER-JK","09/19/2015 21:39:02","09/20/2015 02:06:39","39684.7851"
"15","ETS-S-64","6518233A","","5X5","15","STD","RSB","5X5","5820851","7230","20.53","PS65023RSBR1-R","09/18/2015 02:30:41","09/18/2015 08:18:43","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15","STD","RSB","5X5","5817493","3864","1745","PS65023RSBR1-R","09/18/2015 02:30:41","09/18/2015 10:06:51","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15","STD","RSB","5X5","5817492","6153","1745","PS65023RSBR1-R","09/18/2015 02:30:41","09/18/2015 12:58:26","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15","STD","RSB","5X5","5817496","3912","1745","PS65023RSBR1-R","09/18/2015 02:30:41","09/18/2015 14:47:54","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15","STD","RSB","5X5","5820852","3512","1645","PS65023RSBR1-R","09/18/2015 02:30:41","09/18/2015 16:26:16","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15","STD","RSB","5X5","5820844","3937","1645","PS65023RSBR1-R","09/18/2015 02:30:41","09/18/2015 18:16:26","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15","STD","RSB","5X5","5820842","7904","1645","PS65023RSBR1-R","09/18/2015 02:30:41","09/18/2015 21:56:34","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15","STD","RSB","5X5","5820843","5470","1645","PS65023RSBR1-R","09/18/2015 02:30:41","09/19/2015 00:29:14","51947.9251"
"17","ETS-0-64","6513992B","","3X3","17","STD","RGTLLF","3X3","5835712","9278","16.26","S62130ARGTRS-L","09/18/2015 02:30:41","09/18/2015 09:57:01",""
"17","ETS-0-64","6513992B","","3X3","17","STD","RGTLLF","3X3","5835711","16906","1172","S62130ARGTRS-L","09/18/2015 02:30:41","09/18/2015 15:33:14",""
"17","ETS-0-64","6513992B","","3X3","17","STD","RGTLLF","3X3","5838146","14988","1088","S62130ARGTRS-L","09/18/2015 02:30:41","09/18/2015 20:31:24",""
"17","ETS-0-64","6513992B","","3X3","17","STD","RGTLLF","3X3","5838148","16353","1088","S62130ARGTRS-L","09/18/2015 02:30:41","09/19/2015 01:56:39",""
"17","ETS-0-64","6513992B","","3X3","17","STD","RGTLLF","3X3","5838145","16926","1088","S62130ARGTRS-L","09/18/2015 02:30:41","09/19/2015 07:33:16",""
"17","ETS-0-64","6513992B","","3X3","17","STD","RGTLLF","3X3","5838147","16895","1088","S62130ARGTRS-L","09/18/2015 02:30:41","09/19/2015 13:09:15",""
"17","ETS-0-64","6513992B","","3X3","17","STD","RGTLLF","3X3","5838144","16891","1088","S62130ARGTRS-L","09/18/2015 02:30:41","09/19/2015 18:45:10",""
"17","ETS-0-64","6513992B","","3X3","17","STD","RGTLLF","3X3","5838143","16919","1088","S62130ARGTRS-L","09/18/2015 02:30:41","09/20/2015 00:21:38",""
"18","ETS-2-64","6514765A","setup change","2X2","18","STD","DRVST300","2X2","5834755","24731","1392","S60151DRVR-G2K","09/19/2015 21:25:41","09/19/2015 23:17:16","337221.818"
"18","ETS-2-64","6523177B","","6X5","18","CLIP","DQPCLIP","6X5","5848553","6836","875","SD97370Q5M2-LN","09/18/2015 14:48:06","09/18/2015 21:03:45","52894.7377"
"18","ETS-2-64","6523177B","","6X5","18","CLIP","DQPCLIP","6X5","5852715","6815","752","SD97370Q5M2-LN","09/18/2015 14:48:06","09/19/2015 00:10:17","52894.7377"
"18","ETS-2-64","6523177B","","6X5","18","CLIP","DQPCLIP","6X5","5861529","6841","752","SD97370Q5M2-LN","09/18/2015 14:48:06","09/19/2015 03:17:30","52894.7377"
"18","ETS-2-64","6523177B","","6X5","18","CLIP","DQPCLIP","6X5","5854388","6766","691","SD97370Q5M2-LN","09/18/2015 14:48:06","09/19/2015 06:22:42","52894.7377"
"18","ETS-2-64","6523177B","","6X5","18","CLIP","DQPCLIP","6X5","5854385","6789","691","SD97370Q5M2-LN","09/18/2015 14:48:06","09/19/2015 09:28:31","52894.7377"
"18","ETS-2-64","6523177B","","6X5","18","CLIP","DQPCLIP","6X5","5852712","3481","11.67","SD97370Q5M2-LN","09/18/2015 14:48:06","09/19/2015 12:16:36","52894.7377"
"18","ETS-2-64","6523177B","","6X5","18","CLIP","DQPCLIP","6X5","5852711","3669","11.67","SD97370Q5M2-LN","09/18/2015 14:48:06","09/19/2015 15:13:42","52894.7377"
"18","ETS-2-64","6523177B","","6X5","18","CLIP","DQPCLIP","6X5","5854395","3821","12","SD97370Q5M2-LN","09/18/2015 14:48:06","09/19/2015 18:18:06","52894.7377"
"18","ETS-2-64","6523177B","","6X5","18","CLIP","DQPCLIP","6X5","5852717","3887","11.67","SD97370Q5M2-LN","09/18/2015 14:48:06","09/19/2015 21:25:41","52894.7377"
"18","ETS-2-64","6523177B","setup change","6X5","18","CLIP","DQPCLIP","6X5","5848544","6707","875","SD97370Q5M2-LN","09/18/2015 14:48:06","09/18/2015 17:56:40","52894.7377"
"18","ETS-2-64","6544140B","","4.5X3.5","18","STD","DPC","4.5X3.5","5865226","16","53.65","95377Q4M1-LQN#","09/18/2015 02:30:41","09/18/2015 02:32:26",""
"18","ETS-2-64","6544140B","","4.5X3.5","18","STD","DPC","4.5X3.5","5727743","3803","4965","95377Q4M1-LQN#","09/18/2015 02:30:41","09/18/2015 05:35:59",""
"18","ETS-2-64","6544140B","","4.5X3.5","18","STD","DPC","4.5X3.5","5865225","43","53.65","95377Q4M2-LQN#","09/18/2015 02:30:41","09/18/2015 05:39:02",""
"18","ETS-2-64","6544140B","","4.5X3.5","18","STD","DPC","4.5X3.5","5727751","3834","4965","95377Q4M2-LQN#","09/18/2015 02:30:41","09/18/2015 08:44:04",""
"18","ETS-2-64","6544140B","","4.5X3.5","18","STD","DPC","4.5X3.5","5865227","48","53.9","D59998Q4M-LQN&","09/18/2015 02:30:41","09/18/2015 08:47:22",""
"18","ETS-2-64","6544140B","","4.5X3.5","18","STD","DPC","4.5X3.5","5727056","3609","4990","D59998Q4M-LQN&","09/18/2015 02:30:41","09/18/2015 11:41:36",""
"18","ETS-2-64","6544140B","","4.5X3.5","18","STD","DPC","4.5X3.5","5866396","33","53.9","D95377Q4M-LQN#","09/18/2015 02:30:41","09/18/2015 11:44:10",""
"18","ETS-2-64","6544140B","","4.5X3.5","18","STD","DPC","4.5X3.5","5727053","3811","4990","D95377Q4M-LQN#","09/18/2015 02:30:41","09/18/2015 14:48:06",""
"18","ETS-2-64","6570729C","setup change","8X8","18","STD","RTQVTT","8X8","5831939","1952","21.89","TPS2388RTQR-C","09/19/2015 23:17:16","09/20/2015 00:56:56","2726.33216"
"19","ETS-S-64","6487925B","","3.5X3.5","19","STD","RHL","3.5X3.5","5844409","15105","924","N1109048RHLR-L","09/18/2015 02:30:41","09/18/2015 14:13:00","70186.3141"
"19","ETS-S-64","6487925B","","3.5X3.5","19","STD","RHL","3.5X3.5","5844407","15041","924","N1109048RHLR-L","09/18/2015 02:30:41","09/18/2015 19:22:38","70186.3141"
"19","ETS-S-64","6487925B","","3.5X3.5","19","STD","RHL","3.5X3.5","5841051","7553","14.29","PS54622ARHLR-L","09/18/2015 02:30:41","09/19/2015 01:26:11","55732.8759"
"19","ETS-S-64","6487925B","","3.5X3.5","19","STD","RHL","3.5X3.5","5841047","15053","1021","PS54622ARHLR-L","09/18/2015 02:30:41","09/19/2015 07:56:09","55732.8759"
"19","ETS-S-64","6487925B","","3.5X3.5","19","STD","RGY300","3.5X3.5","5832034","7483","15.73","S54620RGYR1-G2","09/18/2015 02:30:41","09/19/2015 13:56:19","69929.4565"
"19","ETS-S-64","6487925B","","3.5X3.5","19","STD","RHL","3.5X3.5","5844412","11743","924","TPS54622RHLR-L","09/18/2015 02:30:41","09/19/2015 19:00:45","55732.8759"
"19","ETS-S-64","6487925B","","3.5X3.5","19","STD","RHL","3.5X3.5","5844411","15080","924","TPS54622RHLR-L","09/18/2015 02:30:41","09/20/2015 01:31:25","55732.8759"
"19","ETS-S-64","6487925B","","3.5X3.5","19","STRIP","RHLST","3.5X3.5","5785851","15108","3005","4622RHLR1-LQR#","09/18/2015 02:30:41","09/18/2015 09:02:04","55732.8759"
"20","ETS-S-64","6484527A","","5X5","20","STD","RHB","5X5","5855157","7803","1","S650240RHBR1-R","09/18/2015 10:34:39","09/18/2015 20:05:54",NULL
"20","ETS-S-64","6484527A","","5X5","20","STD","RHB","5X5","5855159","7876","1","S650240RHBR1-R","09/18/2015 10:34:39","09/19/2015 02:24:57",NULL
"20","ETS-S-64","6484527A","","5X5","20","STD","RHB","5X5","5855154","7904","1","S650240RHBR1-R","09/18/2015 10:34:39","09/19/2015 08:45:20",NULL
"20","ETS-S-64","6484527A","setup change","5X5","20","STD","RHB","5X5","5855162","3953","1","S650240RHBR1-R","09/18/2015 10:34:39","09/18/2015 13:50:22",NULL
"20","ETS-S-64","6508600B","","4X4","20","STD","RTJ","4X4","5858321","10062","9.99","TPS61183RTJR-R","09/18/2015 02:30:41","09/18/2015 10:34:39","66753.621"
"22","ETS-0-64","6494708A","","4X4","22","STD","RSA300","4X4","5838750","6452","1095","TPS2420RSAR-G2","09/18/2015 02:30:41","09/18/2015 06:03:54","43776"
"22","ETS-0-64","6494708A","","4X4","22","STD","RSA300","4X4","5838748","10069","1095","TPS2420RSAR-G2","09/18/2015 02:30:41","09/18/2015 11:36:07","43776"
"22","ETS-0-64","6494708A","","4X4","22","STD","RSA300","4X4","5848052","6096","12.98","TPS2590RSAR-G2","09/18/2015 02:30:41","09/18/2015 16:29:43","48764.8121"
"22","ETS-0-64","6494708A","","4X4","22","STD","RSA300","4X4","5845111","5038","13.12","TPS2590RSAR-G2","09/18/2015 02:30:41","09/18/2015 20:32:33","48764.8121"
"22","ETS-0-64","6494708A","","4X4","22","STD","RSA300","4X4","5826639","9997","1479","TPS2590RSAR-G2","09/18/2015 02:30:41","09/19/2015 01:28:44","48764.8121"
"22","ETS-0-64","6494708A","","4X4","22","STD","RSA300","4X4","5844884","10067","909","TPS2590RSAR-G2","09/18/2015 02:30:41","09/19/2015 06:26:59","48764.8121"
"22","ETS-0-64","6494708A","","4X4","22","STD","RSA300","4X4","5844886","7964","909","TPS2590RSAR-G2","09/18/2015 02:30:41","09/19/2015 10:23:08","48764.8121"
"22","ETS-0-64","6494708A","","4X4","22","STD","RSA300","4X4","5844887","5029","909","TPS2590RSAR-G2","09/18/2015 02:30:41","09/19/2015 12:52:37","48764.8121"
"22","ETS-0-64","6494708A","","4X4","22","STD","RSA300","4X4","5845106","10072","904","TPS2590RSAR-G2","09/18/2015 02:30:41","09/19/2015 17:51:01","48764.8121"
"22","ETS-0-64","6494708A","","4X4","22","STD","RSA300","4X4","5845108","10049","904","TPS2590RSAR-G2","09/18/2015 02:30:41","09/19/2015 22:48:44","48764.8121"
"22","ETS-0-64","6519267C","","7X7","22","STD","RGZ","7X7","5824413","2239","21.53","AFE031AIRGZR-C","09/19/2015 22:48:44","09/20/2015 02:29:39","51826.0832"
"22","ETS-0-64","6519267C","setup change","7X7","22","STD","RGZ","7X7","5819807","2218","21.75","FE030AIRGZR-CK","09/19/2015 22:48:44","09/20/2015 00:41:11","49825.8774"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5832736","7737","1360","PS53513RVER-LN","09/18/2015 02:30:41","09/18/2015 05:10:06","70313.3424"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5832734","7828","1360","PS53513RVER-LN","09/18/2015 02:30:41","09/18/2015 07:51:24","70313.3424"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5832741","7870","1360","PS53513RVER-LN","09/18/2015 02:30:41","09/18/2015 10:33:34","70313.3424"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5838917","7831","1163","PS53513RVER-LN","09/18/2015 02:30:41","09/18/2015 13:14:55","70313.3424"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5838908","7863","1163","PS53513RVER-LN","09/18/2015 02:30:41","09/18/2015 15:56:56","70313.3424"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5838913","7862","1163","PS53513RVER-LN","09/18/2015 02:30:41","09/18/2015 18:38:55","70313.3424"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5841742","7731","1070","PS53515RVER-LN","09/18/2015 02:30:41","09/18/2015 21:15:38","67710.187"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5841737","7752","1070","PS53515RVER-LN","09/18/2015 02:30:41","09/18/2015 23:52:46","67710.187"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5841745","7687","1070","PS53515RVER-LN","09/18/2015 02:30:41","09/19/2015 02:28:35","67710.187"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5841740","7817","1070","PS53515RVER-LN","09/18/2015 02:30:41","09/19/2015 05:07:01","67710.187"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5841739","7799","1070","PS53515RVER-LN","09/18/2015 02:30:41","09/19/2015 07:45:06","67710.187"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5841746","6501","1070","PS53515RVER-LN","09/18/2015 02:30:41","09/19/2015 09:57:01","67710.187"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5841738","7847","1070","PS53515RVER-LN","09/18/2015 02:30:41","09/19/2015 12:36:04","67710.187"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5841736","7831","1070","PS53515RVER-LN","09/18/2015 02:30:41","09/19/2015 15:14:47","67710.187"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5841743","7666","1070","PS53515RVER-LN","09/18/2015 02:30:41","09/19/2015 17:50:11","67710.187"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5846478","7626","936","PS53515RVER-LN","09/18/2015 02:30:41","09/19/2015 20:24:47","67710.187"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5820733","7567","1725","S53515ARVER-LN","09/18/2015 02:30:41","09/19/2015 22:54:20","73354.3784"
"23","ETS-2-64","6543758C","","4.5X3.5","23","CLIP","RVECLIP","4.5X3.5","5820731","7726","1725","S53515ARVER-LN","09/18/2015 02:30:41","09/20/2015 01:27:01","73354.3784"
"24","ETS-2-64","6487839B","","5X5","24","STD","RTV","5X5","5845765","7883","977","51980ARTVR-G2K","09/18/2015 02:30:41","09/18/2015 08:30:32","31636.1325"
"24","ETS-2-64","6487839B","","5X5","24","STD","RTV","5X5","5849318","7913","873","51980ARTVR-G2K","09/18/2015 02:30:41","09/18/2015 14:31:45","31636.1325"
"24","ETS-2-64","6487839B","","5X5","24","STD","RTV","5X5","5849320","7909","873","51980ARTVR-G2K","09/18/2015 02:30:41","09/18/2015 20:32:48","31636.1325"
"24","ETS-2-64","6487839B","","5X5","24","STD","RTV","5X5","5849315","7901","873","51980ARTVR-G2K","09/18/2015 02:30:41","09/19/2015 02:33:29","31636.1325"
"24","ETS-2-64","6487839B","","5X5","24","STD","RTV","5X5","5849316","7910","873","51980ARTVR-G2K","09/18/2015 02:30:41","09/19/2015 08:34:34","31636.1325"
"24","ETS-2-64","6487839B","","5X5","24","STD","RTV","5X5","5849324","3946","873","51980ARTVR-G2K","09/18/2015 02:30:41","09/19/2015 11:35:12","31636.1325"
"24","ETS-2-64","6487839B","","5X5","24","STD","RTV","5X5","5851345","7899","814","51980ARTVR-G2K","09/18/2015 02:30:41","09/19/2015 23:35:38","31636.1325"
"24","ETS-2-64","6487839B","","5X5","24","STD","RTV","5X5","5843412","7889","955","S51220ARTVR-LK","09/18/2015 02:30:41","09/19/2015 17:35:03","31647.8951"
"24","ETS-2-64","6542777B","setup change","6X6","24","STD","RHA300","6X6","5843698","2591","14.75","PS40428RHAR-G2","09/19/2015 23:35:38","09/20/2015 01:45:59","23958.4865"
"25","ETS-2-64","6553444B","","3X3","25","STD","DRC","3X3","5843404","13667","960","PS54227DRCR-LY","09/18/2015 02:30:41","09/18/2015 05:40:00","104493.727"
"25","ETS-2-64","6553444B","","3X3","25","STD","DRC","3X3","5843407","6896","960","PS54227DRCR-LY","09/18/2015 02:30:41","09/18/2015 07:16:02","104493.727"
"25","ETS-2-64","6553444B","","3X3","25","STD","DRC","3X3","5843406","9892","960","PS54227DRCR-LY","09/18/2015 02:30:41","09/18/2015 09:33:21","104493.727"
"25","ETS-2-64","6553444B","","3X3","25","STD","DRC","3X3","5843410","12131","13.68","PS54228DRCR-LY","09/18/2015 02:30:41","09/18/2015 19:16:38","105559.989"
"25","ETS-2-64","6553444B","","3X3","25","STD","DRC","3X3","5843408","13812","960","PS54228DRCR-LY","09/18/2015 02:30:41","09/18/2015 22:26:03","105559.989"
"25","ETS-2-64","6553444B","","3X3","25","STD","DRC","3X3","5843409","13764","960","PS54228DRCR-LY","09/18/2015 02:30:41","09/19/2015 01:34:50","105559.989"
"25","ETS-2-64","6553444B","","3X3","25","STD","DRC","3X3","5843411","6897","960","PS54228DRCR-LY","09/18/2015 02:30:41","09/19/2015 03:09:55","105559.989"
"25","ETS-2-64","6553444B","","3X3","25","STD","DRC","3X3","5828496","13665","1415","S54328DRCR-G2Y","09/18/2015 02:30:41","09/19/2015 14:06:50","83521.2334"
"25","ETS-2-64","6553444B","","3X3","25","STD","DRC","3X3","5849139","13475","785","S54428DRCR-G2Y","09/18/2015 02:30:41","09/20/2015 00:54:38","84242.7991"
"26","ETS-2-64","6487925B","","3.5X3.5","26","STD","RHL","3.5X3.5","5845052","15017","907","PS54821RHLR2-R","09/18/2015 02:30:41","09/18/2015 08:22:57","61549.9821"
"26","ETS-2-64","6487925B","","3.5X3.5","26","STD","RHL","3.5X3.5","5845051","14988","907","PS54821RHLR2-R","09/18/2015 02:30:41","09/18/2015 14:14:32","61549.9821"
"26","ETS-2-64","6487925B","","3.5X3.5","26","STD","RHL","3.5X3.5","5848414","14929","803","PS54821RHLR2-R","09/18/2015 02:30:41","09/18/2015 20:04:45","61549.9821"
"26","ETS-2-64","6487925B","","3.5X3.5","26","STD","RHL","3.5X3.5","5849676","11199","772","PS54821RHLR2-R","09/18/2015 02:30:41","09/19/2015 00:27:43","61549.9821"
"26","ETS-2-64","6487925B","","3.5X3.5","26","STD","RHL","3.5X3.5","5850141","15027","762","PS54821RHLR2-R","09/18/2015 02:30:41","09/19/2015 06:20:13","61549.9821"
