"pkgtype","tester_req","EDGE_LB","pkg_size","Device_Name","Package","expected_output_2_days","expected_avg_output_per_day","cap_per_day","wip_post_WB","wip_ft1","wip_ft2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","Total_queue_1_tester"
"STRIP","ETS-2-64","6545098B","3X2","PS62175DQCR-RK","DQCST","34399","17199.5","600628.97","166582","25295","0","0.28","0.04","0","0.3194601152854815"
"STRIP","ETS-2-64","6552808A","3X2","PS62742DSSR-LK","DSSST","34485","17242.5","178952.44","74162","34485","0","0.41","0.19","0","0.6071277932840703"
"STRIP","ETS-2-64","6552808A","3X2","PS62745DSSR-LK","DSSST","17218","8609","96506.18","0","17218","0","0","0.18","0","0.17841344461049025"
"STRIP","ETS-2-64","6552808A","3X2","S62740DSSR1-LK","DSSST","512604","256302","167572.64","128975","505714","0","0.77","3.02","0","3.7875455086224097"
"STRIP","ETS-2-64","6556617A","3X2.5","CSD87381P1-NS2","MPCMCMST","152596","76298","188033.72","265009","118806","0","1.41","0.63","0","2.041203035285373"
"STRIP","ETS-2-64","6556617A","3X2.5","SD87381P6-UNR&","MPCMCMST","26850","13425","188033.72","0","26850","0","0","0.14","0","0.14279353724427724"
"STD","ETM-2-64","6460534B","3X3","A2006D1DRBR-RK","DRB","51577","25788.5","79116.46","0","51577","0","0","0.65","0","0.6519123833396995"
"STD","ETM-2-64","6468723B","3X3","S61020DRCR1-RY","DRCLLF","11001","5500.5","115912.08","25466","11001","0","0.22","0.09","0","0.31460914168738924"
"STD","ETM-2-64","6473092B","3X3","PS40041DRBR-B","DRB","7097","3548.5","62568.18","10480","7097","0","0.17","0.11","0","0.28092554394262387"
"STD","ETS-2-64","6484140A","3X3","24075TRGTR-G2Y","RGT300LLF","96547","48273.5","86327.5","37480","96547","0","0.43","1.12","0","1.5525411948683792"
"STD","ETS-2-64","6484140A","3X3","Q24072TRGTR-G2","RGT300LLF","22857","11428.5","81721.57","16932","22857","0","0.21","0.28","0","0.48688491912233206"
"STD","ETS-2-64","6484140A","3X3","Q24075RGTR-G2Y","RGT300LLF","22817","11408.5","88903.75","25377","14370","0","0.29","0.16","0","0.4470790039790223"
"STD","ETS-0-64","6489159B","3X3","TPS73701DRBR-B","DRB","35318","17659","68579.81","13806","21512","0","0.2","0.31","0","0.5149912197190398"
"STD","ETS-2-64","6493388A","3X3","S61087DRCR-G2Y","DRC300LLF","194202","97101","121991.89","0","194202","0","0","1.59","0","1.5919254960309246"
"STD","ETS-2-64","6505620C","3X3","PS2560ADRCR-G2","DRC","6792","3396","123159.27","0","6792","0","0","0.06","0","0.055148102128244184"
"STD","ETS-2-64","6505620C","3X3","PS2561DRCR1-G2","DRC","48229","24114.5","0","52680","75835","0","0","0","0","0"
"STRIP","ETS-2-64","6505620C","3X3","PS2561DRCR1-LY","DRCST","6950","3475","0","0","6950","0","0","0","0","0"
"STD","ETS-1M-64","6505771B","3X3","TPS2556DRBR-G2","DRB300","11460","5730","137222.44","0","38976","0","0","0.28","0","0.2840351767538895"
"STD","ETS-1M-64","6505771B","3X3","TPS2557DRBR3-R","DRB","55177","27588.5","0","224248","200512","0","0","0","0","0"
"STD","ETS-2-64","6505771B","3X3","TPS2556DRBR-G2","DRB300","13777","6888.5","137222.44","0","38976","0","0","0.28","0","0.2840351767538895"
"STD","ETS-2M-64","6505771B","3X3","TPS2557DRBR3-R","DRB","55747","27873.5","0","224248","200512","0","0","0","0","0"
"STD","ETS-2Q-64","6505771B","3X3","TPS2556DRBR-G2","DRB300","13739","6869.5","137222.44","0","38976","0","0","0.28","0","0.2840351767538895"
"STD","ETS-2Q-64","6505771B","3X3","TPS2557DRBR3-R","DRB","55064","27532","0","224248","200512","0","0","0","0","0"
"STD","ETS-2-64","6510147A","3X3","29442DRBR-BKY$","DRBLLF","8976","4488","70232.71","68773","53784","0","0.98","0.77","0","1.745013114259723"
"STD","ETS-2-64","6510609E","3X3","S53311RGTR1-G2","RGT300","16831","8415.5","94171.79","0","16831","0","0","0.18","0","0.1787265591956997"
"STD","ETS-2-64","6511094C","3X3","CC24610DRBR-CK","DRB","108782","54391","93149.41","13822","108782","0","0.15","1.17","0","1.3162080146294002"
"STD","ETS-2-64","6511094C","3X3","CC24610DRBR-GK","DRB","35720","17860","93149.41","42348","20988","0","0.45","0.23","0","0.679939894412643"
"STD","ETS-2-64","6513992A","3X3","62130ARGTR-LR&","RGTLLF","3388","1694",NULL,"3388","0","0","0","0","0","0"
"STD","ETS-2-64","6513992A","3X3","62152QRGTRQ1-L","RGT","4601","2300.5","0","4601","0","0","0","0","0","0"
"STD","ETS-2-64","6513992A","3X3","V62150ARGTR-LY","RGTLLF","18456","9228","102084.92","22476","18456","0","0.22","0.18","0","0.4009602985436047"
"STD","ETS-0-64","6513992B","3X3","S62130ARGTRS-L","RGTLLF","125156","62578","0","76896","115878","0","0","0","0","0"
"STD","ETS-S-64","6515889A","3X3","A2313IDRGR1-CK","DRG","17472","8736","103199.08","0","17472","0","0","0.17","0","0.16930383487914816"
"STD","ETS-1-64","6516230D","3X3","S51200DRCR-G2Y","DRC300LLF","119252","59626","99263.5","324998","354181","0","3.27","3.57","0","6.842182675404353"
"STD","ETS-2-64","6516230D","3X3","S51200DRCR-G2Y","DRC300LLF","101326","50663","99263.5","324998","354181","0","3.27","3.57","0","6.842182675404353"
"STD","ETS-4M-128","6517950B","3X3","AC8163SDSCR-UC","DSC","7029","3514.5","25816.62","0","7029","0","0","0.27","0","0.27226647020407785"
"STD","ETS-2-64","6518552B","3X3","53219RGTR1-G2K","RGT300","27559","13779.5","85421.31","21670","27559","0","0.25","0.32","0","0.5763081835200139"
"STD","ETS-2-64","6522212C","3X3","N1006030RTER-C","RTE","41417","20708.5","99702.07","13813","27604","0","0.14","0.28","0","0.4154076239339865"
"STD","ETS-2-64","6522212C","3X3","PS54218RTER3-C","RTE","256782","128391","101077.27","96713","270590","0","0.96","2.68","0","3.633883265743129"
"STD","ETS-2-64","6522212C","3X3","PS54218RTER4-C","RTE","13579","6789.5","101077.28","0","13579","0","0","0.13","0","0.13434275239697785"
"STRIP","ETS-2-64","6522803A","3X3","4519RTER1-RQR&","RTEST","20128","10064","55027.28","0","20128","0","0","0.37","0","0.3657822083882758"
"STD","ETS-2-64","6522803A","3X3","TPS54519RTER-R","RTE","34479","17239.5","55027.28","27581","6898","0","0.5","0.13","0","0.6265801253487361"
"STD","ETS-2-64","6522803A","3X3","TPS54719RTER-R","RTE","5658","2829","54246.2","5658","0","0","0.1","0","0","0.10430223683870944"
"STD","ETS-2-64","6524040A","3X3","546QRTERQ11-G2","RTE300","173834","86917","0","273431","373197","0","0","0","0","0"
"STD","ETS-0-64","6525239A","3X3","55340QRTERQ1-L","RTE","29104","14552","0","29104","0","0","0","0","0","0"
"STD","ETS-0-64","6525239A","3X3","TPS55330RTET-L","RTE","19786","9893","53955.01","0","19786","0","0","0.37","0","0.36671293360894563"
"STRIP","ETS-2-128","6530035A","3X3","1211DSCR1-G2YK","DSC300ST","69067","34533.5","208380.42","244414","124351","0","1.17","0.6","0","1.769672025807415"
"STD","ETS-2-64","6541669B","3X3","TPS43060RTER-C","RTE","20107","10053.5","50890.77","0","20107","0","0","0.4","0","0.3951011155853999"
"STD","ETS-2-64","6541669B","3X3","TPS43060RTET-C","RTE","32050","16025","50890.77","0","32050","0","0","0.63","0","0.6297802135829347"
"STRIP","ETS-2-64","6542741A","3X3","53819ARGTR1-LK","RGTST","13767","6883.5","107404.51","55228","13767","0","0.51","0.13","0","0.6423845702568729"
"STD","ETS-0-64","6542852A","3X3","UCC27526DSDR-R","DSD","24882","12441","94171.79","0","24882","0","0","0.26","0","0.2642192529206464"
"STD","ETS-2-128","6544455A","3X3","PS61176RTER-G2","RTE300","67364","33682","93324.66","0","67364","0","0","0.72","0","0.7218242209508183"
"STD","ETS-2-64","6547181A","3X3","2592AADRCR-G2K","DRC","12509","6254.5","56572.06","34517","12509","0","0.61","0.22","0","0.8312583985805008"
"STD","ETS-2-64","6547181A","3X3","2592BADRCR-G2K","DRC","49961","24980.5","56074.82","64462","63746","0","1.15","1.14","0","2.286373812702386"
"STD","ETS-2-64","6547181A","3X3","2592ZADRCR-G2K","DRC","38966","19483","51641.5","27629","52771","0","0.54","1.02","0","1.5568873870820947"
"STD","ETS-2-64","6553054A","3X3","1312DRCR1-G2KY","DRCST300","32452","16226","0","6911","25541","0","0","0","0","0"
"STD","ETS-2-64","6553444B","3X3","PS54227DRCR-LY","DRC","30455","15227.5","104493.73","0","30455","0","0","0.29","0","0.2914528938721969"
"STD","ETS-2-64","6553444B","3X3","PS54228DRCR-LY","DRC","46604","23302","105559.99","12131","34473","0","0.11","0.33","0","0.44149303159274644"
"STD","ETS-2-64","6553444B","3X3","S54328DRCR-G2Y","DRC","13665","6832.5","83521.23","0","13665","0","0","0.16","0","0.16361109624463147"
"STD","ETS-2-64","6553444B","3X3","S54428DRCR-G2Y","DRC","13475","6737.5","84242.8","39761","13475","0","0.47","0.16","0","0.6319353107921389"
"STD","ETS-2-64","6554905A","3X3","PS2560DRCR1-G2","DRCST300","13783","6891.5","0","106765","0","0","0","0","0","0"
"STRIP","ETS-2-64","6554905A","3X3","PS74801DRCR1-B","DRCST","100584","50292","217915.27","31616","82791","0","0.15","0.38","0","0.5250068065445804"
"STRIP","ETS-2-64","6554905A","3X3","PS74801DRCT1-B","DRCST","14036","7018","217915.27","41656","0","0","0.19","0","0","0.19115686569371665"
"STRIP","ETS-2-64","6554905A","3X3","TPS74701DRCR-B","DRCST","13824","6912","202025.62","92828","13824","0","0.46","0.07","0","0.5279132418947656"
"STD","ETM-2-64","6555613B","3X3","A8001DRBR1-G2K","DRBST300","58112","29056","203416.22","361552","27621","0","1.78","0.14","0","1.9131856840128088"
"STD","ETS-2-128","6569306A","3X3","5633BRTER-KDG2","RTE300","13802","6901","78064.94","25542","79958","0","0.33","1.02","0","1.3514389430133424"
"STD","ETS-2-128","6569306A","3X3","65633AKRTER-G2","RTE300","6899","3449.5","82589.16","44303","190887","0","0.54","2.31","0","2.847710280622784"
"STD","ETS-2-128","6569306A","3X3","65633BKRTER-G2","RTE300","262052","131026","78715.65","305645","409547","0","3.88","5.2","0","9.085766299331835"
"STD","ETS-2-64","6569306A","3X3","5633ARTER-KDG2","RTE300","13585","6792.5","83610.75","62465","13585","0","0.75","0.16","0","0.9095720346964954"
"STD","ETS-2-64","6569306A","3X3","5633BRTER-KDG2","RTE300","66156","33078","78064.94","25542","79958","0","0.33","1.02","0","1.3514389430133424"
"STD","ETS-2-64","6569306A","3X3","65633AKRTER-G2","RTE300","190887","95443.5","82589.16","44303","190887","0","0.54","2.31","0","2.847710280622784"
"STD","ETS-2-64","6569306A","3X3","65633BKRTER-G2","RTE300","147495","73747.5","78715.65","305645","409547","0","3.88","5.2","0","9.085766299331835"
"STD","ETS-2-64","6569306A","3X3","PS65633RTER-G2","RTE300","31234","15617","82766.2","13814","31234","0","0.17","0.38","0","0.5442801530093202"
"STD","ETS-2-64","6570845A","3X3","S54335ADRCR-G2","DRC","127232","63616","88918.36","25327","115728","0","0.28","1.3","0","1.586342798045308"
"STD","ETS-2-64","6575577B","3X3","PS62134DRGTR-L","RGT","83872","41936","85687.1","82564","70123","0","0.96","0.82","0","1.7819134968974326"
"STD","ETS-2-64","6575577B","3X3","S62134ARGTR1-L","RGT","37650","18825","88556.04","27600","37650","0","0.31","0.43","0","0.7368215651919395"
"STD","ETS-2-64","6575577B","3X3","S62134CRGTR1-L","RGT","13710","6855","98755.88","0","13710","0","0","0.14","0","0.13882717667039168"
"STD","ETS-2-64","6588064A","3X3","1622IDRCT-URR&","DRC","5034","2517","0","0","5034","0","0","0","0","0"
"STD","ETS-0-64","No_Tooling","3X3","A2314AIDRBR-CK","DRB","50059","25029.5","131551.73","0","174180","0","0","1.32","0","1.3240418807111087"
"STD","ETS-2-64","6548880A","3X4","771803DPJR-G2K","DPJST300","78131","39065.5","134254.33","268171","48377","0","2","0.36","0","2.3578233938525486"
"STD","ETS-2-64","6548880A","3X4","771808DPJR-G2K","DPJST300","13646","6823","134458.36","188524","0","0","1.4","0","0","1.4020995050066059"
"STD","ETS-2-64","6520958B","4.0X3.5","PS53317RGBR-G2","RGB300","14375","7187.5","41130.2","28752","14375","0","0.7","0.35","0","1.0485482686687642"
"STD","ETS-2-64","6515575A","4.5X3.5","BQ24130RHLR-G2","RHL","11785","5892.5","48086.81","2558","9227","0","0.05","0.19","0","0.2450776002816573"
"CLIP","ETS-2-64","6543758C","4.5X3.5","PS53513RVER-LN","RVECLIP","173020","86510","70313.34","57719","173020","0","0.82","2.46","0","3.2815821293654945"
"CLIP","ETS-2-64","6543758C","4.5X3.5","PS53515RVER-LN","RVECLIP","76257","38128.5","67710.19","84897","76257","0","1.25","1.13","0","2.380055350605278"
"CLIP","ETS-2-64","6543758C","4.5X3.5","S53515ARVER-LN","RVECLIP","23085","11542.5","73354.38","0","23085","0","0","0.31","0","0.3147051341719472"
"STD","ETS-2-64","6544140B","4.5X3.5","95377Q4M1-LQN#","DPC","3819","1909.5","0","16","3803","0","0","0","0","0"
"STD","ETS-2-64","6544140B","4.5X3.5","95377Q4M2-LQN#","DPC","3877","1938.5","0","43","3834","0","0","0","0","0"
"STD","ETS-2-64","6544140B","4.5X3.5","D59998Q4M-LQN&","DPC","3657","1828.5","0","48","3609","0","0","0","0","0"
"STD","ETS-2-64","6544140B","4.5X3.5","D95377Q4M-LQN#","DPC","3844","1922","0","33","3811","0","0","0","0","0"
"CLIP","ETS-2-64","6545456B","4.5X3.5","1362RVER1-LQR#","RVECLIP","14850","7425","83732.62","0","14850","0","0","0.18","0","0.17735023698052205"
"CLIP","ETS-2-64","6545456B","4.5X3.5","51362RVER-LQR#","RVECLIP","6477","3238.5","83732.62","6477","0","0","0.08","0","0","0.07735336598807012"
"CLIP","ETS-2-64","6545456B","4.5X3.5","S51367RVER-LNY","RVECLIP","69904","34952","86948.19","127684","35240","0","1.47","0.41","0","1.8738055386776884"
"STD","ETS-4M-128","6578688B","4.5X3.5","D97374Q4M-LNKE","DPC","123745","61872.5","67001.71","203713","137483","0","3.04","2.05","0","5.092347643067617"
"STRIP","ETM-2-64","6580945B","4.5X3.5","PS61088RHLR-G2","RHL300ST","7918","3959","183063.27","0","7918","0","0","0.04","0","0.043252805437158426"
"STRIP","ETM-4-64","6590151A","4X3","25810RVCR-G2R#","RVC300ST","3399","1699.5","0","0","3399","0","0","0","0","0"
"STRIP","ETM-4-64","6590151A","4X3","25810RVCR1-G2P","RVC300ST","46400","23200",NULL,"230798","199639","0","0","0","0","0"
"STRIP","ETM-4-64","6590151A","4X3","S25810RVCR-G2P","RVC300ST","7660","3830","0","0","7660","0","0","0","0","0"
"STD","ETM-5-128","6461377C","4X4","A2012D2RTJR-RK","RTJ","114525","57262.5","84242.8","24706","89819","0","0.29","1.07","0","1.3594633606670243"
"STD","ETS-0-64","6491333A","4X4","TPS2231RGPR-B","RGP","12679","6339.5","137132.55","0","12679","0","0","0.09","0","0.09245799046251238"
"STD","ETS-2-64","6493742A","4X4","PS53124RGER-JK","RGE","7138","3569","39684.79","0","7138","0","0","0.18","0","0.1798674000794763"
"STD","ETS-0-64","6494708A","4X4","TPS2420RSAR-G2","RSA300","16521","8260.5","43776","0","16521","0","0","0.38","0","0.3773985745614035"
"STD","ETS-0-64","6494708A","4X4","TPS2590RSAR-G2","RSA300","64312","32156","48764.81","59297","53178","0","1.22","1.09","0","2.3064787907509534"
"STD","ETS-2-64","6498316A","4X4","S51220ARSNR-LK","RSNTHIN","25459","12729.5","30679.08","64783","35514","0","2.11","1.16","0","3.2692310199653964"
"STD","ETS-S-64","6504342B","4X4","Q24610RGER-G2K","RGE300","43349","21674.5","52963.56","0","43349","0","0","0.82","0","0.8184683960066129"
"STD","ETS-S-64","6504342B","4X4","Q24617RGER-G2K","RGE300","45284","22642","50510.77","23238","40252","0","0.46","0.8","0","1.2569596543469839"
"STD","ETS-S-64","6508600B","4X4","TPS61183RTJR-R","RTJ","10062","5031","66753.62","10062","0","0","0.15","0","0","0.1507333984284298"
"STD","ETS-2-64","6517878B","4X4","PS53313RGER-G2","RGE300","24672","12336","59152.08","5023","19649","0","0.08","0.33","0","0.41709437774631086"
"STD","ETM-4-64","6518742B","4X4","Q24166RGER-G2Y","RGE300LLF","16531","8265.5","73501.53","0","16531","0","0","0.22","0","0.2249068828907371"
"STD","ETM-4-64","6518742B","4X4","Q24166RGET-G2Y","RGE300LLF","8176","4088","73501.53","0","8176","0","0","0.11","0","0.11123577971778274"
"STD","ETM-4-64","6518742B","4X4","Q24272RGER-G2Y","RGE300LLF","10006","5003","72586.61","0","10006","0","0","0.14","0","0.13784911569778502"
"STD","ETS-2-64","6525585A","4X4","BQ24195RGER-RY","RGELLF","110620","55310","60916.13","415861","110620","0","6.83","1.82","0","8.642719095911051"
"STD","ETS-2-64","6525585A","4X4","BQ24196RGER-RY","RGELLF","124945","62472.5","60916.13","287197","124945","0","4.71","2.05","0","6.765728551698869"
"STD","ETS-2-64","6525585A","4X4","Q24192HRGER-RY","RGELLF","9968","4984","60916.13","127153","9968","0","2.09","0.16","0","2.2509801591138507"
"STD","ETS-2-64","6525585A","4X4","Q24195LRGER-RY","RGELLF","5685","2842.5","59827.85","0","5685","0","0","0.1","0","0.09502263577915636"
"STD","ETS-2-64","6525585A","4X4","Q24292IRGER-G2","RGE300","8944","4472","66274.42","0","8944","0","0","0.13","0","0.1349540290205482"
"STD","ETS-2-64","6525585A","4X4","Q24296MRGER-G2","RGE300","97710","48855","65579.49","176994","97710","0","2.7","1.49","0","4.188870636230931"
"STD","ETS-S-64","6526489A","4X4","CC27201ADPRR-J","DPR","9409","4704.5","54680.03","0","9409","0","0","0.17","0","0.17207379001072237"
"STD","ETM-2-64","6526878A","4X4","RV2667RGPR2-8P","RGPSTK","22299","11149.5","82989.03","12354","9945","0","0.15","0.12","0","0.26869816408265046"
"STD","ETS-2-64","6541533C","4X4","51631RSMR-G2YK","RSM300","17049","8524.5","66896.3","19376","17049","0","0.29","0.25","0","0.5444994715701765"
"STD","ETS-2-64","6541533C","4X4","S51624RSMR-G2K","RSM300","214176","107088","48793.8","114336","209173","0","2.34","4.29","0","6.630125138849608"
"STD","ETS-2-64","6541533C","4X4","S53623RSMR-G2K","RSM300","5016","2508","56903.81","0","5016","0","0","0.09","0","0.08814875489005042"
"STD","ETS-2-64","6541602C","4X4","THS6187IRTJR-B","RTJ","10072","5036","79938.78","55877","10072","0","0.7","0.13","0","0.8249938265257488"
"STRIP","ETM-4-64","6546767B","4X4","CD3211A1RGPR-L","RGPST","193359","96679.5","182400","592179","160879","0","3.25","0.88","0","4.128607456140351"
"STD","ETM-4-64","6556725A","4X4","24250RGER1-G2Y","RGE300LLF","45520","22760","32052.94","20030","25490","0","0.62","0.8","0","1.420150538452947"
"STD","ETS-2-64","6560309A","4X4","BQ24266RGER1-8","RGE","4456","2228","54660.07","16708","14527","0","0.31","0.27","0","0.5714409074119371"
"STD","ETS-2-64","6571495A","4X4","BQ24770RUYR-G2","RUY300","8574","4287","61763.96","65901","8574","0","1.07","0.14","0","1.2058002757595205"
"STD","ETS-2-64","6575258A","4X4","406035RGER-G2Y","RGE300LLF","9851","4925.5","43310.3","0","9851","0","0","0.23","0","0.22745166854073973"
"STD","ETS-2-64","6575258A","4X4","S65283RGER-G2Y","RGE300LLF","70402","35201","51201.75","36998","50519","0","0.72","0.99","0","1.709257984346238"
"STD","ETS-2-64","6578526A","4X4","635KRSNR1-KDG2","RSN300VTT","14629","7314.5","74351.85","24618","9841","0","0.33","0.13","0","0.4634585420537619"
"STD","ETM-4-64","6579742C","4X4","DRV421RTJR-UN","RTJ","6916","3458","0","0","6916","0","0","0","0","0"
"STD","ETM-4-64","6579742C","4X4","V425RTJT1-UCR&","RTJ","6232","3116","39850.31","0","6232","0","0","0.16","0","0.1563852326368352"
"STD","ETM-5-128","6579768C","4X4","BQ24298RTWR-G2","RTWST300","56881","28440.5","115807.42","0","56881","0","0","0.49","0","0.4911688732898117"
"STD","ETM-5-128","6579768C","4X4","BQ25890RTWR-G2","RTWST300","45467","22733.5","79794.23","871920","224223","0","10.93","2.81","0","13.737121092590279"
"STD","ETM-5-128","6579768C","4X4","BQ25892RTWR-G2","RTWST300","331487","165743.5","84207.59","88767","834685","0","1.05","9.91","0","10.96637488378423"
"STD","ETM-5-128","6579768C","4X4","Q25895MRTWR-G2","RTWST300","71557","35778.5","0","8631","71557","0","0","0","0","0"
"STD","ETM-5-128","6579768C","4X4","Q25895MRTWT-G2","RTWST300","8929","4464.5","0","0","8929","0","0","0","0","0"
"STD","ETS-S-64","6491839B","5.5X3.5","408065RHLR-G2K","RHL300","41947","20973.5","30653.96","0","41947","0","0","1.37","0","1.368403951724345"
"STD","ETS-2-64","6515577B","5.5X3.5","BQ24133RGYR-G2","RGY","67274","33637","49584.85","29014","44733","0","0.59","0.9","0","1.4872889602368466"
"STD","ETS-2-64","6515577B","5.5X3.5","BQ24133RGYR1-L","RGY","17765","8882.5","49584.85","6474","11291","0","0.13","0.23","0","0.35827475529319947"
"STD","ETS-2-64","6515577B","5.5X3.5","BQ24170RGYR-G2","RGY","77504","38752","48904.57","22378","90353","0","0.46","1.85","0","2.305121995756225"
"STD","ETS-1-64","6553821A","5.5X3.5","122QRHLRQ1-BS2","RHLMCM","3228","1614","0","20654","0","0","0","0","0","0"
"STD","ETS-2-128","6555639A","5.5X3.5","1306051RHRR-G2","RHR300","5071","2535.5","42013.53","0","5071","0","0","0.12","0","0.12069921284881323"
"STRIP","ETS-2-64","6556617A","5X2.5","CSD87588N-NS2","MPAMCMST","3624","1812","186174.37","0","3624","0","0","0.02","0","0.019465622469945782"
