LOT,DEVICE,PACKAGE,PIN,CUR_QTY,WEIGHT,LOT_NAME,LPT,OPN,TOTAL_PLAN_CT,CUM_PLAN_CT,LOT_AGE,START_TIME,SNAPSHOT_TIME,MACHINE_INSTANCE,,
5564890,S53353DQPR2-CN,DQPCLIP      ,22,6876,14.29,5564890,4410,1,20.95,19.47,13.35,                   ,6/29/2015 2:06,,,
5585596,S53511RGTR-G2Y,RGT300LLF    ,16,16870,8.12,5585596,4410,1,15.89,14.69,7.47,                   ,6/29/2015 2:06,,,
5585595,S53511RGTR-G2Y,RGT300LLF    ,16,16916,8.12,5585595,4410,1,15.89,14.69,7.47,                   ,6/29/2015 2:06,,,
5585594,S53511RGTR-G2Y,RGT300LLF    ,16,16025,8.12,5585594,4410,1,15.89,14.69,7.47,                   ,6/29/2015 2:06,,,
5585597,S53511RGTR-G2Y,RGT300LLF    ,16,16911,8.12,5585597,4410,1,15.89,14.69,7.47,                   ,6/29/2015 2:06,,,
5585592,S53511RGTR-G2Y,RGT300LLF    ,16,16900,8.12,5585592,4410,1,15.89,14.69,7.47,                   ,6/29/2015 2:06,,,
5585593,S53511RGTR-G2Y,RGT300LLF    ,16,16888,8.12,5585593,4410,1,15.89,14.69,7.47,                   ,6/29/2015 2:06,,,
5498183,S53640RSBR-G2K,RSB300       ,40,7909,33.04,5498183,4410,1,15,13.79,32.37,                   ,6/29/2015 2:06,,,
5498185,S53640RSBR-G2K,RSB300       ,40,7911,33.04,5498185,4410,1,15,13.79,32.37,                   ,6/29/2015 2:06,,,
5504391,S53640RSBR-G2K,RSB300       ,40,7799,31.29,5504391,4410,1,15,13.79,30.62,                   ,6/29/2015 2:06,,,
5498187,S53640RSBR-G2K,RSB300       ,40,7627,33.04,5498187,4410,1,15,13.79,32.37,                   ,6/29/2015 2:06,,,
5531025,S53640RSBR-G2K,RSB300       ,40,7889,23.7,5531025,4410,1,15,13.79,23.04,                   ,6/29/2015 2:06,,,
5498188,S53640RSBR-G2K,RSB300       ,40,3930,33.04,5498188,4410,1,15,13.79,32.37,                   ,6/29/2015 2:06,,,
5504392,S53640RSBR-G2K,RSB300       ,40,7914,31.29,5504392,4410,1,15,13.79,30.62,                   ,6/29/2015 2:06,,,
5514601,S53640RSBR-G2K,RSB300       ,40,3944,28.27,5514601,4410,1,15,13.79,27.6,                   ,6/29/2015 2:06,,,
5504394,S53640RSBR-G2K,RSB300       ,40,3940,31.29,5504394,4410,1,15,13.79,30.62,                   ,6/29/2015 2:06,,,
5476545,S53640RSBR-G2K,RSB300       ,40,7906,39.56,5476545,4410,1,15.11,13.79,38.79,                   ,6/29/2015 2:06,,,
5531023,S53640RSBR-G2K,RSB300       ,40,7904,23.7,5531023,4410,1,15,13.79,23.04,6/28/2015 9:54,6/29/2015 2:06,CLFTEA56,,
5531026,S53640RSBR-G2K,RSB300       ,40,7902,23.7,5531026,4410,1,15,13.79,23.04,                   ,6/29/2015 2:06,,,
5498186,S53640RSBR-G2K,RSB300       ,40,7861,33.04,5498186,4410,1,15,13.79,32.37,                   ,6/29/2015 2:06,,,
5504393,S53640RSBR-G2K,RSB300       ,40,7621,31.29,5504393,4410,1,15,13.79,30.62,                   ,6/29/2015 2:06,,,
5488883,S53640RSBR-G2K,RSB300       ,40,3042,35.73,5488883,4410,1,15.11,13.79,34.96,                   ,6/29/2015 2:06,,,
5582499,S54326RGTR-G2Y,RGT300LLF    ,16,8331,9.12,5582499,4410,1,15.94,14.74,8.47,                   ,6/29/2015 2:06,,,
5582498,S54326RGTR-G2Y,RGT300LLF    ,16,9712,9.12,5582498,4410,1,15.94,14.74,8.47,                   ,6/29/2015 2:06,,,
5566291,S54335ADRCR-G2,DRC          ,10,13796,13.43,5566291,4410,1,14.73,13.79,13.04,                   ,6/29/2015 2:06,,,
5569806,S54335ADRCR-G2,DRC          ,10,13438,12.44,5569806,4410,1,14.73,13.79,12.05,6/29/2015 12:15,6/29/2015 2:06,CLFTEA23,,
5569809,S54335ADRCR-G2,DRC          ,10,7579,12.44,5569809,4410,1,14.73,13.79,12.05,                   ,6/29/2015 2:06,,,
5569804,S54335ADRCR-G2,DRC          ,10,13475,1,5569804,4410,1,14.73,13.79,12.05,                   ,6/29/2015 2:06,,,
5569802,S54335ADRCR-G2,DRC          ,10,13631,1,5569802,4410,1,14.73,13.79,12.05,                   ,6/29/2015 2:06,,,
5569808,S54335ADRCR-G2,DRC          ,10,13805,12.44,5569808,4410,1,14.73,13.79,12.05,                   ,6/29/2015 2:06,,,
5569807,S54335ADRCR-G2,DRC          ,10,13805,12.44,5569807,4410,1,14.73,13.79,12.05,                   ,6/29/2015 2:06,,,
5250569,S54335ADRCR-G2,DRC          ,10,7009,1,5250569,4410,1,16.41,13.79,104.93,                   ,6/29/2015 2:06,,,
5574755,S54494RSAR1-G2,RSA300       ,16,9969,1,5574755,4410,1,0,13.29,10.66,                   ,6/29/2015 2:06,,,
5574757,S54494RSAR1-G2,RSA300       ,16,9928,1,5574757,4410,1,0,13.29,10.66,                   ,6/29/2015 2:06,,,
5574752,S54494RSAR1-G2,RSA300       ,16,10054,1,5574752,4410,1,0,13.29,10.66,                   ,6/29/2015 2:06,,,
5574756,S54494RSAR1-G2,RSA300       ,16,10069,1,5574756,4410,1,0,13.29,10.66,                   ,6/29/2015 2:06,,,
5574754,S54494RSAR1-G2,RSA300       ,16,10074,1,5574754,4410,1,0,13.29,10.66,                   ,6/29/2015 2:06,,,
5512142,S544C25RVFT-LN,RVFCLIP      ,40,3555,1,5512142,4410,1,0,16.57,28.32,                   ,6/29/2015 2:06,,,
5517006,S54620RGYR1-G2,RGY300       ,14,13716,30.84,5517006,4410,1,15,10.58,26.97,                   ,6/29/2015 2:06,,,
5586905,S54620RGYR1-G2,RGY300       ,14,15093,10.74,5586905,4410,1,14.73,10.58,7.14,                   ,6/29/2015 2:06,,,
5586904,S54620RGYR1-G2,RGY300       ,14,15028,10.74,5586904,4410,1,14.73,10.58,7.14,                   ,6/29/2015 2:06,,,
5577929,S54620RGYR1-G2,RGY300       ,14,14979,13.4,5577929,4410,1,14.73,10.58,9.8,                   ,6/29/2015 2:06,,,
5577927,S54620RGYR1-G2,RGY300       ,14,15095,13.4,5577927,4410,1,14.73,10.58,9.8,                   ,6/29/2015 2:06,,,
5586906,S54620RGYR1-G2,RGY300       ,14,8040,10.74,5586906,4410,1,14.73,10.58,7.14,                   ,6/29/2015 2:06,,,
5577930,S54620RGYT1-G2,RGY300       ,14,15089,10.19,5577930,4410,1,14.73,13.79,9.8,                   ,6/29/2015 2:06,,,
5586887,S60151DRVR-G2K,DRVST300     ,6,24722,9.63,5586887,4410,1,16.07,13.03,7.14,                   ,6/29/2015 2:06,,,
5593869,S60151DRVR-G2K,DRVST300     ,6,24714,7.09,5593869,4410,1,15.52,13.03,5.15,                   ,6/29/2015 2:06,,,
5586889,S60151DRVR-G2K,DRVST300     ,6,24574,9.63,5586889,4410,1,16.07,13.03,7.14,                   ,6/29/2015 2:06,,,
5586888,S60151DRVR-G2K,DRVST300     ,6,24801,9.63,5586888,4410,1,16.07,13.03,7.14,                   ,6/29/2015 2:06,,,
5593867,S60151DRVR-G2K,DRVST300     ,6,24799,7.09,5593867,4410,1,15.52,13.03,5.15,                   ,6/29/2015 2:06,,,
5586892,S60151DRVR-G2K,DRVST300     ,6,24732,9.63,5586892,4410,1,16.07,13.03,7.14,                   ,6/29/2015 2:06,,,
5586891,S60151DRVR-G2K,DRVST300     ,6,24792,9.63,5586891,4410,1,16.07,13.03,7.14,                   ,6/29/2015 2:06,,,
5571121,S61170DRVT2-LK,DRVST        ,6,19803,14.21,5571121,4410,1,16.1,13.05,11.71,                   ,6/29/2015 2:06,,,
5565826,S61170DRVT2-LK,DRVST        ,6,19327,15.61,5565826,4410,1,16.1,13.05,13.11,                   ,6/29/2015 2:06,,,
5571847,S61170DRVT2-LK,DRVST        ,6,19015,13.95,5571847,4410,1,16.1,13.05,11.44,                   ,6/29/2015 2:06,,,
5533955,S62067DSGR1-G2,DSGST        ,8,15385,24.43,5533955,4410,1,15.86,13.05,22.17,                   ,6/29/2015 2:06,,,
5533954,S62067DSGR1-G2,DSGST        ,8,24819,24.43,5533954,4410,1,15.86,13.05,22.17,                   ,6/29/2015 2:06,,,
5533953,S62067DSGR1-G2,DSGST        ,8,24822,24.43,5533953,4410,1,15.86,13.05,22.17,                   ,6/29/2015 2:06,,,
5533952,S62067DSGR1-G2,DSGST        ,8,24149,24.43,5533952,4410,1,15.86,13.05,22.17,                   ,6/29/2015 2:06,,,
5585612,S62130ARGTRS-L,RGTLLF       ,16,9104,8.12,5585612,4410,1,15.91,14.71,7.47,6/29/2015 12:47,6/29/2015 2:06,CLFTEA40,,
5558633,S62130DRGTR-LY,RGTLLF       ,16,16927,1,5558633,4410,1,16.11,14.71,15.14,                   ,6/29/2015 2:06,,,
5566059,S62134ARGTR1-L,RGT          ,16,13746,13.44,5566059,4410,1,14.76,13.82,13.04,                   ,6/29/2015 2:06,,,
5569811,S62134ARGTR1-L,RGT          ,16,13795,12.44,5569811,4410,1,14.76,13.82,12.05,                   ,6/29/2015 2:06,,,
5569813,S62134ARGTR1-L,RGT          ,16,10097,12.44,5569813,4410,1,14.76,13.82,12.05,                   ,6/29/2015 2:06,,,
5569814,S62134ARGTR1-L,RGT          ,16,6601,12.44,5569814,4410,1,14.76,13.82,12.05,                   ,6/29/2015 2:06,,,
5566064,S62134ARGTR1-L,RGT          ,16,8790,13.44,5566064,4410,1,14.76,13.82,13.04,                   ,6/29/2015 2:06,,,
5566063,S62134ARGTR1-L,RGT          ,16,13579,13.44,5566063,4410,1,14.76,13.82,13.04,                   ,6/29/2015 2:06,,,
5569810,S62134ARGTR1-L,RGT          ,16,13585,12.44,5569810,4410,1,14.76,13.82,12.05,                   ,6/29/2015 2:06,,,
5566062,S62134ARGTR1-L,RGT          ,16,13811,13.44,5566062,4410,1,14.76,13.82,13.04,                   ,6/29/2015 2:06,,,
5569812,S62134ARGTR1-L,RGT          ,16,13702,12.44,5569812,4410,1,14.76,13.82,12.05,                   ,6/29/2015 2:06,,,
5566067,S62134CRGTR1-L,RGT          ,16,13806,13.44,5566067,4410,1,14.76,13.82,13.04,                   ,6/29/2015 2:06,,,
5566065,S62134CRGTR1-L,RGT          ,16,12433,13.44,5566065,4410,1,14.76,13.82,13.04,                   ,6/29/2015 2:06,,,
5566068,S62134CRGTR1-L,RGT          ,16,13720,13.44,5566068,4410,1,14.76,13.82,13.04,                   ,6/29/2015 2:06,,,
5566069,S62134CRGTR1-L,RGT          ,16,7072,13.44,5566069,4410,1,14.76,13.82,13.04,                   ,6/29/2015 2:06,,,
5588215,S62140ARGTR-LY,RGTLLF       ,16,14414,7.16,5588215,4410,1,15.63,14.71,6.79,                   ,6/29/2015 2:06,,,
5588216,S62140ARGTR-LY,RGTLLF       ,16,8852,7.16,5588216,4410,1,15.63,14.71,6.79,                   ,6/29/2015 2:06,,,
5588210,S62140ARGTR-LY,RGTLLF       ,16,15793,7.16,5588210,4410,1,15.63,14.71,6.79,                   ,6/29/2015 2:06,,,
5588213,S62140ARGTR-LY,RGTLLF       ,16,16903,7.16,5588213,4410,1,15.63,14.71,6.79,                   ,6/29/2015 2:06,,,
5580635,S62736RGYR-G2K,RGY300       ,14,15034,9.36,5580635,4410,1,14.73,13.79,8.96,                   ,6/29/2015 2:06,,,
5580630,S62736RGYR-G2K,RGY300       ,14,15086,9.36,5580630,4410,1,14.73,13.79,8.96,                   ,6/29/2015 2:06,,,
5580626,S62736RGYR-G2K,RGY300       ,14,15099,9.36,5580626,4410,1,14.73,13.79,8.96,6/28/2015 10:13,6/29/2015 2:06,CLFTEA88,,
5580627,S62736RGYR-G2K,RGY300       ,14,15075,9.36,5580627,4410,1,14.73,13.79,8.96,                   ,6/29/2015 2:06,,,
5580634,S62736RGYR-G2K,RGY300       ,14,15028,9.36,5580634,4410,1,14.73,13.79,8.96,                   ,6/29/2015 2:06,,,
5590481,S62736RGYR-G2K,RGY300       ,14,15073,6.52,5590481,4410,1,14.71,13.79,6.14,                   ,6/29/2015 2:06,,,
5586915,S62736RGYR-G2K,RGY300       ,14,15092,7.53,5586915,4410,1,14.73,13.79,7.14,                   ,6/29/2015 2:06,,,
5580633,S62736RGYR-G2K,RGY300       ,14,15025,9.36,5580633,4410,1,14.73,13.79,8.96,                   ,6/29/2015 2:06,,,
5580628,S62736RGYR-G2K,RGY300       ,14,15099,9.36,5580628,4410,1,14.73,13.79,8.96,                   ,6/29/2015 2:06,,,
5557831,S62736RGYR-G2K,RGY300       ,14,7535,15.95,5557831,4410,1,14.87,13.79,15.42,                   ,6/29/2015 2:06,,,
5580632,S62736RGYR-G2K,RGY300       ,14,15062,9.36,5580632,4410,1,14.73,13.79,8.96,                   ,6/29/2015 2:06,,,
5554909,S62740DSSR1-LK,DSSST        ,12,14897,18.66,5554909,4410,1,16.09,13.05,16.16,                   ,6/29/2015 2:06,,,
5606700,S65175ARSHR-UN,RSH          ,56,5204,2.81,5606700,4410,1,5.91,4.09,1.54,                   ,6/29/2015 2:06,,,
5606699,S65175ARSHR-UN,RSH          ,56,5172,2.81,5606699,4410,1,5.91,4.09,1.54,6/28/2015 10:25,6/29/2015 2:06,CLFTEA20,,
5606457,S65175ARSHR-UN,RSH          ,56,3803,2.9,5606457,4410,1,5.91,4.09,1.62,                   ,6/29/2015 2:06,,,
5606454,S65175ARSHR-UN,RSH          ,56,7058,2.9,5606454,4410,1,5.91,4.09,1.62,                   ,6/29/2015 2:06,,,
5606453,S65175ARSHR-UN,RSH          ,56,5197,2.9,5606453,4410,1,5.91,4.09,1.62,6/28/2015 10:27,6/29/2015 2:06,CLFTEA43,,
5606701,S65175ARSHR-UN,RSH          ,56,5207,2.81,5606701,4410,1,5.91,4.09,1.54,                   ,6/29/2015 2:06,,,
5606704,S65175ARSHR-UN,RSH          ,56,5175,2.81,5606704,4410,1,5.91,4.09,1.54,                   ,6/29/2015 2:06,,,
5606705,S65175ARSHR-UN,RSH          ,56,5148,2.81,5606705,4410,1,5.91,4.09,1.54,                   ,6/29/2015 2:06,,,
5609914,S65175RSHR2-UN,RSH          ,56,5202,1.88,5609914,4410,1,5.91,4.09,0.61,                   ,6/29/2015 2:06,,,
5609921,S65175RSHR2-UN,RSH          ,56,5208,1.88,5609921,4410,1,5.91,4.09,0.61,                   ,6/29/2015 2:06,,,
5609918,S65175RSHR2-UN,RSH          ,56,5198,1.88,5609918,4410,1,5.91,4.09,0.61,                   ,6/29/2015 2:06,,,
5609916,S65175RSHR2-UN,RSH          ,56,5196,1.88,5609916,4410,1,5.91,4.09,0.61,                   ,6/29/2015 2:06,,,
5609917,S65175RSHR2-UN,RSH          ,56,5202,1.88,5609917,4410,1,5.91,4.09,0.61,                   ,6/29/2015 2:06,,,
5609920,S65175RSHR2-UN,RSH          ,56,3589,1.88,5609920,4410,1,5.91,4.09,0.61,                   ,6/29/2015 2:06,,,
5609919,S65175RSHR2-UN,RSH          ,56,5217,1.88,5609919,4410,1,5.91,4.09,0.61,                   ,6/29/2015 2:06,,,
5609915,S65175RSHR2-UN,RSH          ,56,5180,1.88,5609915,4410,1,5.91,4.09,0.61,                   ,6/29/2015 2:06,,,
5545517,S65177RHAR1-G2,RHA300       ,40,5175,20.4,5545517,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5538010,S65177RHAR1-G2,RHA300       ,40,5166,22.65,5538010,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5549735,S65177RHAR1-G2,RHA300       ,40,4939,19.23,5549735,4410,1,15.34,13.35,17.79,                   ,6/29/2015 2:06,,,
5538008,S65177RHAR1-G2,RHA300       ,40,5172,22.65,5538008,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5538018,S65177RHAR1-G2,RHA300       ,40,5141,22.65,5538018,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5537998,S65177RHAR1-G2,RHA300       ,40,5168,22.65,5537998,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5545523,S65177RHAR1-G2,RHA300       ,40,5180,20.4,5545523,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5538006,S65177RHAR1-G2,RHA300       ,40,5158,22.65,5538006,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5549740,S65177RHAR1-G2,RHA300       ,40,5178,19.23,5549740,4410,1,15.34,13.35,17.79,                   ,6/29/2015 2:06,,,
5545516,S65177RHAR1-G2,RHA300       ,40,5081,20.4,5545516,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5549736,S65177RHAR1-G2,RHA300       ,40,5168,19.23,5549736,4410,1,15.34,13.35,17.79,                   ,6/29/2015 2:06,,,
5553281,S65177RHAR1-G2,RHA300       ,40,5174,18.14,5553281,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5538017,S65177RHAR1-G2,RHA300       ,40,5173,22.65,5538017,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5553282,S65177RHAR1-G2,RHA300       ,40,5173,18.14,5553282,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5571243,S65177RHAR1-G2,RHA300       ,40,4916,12.99,5571243,4410,1,15.18,13.35,11.7,6/28/2015 9:33,6/29/2015 2:06,CLFTEA16,,
5538003,S65177RHAR1-G2,RHA300       ,40,5152,22.65,5538003,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5553294,S65177RHAR1-G2,RHA300       ,40,5164,18.14,5553294,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5538013,S65177RHAR1-G2,RHA300       ,40,5177,22.65,5538013,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5538015,S65177RHAR1-G2,RHA300       ,40,5156,22.65,5538015,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5553283,S65177RHAR1-G2,RHA300       ,40,5174,18.14,5553283,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5545520,S65177RHAR1-G2,RHA300       ,40,5178,20.4,5545520,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5534445,S65177RHAR1-G2,RHA300       ,40,4283,23.69,5534445,4410,1,15.48,13.35,22.11,                   ,6/29/2015 2:06,,,
5538002,S65177RHAR1-G2,RHA300       ,40,5161,22.65,5538002,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5538019,S65177RHAR1-G2,RHA300       ,40,2808,22.65,5538019,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5553295,S65177RHAR1-G2,RHA300       ,40,5158,18.14,5553295,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5538011,S65177RHAR1-G2,RHA300       ,40,5160,22.65,5538011,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5545526,S65177RHAR1-G2,RHA300       ,40,5140,20.4,5545526,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5538016,S65177RHAR1-G2,RHA300       ,40,5154,22.65,5538016,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5538020,S65177RHAR1-G2,RHA300       ,40,2586,22.65,5538020,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5553298,S65177RHAR1-G2,RHA300       ,40,3066,18.14,5553298,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5577357,S65177RHAR1-G2,RHA300       ,40,3704,11.23,5577357,4410,1,15.18,13.35,9.95,                   ,6/29/2015 2:06,,,
5577921,S65177RHAR1-G2,RHA300       ,40,4606,11.08,5577921,4410,1,15.18,13.35,9.8,                   ,6/29/2015 2:06,,,
5549737,S65177RHAR1-G2,RHA300       ,40,4508,19.23,5549737,4410,1,15.34,13.35,17.79,                   ,6/29/2015 2:06,,,
5545528,S65177RHAR1-G2,RHA300       ,40,3028,20.4,5545528,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5553293,S65177RHAR1-G2,RHA300       ,40,5149,18.14,5553293,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5545522,S65177RHAR1-G2,RHA300       ,40,5176,20.4,5545522,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5538004,S65177RHAR1-G2,RHA300       ,40,5174,22.65,5538004,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5587064,S65177RHAR1-G2,RHA300       ,40,5004,8.37,5587064,4410,1,15.18,13.35,7.09,                   ,6/29/2015 2:06,,,
5538005,S65177RHAR1-G2,RHA300       ,40,5170,22.65,5538005,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5545527,S65177RHAR1-G2,RHA300       ,40,5174,20.4,5545527,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5549738,S65177RHAR1-G2,RHA300       ,40,5167,19.23,5549738,4410,1,15.34,13.35,17.79,                   ,6/29/2015 2:06,,,
5545518,S65177RHAR1-G2,RHA300       ,40,5178,20.4,5545518,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5553286,S65177RHAR1-G2,RHA300       ,40,5161,18.14,5553286,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5545515,S65177RHAR1-G2,RHA300       ,40,5176,20.4,5545515,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5549734,S65177RHAR1-G2,RHA300       ,40,5137,19.23,5549734,4410,1,15.34,13.35,17.79,                   ,6/29/2015 2:06,,,
5553296,S65177RHAR1-G2,RHA300       ,40,5176,18.14,5553296,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5553284,S65177RHAR1-G2,RHA300       ,40,4894,18.14,5553284,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5545521,S65177RHAR1-G2,RHA300       ,40,5166,20.4,5545521,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5549741,S65177RHAR1-G2,RHA300       ,40,3837,19.23,5549741,4410,1,15.34,13.35,17.79,                   ,6/29/2015 2:06,,,
5577919,S65177RHAR1-G2,RHA300       ,40,5109,11.08,5577919,4410,1,15.18,13.35,9.8,                   ,6/29/2015 2:06,,,
5553280,S65177RHAR1-G2,RHA300       ,40,5182,18.14,5553280,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5549739,S65177RHAR1-G2,RHA300       ,40,5159,19.23,5549739,4410,1,15.34,13.35,17.79,                   ,6/29/2015 2:06,,,
5593052,S65177RHAR1-G2,RHA300       ,40,5168,6.72,5593052,4410,1,15.17,13.35,5.45,                   ,6/29/2015 2:06,,,
5545519,S65177RHAR1-G2,RHA300       ,40,5157,20.4,5545519,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5538000,S65177RHAR1-G2,RHA300       ,40,5157,22.65,5538000,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5553291,S65177RHAR1-G2,RHA300       ,40,5180,18.14,5553291,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5577358,S65177RHAR1-G2,RHA300       ,40,2548,11.23,5577358,4410,1,15.18,13.35,9.95,                   ,6/29/2015 2:06,,,
5553287,S65177RHAR1-G2,RHA300       ,40,5179,18.14,5553287,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5553292,S65177RHAR1-G2,RHA300       ,40,5170,18.14,5553292,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5520922,S65177RHAR1-G2,RHA300       ,40,5158,1,5520922,4410,1,15.48,13.35,25.91,                   ,6/29/2015 2:06,,,
5537999,S65177RHAR1-G2,RHA300       ,40,5177,22.65,5537999,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5553285,S65177RHAR1-G2,RHA300       ,40,5170,18.14,5553285,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5587066,S65177RHAR1-G2,RHA300       ,40,5159,8.37,5587066,4410,1,15.18,13.35,7.09,                   ,6/29/2015 2:06,,,
5571742,S65177RHAR1-G2,RHA300       ,40,5164,12.76,5571742,4410,1,15.18,13.35,11.48,                   ,6/29/2015 2:06,,,
5538014,S65177RHAR1-G2,RHA300       ,40,5181,22.65,5538014,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5553289,S65177RHAR1-G2,RHA300       ,40,5173,18.14,5553289,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5538012,S65177RHAR1-G2,RHA300       ,40,5168,22.65,5538012,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5545525,S65177RHAR1-G2,RHA300       ,40,5178,20.4,5545525,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5587067,S65177RHAR1-G2,RHA300       ,40,5133,8.37,5587067,4410,1,15.18,13.35,7.09,                   ,6/29/2015 2:06,,,
5577922,S65177RHAR1-G2,RHA300       ,40,5144,11.08,5577922,4410,1,15.18,13.35,9.8,                   ,6/29/2015 2:06,,,
5538001,S65177RHAR1-G2,RHA300       ,40,5173,22.65,5538001,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5553288,S65177RHAR1-G2,RHA300       ,40,5158,18.14,5553288,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5553297,S65177RHAR1-G2,RHA300       ,40,5179,18.14,5553297,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5538007,S65177RHAR1-G2,RHA300       ,40,5179,22.65,5538007,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5538009,S65177RHAR1-G2,RHA300       ,40,5123,22.65,5538009,4410,1,15.48,13.35,21.06,                   ,6/29/2015 2:06,,,
5549731,S65177RHAR1-G2,RHA300       ,40,5168,19.23,5549731,4410,1,15.34,13.35,17.79,                   ,6/29/2015 2:06,,,
5587065,S65177RHAR1-G2,RHA300       ,40,5178,8.37,5587065,4410,1,15.18,13.35,7.09,                   ,6/29/2015 2:06,,,
5549730,S65177RHAR1-G2,RHA300       ,40,5146,19.23,5549730,4410,1,15.34,13.35,17.79,                   ,6/29/2015 2:06,,,
5549733,S65177RHAR1-G2,RHA300       ,40,5129,19.23,5549733,4410,1,15.34,13.35,17.79,                   ,6/29/2015 2:06,,,
5553278,S65177RHAR1-G2,RHA300       ,40,5165,18.14,5553278,4410,1,15.34,13.35,16.69,6/29/2015 12:00,6/29/2015 2:06,CLFTEA68,,
5545524,S65177RHAR1-G2,RHA300       ,40,5183,20.4,5545524,4410,1,15.34,13.35,18.96,                   ,6/29/2015 2:06,,,
5571741,S65177RHAR1-G2,RHA300       ,40,5177,12.76,5571741,4410,1,15.18,13.35,11.48,                   ,6/29/2015 2:06,,,
5588643,S65177RHAR1-G2,RHA300       ,40,5179,7.9,5588643,4410,1,15.17,13.35,6.62,                   ,6/29/2015 2:06,,,
5549732,S65177RHAR1-G2,RHA300       ,40,5136,19.23,5549732,4410,1,15.34,13.35,17.79,                   ,6/29/2015 2:06,,,
5553279,S65177RHAR1-G2,RHA300       ,40,5169,18.14,5553279,4410,1,15.34,13.35,16.69,                   ,6/29/2015 2:06,,,
5593047,S65177RHAR1-G2,RHA300       ,40,5171,6.72,5593047,4410,1,15.17,13.35,5.45,                   ,6/29/2015 2:06,,,
5577925,S65177RHAR1-G2,RHA300       ,40,3725,11.08,5577925,4410,1,15.18,13.35,9.8,                   ,6/29/2015 2:06,,,
5577926,S65177RHAR1-G2,RHA300       ,40,2571,11.08,5577926,4410,1,15.18,13.35,9.8,                   ,6/29/2015 2:06,,,
