 Tester , TesterConfig , PackageSize , Initial_LoadBoard , Optimizer_LoadBoard , N_Lots , SUM_QTY , ChangeOver , Hours , PKGTYPE , PIN , CAP_PER_DAY , WIP_POST_WB , WIP_FT1 , WIP_FT2 , POST_WB_QUEUE , TEST_QUEUE_FT1 , TEST_QUEUE_FT2 , TOTAL_WIP 
 CLFTEA18 , ETS-2-64 , 5X5 , 6487839B                                      , 6487839B , 9 , 60906 , 0 , 45.23 , STD   , RTV           , 31885.09 , 15462 , 7899 , 0 , 0.48 , 0.25 , 0 , 0.73 
 CLFTEA18 , ETS-2-64 , 4X4 , 6487839B                                      , 6525585A , 1 , 5756 , 1 , 2.12 , STD   , RGELLF        , 65338.49 , 207867 , 601754 , 0 , 3.18 , 9.21 , 0 , 12.39 
 CLFTEA19 , ETS-2-64 , 4X4 , 6526546B                                      , 6526546B , 15 , 124544 , 0 , 46.86 , STD   , RUY           , 56483.06 , 5530 , 0 , 0 , 0.1 , 0 , 0 , 0.1 
 CLFTEA20 , ETS-S-64 , 3.5X3.5 , 6524552C                                      , 6487925B , 9 , 132545 , 1 , 45.49 , STD   , RGY           , 70186.31 , 251706 , 712865 , 0 , 3.59 , 10.16 , 0 , 13.74 
 CLFTEA20 , ETS-S-64 , 6X6 , 6524552C                                      , 6479550B , 1 , 2569 , 2 , 1.93 , STD   , RHH           , 31898.79 , 25791 , 10334 , 0 , 0.81 , 0.32 , 0 , 1.13 
 CLFTEA22 , ETS-0-64 , 3X3 ,NULL, 6529253A , 13 , 93566 , 1 , 43.27 , STD   , RTE300        , 51885.01 , 13886 , 430191 , 0 , 0.27 , 8.29 , 0 , 8.56 
 CLFTEA22 , ETS-0-64 , 3X3 ,NULL, 6513992A , 1 , 16786 , 2 , 4.27 , STD   , RGTLLF        , 91416.21 , 0 , 48990 , 0 , 0 , 0.54 , 0 , 0.54 
 CLFTEA23 , ETS-2-64 , 6X5 , 6570740A                                      , 6570740A , 25 , 72306 , 0 , 46.80 , CLIP  , DQPCLIP       , 37487.18 , 3485 , 0 , 0 , 0.09 , 0 , 0 , 0.09 
 CLFTEA24 , ETM-2-64 , 3X3 , 6571495A                                      , 6513992A , 12 , 192154 , 1 , 47.30 , STD   , RGTLLF        , 97046.92 , 8398 , 11388 , 0 , 0.09 , 0.12 , 0 , 0.2 
 CLFTEA25 , ETS-2-64 , 4X4 , 6525585A                                      , 6525585A , 13 , 129843 , 0 , 47.59 , STD   , RGE300LLF     , 65505.34 , 255475 , 629386 , 0 , 3.9 , 9.61 , 0 , 13.51 
 CLFTEA26 , ETS-2-64 , 6X6 , 6518648B                                      , 6518648B , 3 , 11455 , 0 , 11.21 , STD   , RHA300        , 24524.04 , 0 , 16633 , 0 , 0 , 0.68 , 0 , 0.68 
 CLFTEA26 , ETS-2-64 , 4X4 , 6518648B                                      , 6504342B , 6 , 53858 , 1 , 25.59 , STD   , RGE300        , 50510.77 , 0 , 58863 , 0 , 0 , 1.17 , 0 , 1.17 
 CLFTEA26 , ETS-2-64 , 4.5X3.5 , 6518648B                                      , 6544140B , 4 , 27547 , 2 , 9.87 , STD   , DPC           , 67001.71 , 0 , 27547 , 0 , 0 , 0.41 , 0 , 0.41 
 CLFTEA29 , ETS-2-64 , 4X4 , 6541533C                                      , 6541533C , 15 , 127693 , 0 , 47.64 , STD   , RSM300        , 64010.51 , 50050 , 165233 , 0 , 0.78 , 2.58 , 0 , 3.36 
 CLFTEA3 , ETS-0-64 , 3X3 , 6512302B                                      , 6512302B , 10 , 106552 , 0 , 47.67 , STD   , DRBST300      , 124508.8 , 0 , 2294 , 0 , 0 , 0.02 , 0 , 0.02 
 CLFTEA30 , ETS-2-64 , 7X5 , 6514558B                                      , 6514558B , 39 , 127935 , 0 , 47.83 , STD   , RGFMCM300     , 64230.54 , 109783 , 0 , 0 , 1.71 , 0 , 0 , 1.71 
 CLFTEA31 , ETS-2-64 , 3.5X3.5 , 6512615D                                      , 6512615D , 13 , 156809 , 0 , 47.97 , STD   , RGR300        , 80953.57 , 145566 , 171306 , 0 , 1.8 , 2.12 , 0 , 3.91 
 CLFTEA32 , ETS-2-128 , 3X2 , 6509808B                                      , 6509808B , 3 , 33601 , 0 , 7.51 , STRIP , DQCST         , 98356.95 , 0 , 17260 , 0 , 0 , 0.18 , 0 , 0.18 
 CLFTEA32 , ETS-2-128 , 4X4 , 6509808B                                      , 6510697B , 13 , 110447 , 1 , 39.14 , STD   , RGELLF        , 67804.35 , 0 , 9842 , 0 , 0 , 0.15 , 0 , 0.15 
 CLFTEA33 , ETS-2-64 , 5X5 , 6528989B                                      , 6528989B , 16 , 116309 , 0 , 45.33 , STD   , RGW           , 61454.78 , 31186 , 97205 , 0 , 0.51 , 1.58 , 0 , 2.09 
 CLFTEA33 , ETS-2-64 , 3X3 , 6528989B                                      , 6569306A , 1 , 3000 , 1 , 0.96 , STD   , RTE300        , 77283.01 , 0 , 110953 , 0 , 0 , 1.44 , 0 , 1.44 
 CLFTEA33 , ETS-2-64 , 7X5 , 6528989B                                      , 6514558B , 1 , 3670 , 2 , 1.36 , STD   , RGFMCM300     , 64701.18 , 109783 , 0 , 0 , 1.7 , 0 , 0 , 1.7 
 CLFTEA34 , ETS-2-64 , 6X5 , 6569094B                                      , 6514494A , 21 , 130525 , 1 , 47.82 , CLIP  , DQPCLIP       , 65021.13 , 9996 , 6820 , 0 , 0.15 , 0.1 , 0 , 0.26 
 CLFTEA35 , ETS-2-64 , 3X3 , 6524040A                                      , 6524040A , 9 , 102478 , 0 , 44.86 , STD   , RTE300        , 97133.16 , 13766 , 81300 , 0 , 0.14 , 0.84 , 0 , 0.98 
 CLFTEA35 , ETS-2-64 , 4X4 , 6524040A                                      , 6571495A , 1 , 7533 , 1 , 2.94 , STD   , RUY300        , 61544.65 , 168979 , 865673 , 0 , 2.75 , 14.07 , 0 , 16.81 
 CLFTEA36 , ETS-2-64 , 7X7 , 6570774A                                      , 6570774A , 12 , 59111 , 0 , 47.73 , STD   , RSH           , 27573.29 , 0 , 67357 , 0 , 0 , 2.44 , 0 , 2.44 
 CLFTEA37 , ETS-2-128 , 3X3 , 6546196A                                      , 6546196A , 43 , 510693 , 0 , 44.41 , STRIP , RTE300ST      , 276142.75 , 453692 , 35979 , 0 , 1.64 , 0.13 , 0 , 1.77 
 CLFTEA37 , ETS-2-128 , 5X5 , 6546196A                                      , 6513476C , 1 , 3951 , 1 , 2.95 , STD   , RHB           , 32102.4 , 7907 , 33340 , 0 , 0.25 , 1.04 , 0 , 1.28 
 CLFTEA38 , ETS-2-64 , 4X4 , 6525585A                                      , 6525585A , 13 , 128586 , 0 , 47.18 , STD   , RGE300LLF     , 65434.46 , 10018 , 19679 , 0 , 0.15 , 0.3 , 0 , 0.45 
 CLFTEA39 , ETS-2-64 , 7X5 , 6522503A                                      , 6522503A , 14 , 45095 , 0 , 15.64 , CLIP  , RVFCLIP       , 70633.99 , 10964 , 0 , 0 , 0.16 , 0 , 0 , 0.16 
 CLFTEA39 , ETS-2-64 , 3X3 , 6522503A                                      , 6542741A , 9 , 117448 , 1 , 26.25 , STRIP , RGTST         , 86925.76 , 13814 , 504775 , 0 , 0.16 , 5.81 , 0 , 5.97 
 CLFTEA39 , ETS-2-64 , 3.5X3.5 , 6522503A                                      , 6545253A , 2 , 14917 , 2 , 5.97 , STD   , RGR300        , 60397.39 , 65063 , 360299 , 0 , 1.08 , 5.97 , 0 , 7.04 
 CLFTEA40 , ETM-4-128 , 4X4 , 6556725A                                      , 6556725A , 7 , 57853 , 0 , 43.31 , STD   , RGE300LLF     , 32052.94 , 10002 , 117666 , 0 , 0.31 , 3.67 , 0 , 3.98 
 CLFTEA40 , ETM-4-128 , 8X8 , 6556725A                                      , 6569094B , 1 , 670 , 1 , 4.56 , STD   , RTQ           , 3532.27 , 0 , 670 , 0 , 0 , 0.19 , 0 , 0.19 
 CLFTEA41 , ETS-2-64 , 3X3 , 6516230D                                      , 6516230D , 4 , 55080 , 0 , 44.07 , STD   , DRCLLF        , 99263.5 , 36133 , 239449 , 0 , 0.36 , 2.41 , 0 , 2.78 
 CLFTEA41 , ETS-2-64 , 4X4 , 6516230D                                      , 6498316A , 1 , 4935 , 1 , 3.86 , STD   , RSN300        , 29195.63 , 0 , 81955 , 0 , 0 , 2.81 , 0 , 2.81 
 CLFTEA42 , ETS-2-64 , 4X4 ,NULL, 6508600B , 1 , 8317 , 1 , 3.22 , STD   , RTJ           , 62012.88 , 0 , 8317 , 0 , 0 , 0.13 , 0 , 0.13 
 CLFTEA42 , ETS-2-64 , 3X3 ,NULL, 6527607B , 17 , 168180 , 2 , 44.05 , STD   , RGT300        , 104537.39 , 12750 , 249900 , 0 , 0.12 , 2.39 , 0 , 2.51 
 CLFTEA43 , ETS-2-64 , 5X5 , 6471369E                                      , 6471369E , 9 , 58494 , 0 , 46.80 , STD   , RGW           , 40960.82 , 101613 , 208534 , 0 , 2.48 , 5.09 , 0 , 7.57 
 CLFTEA44 , ETS-2M-64 , 3X3 , 6515677C                                      , 6542741A , 17 , 212812 , 1 , 47.57 , STRIP , RGTST         , 86925.76 , 13814 , 504775 , 0 , 0.16 , 5.81 , 0 , 5.97 
 CLFTEA45 , ETS-2-64 , 4X4 , 6525585A                                      , 6525585A , 15 , 130185 , 0 , 47.76 , STD   , RGELLF        , 65433.79 , 89379 , 47889 , 0 , 1.37 , 0.73 , 0 , 2.1 
 CLFTEA46 , ETM-4-64 , 4X4 , 6546767B                                      , 6546767B , 50 , 389137 , 0 , 46.89 , STRIP , RGPST         , 200597.33 , 0 , 27319 , 0 , 0 , 0.14 , 0 , 0.14 
 CLFTEA47 , ETS-2-64 , 4X4 , 6571495A                                      , 6571495A , 16 , 120547 , 0 , 47.53 , STD   , RUY300        , 60913.35 , 5025 , 208382 , 0 , 0.08 , 3.42 , 0 , 3.5 
 CLFTEA48 , ETS-2-64 , 5X5 , 6569544C                                      , 6569544C , 4 , 26680 , 0 , 45.96 , STD   , RSB300        , 13900.81 , 10073 , 36346 , 0 , 0.72 , 2.61 , 0 , 3.34 
 CLFTEA48 , ETS-2-64 , 4X4 , 6569544C                                      , 6525585A , 1 , 4471 , 1 , 1.63 , STD   , RGELLF        , 65932.75 , 89379 , 47889 , 0 , 1.36 , 0.73 , 0 , 2.08 
 CLFTEA49 , ETS-2-64 , 7X7 , 6570774A                                      , 6570774A , 11 , 56721 , 0 , 47.45 , STD   , RSH           , 27305.18 , 0 , 67357 , 0 , 0 , 2.47 , 0 , 2.47 
 CLFTEA5 , ETS-0-64 , 5X5 , 6555551A                                      , 6555551A , 17 , 101974 , 0 , 46.57 , STD   , RGW300        , 57886.7 , 137651 , 137561 , 0 , 2.38 , 2.38 , 0 , 4.75 
 CLFTEA50 , ETS-2-64 , 4.5X3.5 , 6545456B                                      , 6545456B , 21 , 150811 , 0 , 46.77 , CLIP  , RVECLIP       , 77405.25 , 36672 , 7774 , 0 , 0.47 , 0.1 , 0 , 0.57 
 CLFTEA51 , ETS-2-64 , 5X5 , 6487839B                                      , 6487839B , 9 , 63898 , 0 , 45.17 , STD   , RTV           , 33916.34 , 15462 , 7899 , 0 , 0.46 , 0.23 , 0 , 0.69 
 CLFTEA51 , ETS-2-64 , 7X7 , 6487839B                                      , 6570774A , 1 , 3137 , 1 , 2.82 , STD   , RSH           , 26696.49 , 0 , 67357 , 0 , 0 , 2.52 , 0 , 2.52 
 CLFTEA52 , ETM-5-128 , 4X4 , 6579768C                                      , 6579768C , 28 , 198286 , 0 , 47.71 , STD   , RTWST300      , 99974.01 , 9000 , 0 , 0 , 0.09 , 0 , 0 , 0.09 
 CLFTEA53 , ETM-5-128 , 4X4 , 6579768C                                      , 6579768C , 20 , 200141 , 0 , 47.64 , STD   , RTWST300      , 100240.07 , 684106 , 2149975 , 0 , 6.82 , 21.45 , 0 , 28.27 
 CLFTEA54 , ETM-5-128 , 4X4 , 6579768C                                      , 6579768C , 22 , 201428 , 0 , 47.95 , STD   , RTWST300      , 100240.07 , 684106 , 2149975 , 0 , 6.82 , 21.45 , 0 , 28.27 
 CLFTEA56 , ETS-2Q-64 , 3X3 , 6570774A                                      , 6505771B , 23 , 275441 , 1 , 47.69 , STD   , DRB           , 215592.66 , 125206 , 209426 , 0 , 0.58 , 0.97 , 0 , 1.55 
 CLFTEA57 , ETS-2-64 , 4X4 , 6515677C                                      , 6541533C , 12 , 113862 , 1 , 46.56 , STD   , RSM300        , 59317.92 , 50050 , 165233 , 0 , 0.84 , 2.79 , 0 , 3.63 
 CLFTEA58 , ETS-2-128 , 3X3 , 6569306A                                      , 6569306A , 11 , 151789 , 0 , 46.86 , STD   , RTE300        , 78410.37 , 69009 , 103589 , 0 , 0.88 , 1.32 , 0 , 2.2 
 CLFTEA59 , ETS-2-64 , 3X3 , 6554905A                                      , 6554905A , 8 , 84190 , 0 , 8.12 , STRIP , DRCST         , 262443.74 , 10362 , 0 , 0 , 0.04 , 0 , 0 , 0.04 
 CLFTEA59 , ETS-2-64 , 4.5X3.5 , 6554905A                                      , 6543758C , 16 , 116735 , 1 , 39.85 , CLIP  , RVECLIP       , 77038.32 , 193652 , 657706 , 0 , 2.51 , 8.54 , 0 , 11.05 
 CLFTEA6 , ETM-2-64 , 3X3 , 6473092B                                      , 6473092B , 8 , 96596 , 0 , 37.06 , STD   , DRB           , 62568.18 , 13823 , 82773 , 0 , 0.22 , 1.32 , 0 , 1.54 
 CLFTEA6 , ETM-2-64 , 4X4 , 6473092B                                      , 6560309A , 2 , 17647 , 1 , 7.75 , STD   , RGE           , 54660.07 , 0 , 17647 , 0 , 0 , 0.32 , 0 , 0.32 
 CLFTEA6 , ETM-2-64 , 5X5 , 6473092B                                      , 6471369E , 1 , 3957 , 2 , 3.17 , STD   , RGW           , 40960.82 , 101613 , 208534 , 0 , 2.48 , 5.09 , 0 , 7.57 
 CLFTEA60 , ETS-2-64 , 3X3 , 6554905A                                      , 6554905A , 8 , 100683 , 0 , 10.20 , STRIP , DRCST         , 242091.74 , 42222 , 27607 , 0 , 0.17 , 0.11 , 0 , 0.29 
 CLFTEA60 , ETS-2-64 , 4.5X3.5 , 6554905A                                      , 6543758C , 15 , 110549 , 1 , 37.74 , CLIP  , RVECLIP       , 77038.32 , 193652 , 657706 , 0 , 2.51 , 8.54 , 0 , 11.05 
 CLFTEA61 , ETS-2-64 , 4.5X3.5 , 6543758C                                      , 6543758C , 19 , 140150 , 0 , 47.83 , CLIP  , RVECLIP       , 76797.19 , 193652 , 657706 , 0 , 2.52 , 8.56 , 0 , 11.09 
 CLFTEA62 , ETS-2-64 , 5X5 , 6568521A                                      , 6568521A , 26 , 168286 , 0 , 47.85 , STD   , RHB300        , 86266.36 , 35264 , 67832 , 0 , 0.41 , 0.79 , 0 , 1.2 
 CLFTEA63 , ETS-2-64 , 5.5X3.5 , 6555639A                                      , 6555639A , 14 , 77286 , 0 , 47.42 , STD   , RHR300        , 39116.12 , 40332 , 164562 , 0 , 1.03 , 4.21 , 0 , 5.24 
 CLFTEA64 , ETS-2-64 , 6X5 , 6514494A                                      , 6514494A , 23 , 130034 , 0 , 47.70 , CLIP  , DQPCLIP       , 64734.93 , 168115 , 287225 , 0 , 2.6 , 4.44 , 0 , 7.03 
 CLFTEA65 , ETS-2-64 , 2X2 , 6527607B                                      , 6576907B , 15 , 362691 , 1 , 45.35 , STRIP , DSGST         , 187884.97 , 0 , 47762 , 0 , 0 , 0.25 , 0 , 0.25 
 CLFTEA65 , ETS-2-64 , 4X4 , 6527607B                                      , 6525585A , 1 , 5694 , 2 , 2.09 , STD   , RGELLF        , 65338.49 , 207867 , 601754 , 0 , 3.18 , 9.21 , 0 , 12.39 
 CLFTEA66 , ETS-2-64 , 6X5 , 6522167C                                      , 6522167C , 24 , 115194 , 0 , 47.01 , CLIP  , DQPCLIP       , 58848.15 , 0 , 79902 , 0 , 0 , 1.36 , 0 , 1.36 
 CLFTEA67 , ETS-2-64 , 3X3 , 6516230D                                      , 6516230D , 3 , 49989 , 0 , 39.99 , STD   , DRCLLF        , 99263.5 , 36133 , 239449 , 0 , 0.36 , 2.41 , 0 , 2.78 
 CLFTEA67 , ETS-2-64 , 4.5X3.5 , 6516230D                                      , 6543758C , 3 , 22710 , 1 , 7.75 , CLIP  , RVECLIP       , 77038.32 , 193652 , 657706 , 0 , 2.51 , 8.54 , 0 , 11.05 
 CLFTEA68 , ETS-2-64 , 4X4 , 6525585A                                      , 6525585A , 15 , 128533 , 0 , 47.17 , STD   , RGELLF        , 65418.82 , 7068 , 15134 , 0 , 0.11 , 0.23 , 0 , 0.34 
 CLFTEA69 , ETS-2-64 , 4X4 , 6525585A                                      , 6525585A , 21 , 129966 , 0 , 47.71 , STD   , RGE300LLF     , 65389.74 , 0 , 28317 , 0 , 0 , 0.43 , 0 , 0.43 
 CLFTEA7 , ETS-2-128 , 6X5 , 6526024A                                      , 6522167C , 17 , 116645 , 1 , 47.80 , CLIP  , DQPCLIP       , 58631.31 , 0 , 79902 , 0 , 0 , 1.36 , 0 , 1.36 
 CLFTEA70 , ETS-2-64 , 3X3 , 6529253A                                      , 6529253A , 7 , 96281 , 0 , 44.52 , STD   , RTE300        , 51885.01 , 13886 , 430191 , 0 , 0.27 , 8.29 , 0 , 8.56 
 CLFTEA70 , ETS-2-64 , 4X4 , 6529253A                                      , 6571495A , 1 , 7387 , 1 , 2.88 , STD   , RUY300        , 61544.65 , 168979 , 865673 , 0 , 2.75 , 14.07 , 0 , 16.81 
 CLFTEA71 , ETS-1-64 , 3.5X3.5 , 6487925B                                      , 6487925B , 11 , 134048 , 0 , 46.83 , STD   , RHL           , 68926.26 , 0 , 9429 , 0 , 0 , 0.14 , 0 , 0.14 
 CLFTEA72 , ETS-2-64 , 3X3 , 6523514A                                      , 6523514A , 6 , 82250 , 0 , 22.42 , STD   , DRC           , 88046.09 , 0 , 96057 , 0 , 0 , 1.09 , 0 , 1.09 
 CLFTEA72 , ETS-2-64 , 6X6 , 6523514A                                      , 6524552C , 6 , 24338 , 1 , 20.68 , STD   , RSL300        , 28254.7 , 0 , 21583 , 0 , 0 , 0.76 , 0 , 0.76 
 CLFTEA72 , ETS-2-64 , 2.5X2.5 , 6523514A                                      , 6506370A , 1 , 15042 , 2 , 0.79 , STD   , DSKST300      , 455253.33 , 0 , 15042 , 0 , 0 , 0.03 , 0 , 0.03 
 CLFTEA72 , ETS-2-64 , 4X4 , 6523514A                                      , 6571495A , 1 , 10034 , 3 , 3.91 , STD   , RUY300        , 61544.65 , 168979 , 865673 , 0 , 2.75 , 14.07 , 0 , 16.81 
 CLFTEA73 , ETS-2-64 , 2X2 , 6576907B                                      , 6576907B , 16 , 375356 , 0 , 46.87 , STRIP , DSGST         , 187865.55 , 24811 , 814430 , 0 , 0.13 , 4.34 , 0 , 4.47 
 CLFTEA74 , ETS-2-64 , 7X5 ,NULL, 6514558B , 39 , 125800 , 1 , 47.31 , STD   , RGFMCM300     , 63936.39 , 109783 , 0 , 0 , 1.72 , 0 , 0 , 1.72 
 CLFTEA75 , ETS-2-64 , 4.5X3.5 , 6543758C                                      , 6543758C , 28 , 140092 , 0 , 47.75 , CLIP  , RVECLIP       , 76711.07 , 193652 , 657706 , 0 , 2.52 , 8.57 , 0 , 11.1 
 CLFTEA76 , ETS-2-64 , 3X3 , 6547181A                                      , 6547181A , 7 , 85922 , 0 , 38.46 , STD   , DRC           , 56895.83 , 27633 , 12659 , 0 , 0.49 , 0.22 , 0 , 0.71 
 CLFTEA76 , ETS-2-64 , 4X3 , 6547181A                                      , 6568858D , 1 , 500 , 1 , 0.38 , STD   , RVC300        , 31944.65 , 0 , 500 , 0 , 0 , 0.02 , 0 , 0.02 
 CLFTEA76 , ETS-2-64 , 6X5 , 6547181A                                      , 6514494A , 4 , 22784 , 2 , 8.36 , CLIP  , DQPCLIP       , 64734.93 , 168115 , 287225 , 0 , 2.6 , 4.44 , 0 , 7.03 
 CLFTEA77 , ETS-2-64 , 3.5X3.5 , 6487925B                                      , 6487925B , 14 , 125219 , 0 , 47.83 , STD   , RHL           , 62961.75 , 124879 , 523880 , 0 , 1.98 , 8.32 , 0 , 10.3 
 CLFTEA78 , ETS-2-64 , 4X4 , 6578526A                                      , 6578526A , 11 , 87189 , 0 , 28.15 , STD   , RSN300        , 74048.07 , 5026 , 0 , 0 , 0.07 , 0 , 0 , 0.07 
 CLFTEA78 , ETS-2-64 , 4.5X3.5 , 6578526A                                      , 6578688B , 12 , 80982 , 1 , 18.76 , STD   , DPC           , 103632.2 , 32952 , 42105 , 0 , 0.32 , 0.41 , 0 , 0.72 
 CLFTEA79 , ETS-2M-64 , 3X3 ,NULL, 6542741A , 17 , 211156 , 1 , 47.31 , STRIP , RGTST         , 86992.57 , 0 , 11407 , 0 , 0 , 0.13 , 0 , 0.13 
 CLFTEA80 , ETS-2-64 , 4X4 , 6571495A                                      , 6571495A , 14 , 118213 , 0 , 47.23 , STD   , RUY300        , 59972.9 , 0 , 7746 , 0 , 0 , 0.13 , 0 , 0.13 
 CLFTEA81 , ETS-2-64 , 4.0X3.5 , 6520958B                                      , 6520958B , 14 , 81694 , 0 , 47.67 , STD   , RGB300        , 39398.4 , 41682 , 164355 , 0 , 1.06 , 4.17 , 0 , 5.23 
 CLFTEA83 , ETS-2-64 , 4X4 , 6525585A                                      , 6525585A , 14 , 130606 , 0 , 47.86 , STD   , RGELLF        , 65501.44 , 89379 , 47889 , 0 , 1.36 , 0.73 , 0 , 2.1 
 CLFTEA84 , ETS-2-64 , 4X4 , 6525585A                                      , 6525585A , 13 , 129438 , 0 , 47.45 , STD   , RGE300LLF     , 65486.8 , 255475 , 629386 , 0 , 3.9 , 9.61 , 0 , 13.51 
 CLFTEA85 , ETS-2M-64 , 4.5X3.5 , 6529675B                                      , 6515575A , 5 , 38984 , 1 , 17.61 , STD   , RHL           , 53127.72 , 0 , 38984 , 0 , 0 , 0.73 , 0 , 0.73 
 CLFTEA85 , ETS-2M-64 , 6X6 , 6529675B                                      , 6517701E , 7 , 32448 , 2 , 27.35 , STD   , RSL300        , 28470.95 , 12082 , 20556 , 0 , 0.42 , 0.72 , 0 , 1.15 
 CLFTEA85 , ETS-2M-64 , 4X4 , 6529675B                                      , 6571495A , 1 , 7511 , 3 , 2.93 , STD   , RUY300        , 61544.65 , 168979 , 865673 , 0 , 2.75 , 14.07 , 0 , 16.81 
 CLFTEA86 , ETS-2-64 , 3X3 , 6569306A                                      , 6569306A , 15 , 156372 , 0 , 47.73 , STD   , RTE300        , 79224.87 , 108177 , 101419 , 0 , 1.37 , 1.28 , 0 , 2.65 
 CLFTEA87 , ETM-4-64 , 4X4 ,NULL, 6546767B , 31 , 264878 , 1 , 33.81 , STD   , RGPST300      , 188160 , 55036 , 261497 , 0 , 0.29 , 1.39 , 0 , 1.68 
 CLFTEA87 , ETM-4-64 , 3X2 ,NULL, 6552808A , 1 , 14584 , 2 , 3.63 , STRIP , DSSST         , 99019.37 , 0 , 14584 , 0 , 0 , 0.15 , 0 , 0.15 
 CLFTEA87 , ETM-4-64 , 3X3 ,NULL, 6513992A , 3 , 42339 , 3 , 10.56 , STD   , RGTLLF        , 95390.83 , 0 , 48990 , 0 , 0 , 0.51 , 0 , 0.51 
 CLFTEA88 , ETS-2-64 , 5X5 , 6487839B                                      , 6487839B , 10 , 66411 , 0 , 46.55 , STD   , RHB300        , 34243.47 , 5266 , 134910 , 0 , 0.15 , 3.94 , 0 , 4.09 
 CLFTEA88 , ETS-2-64 , 2X2 , 6487839B                                      , 6506370A , 1 , 12231 , 1 , 1.10 , STRIP , DSGST         , 282624 , 48095 , 0 , 0 , 0.17 , 0 , 0 , 0.17 
 CLFTEA89 , ETM-5-128 , 2X2 , 6547137A                                      , 6547137A , 2 , 49624 , 0 , 10.36 , STRIP , DSGST         , 115085.78 , 0 , 40440 , 0 , 0 , 0.35 , 0 , 0.35 
 CLFTEA89 , ETM-5-128 , 3X3 , 6547137A                                      , 6583782A , 6 , 71329 , 1 , 7.13 , STRIP , RTE300ST      , 179144.71 , 50131 , 85140 , 0 , 0.28 , 0.48 , 0 , 0.76 
 CLFTEA89 , ETM-5-128 , 3.5X3.5 , 6547137A                                      , 6529762A , 1 , 8319 , 2 , 11.87 , STD   , RVA           , 16833.86 , 8405 , 23415 , 0 , 0.5 , 1.39 , 0 , 1.89 
 CLFTEA89 , ETM-5-128 , 4X4 , 6547137A                                      , 6579768C , 8 , 75478 , 3 , 17.97 , STD   , RTWST300      , 100240.07 , 684106 , 2149975 , 0 , 6.82 , 21.45 , 0 , 28.27 
 CLFTEA9 , ETS-0-64 , 3X3 , 6513992A                                      , 6513992A , 14 , 186573 , 0 , 47.67 , STD   , RGTLLF        , 92619.93 , 8398 , 11388 , 0 , 0.09 , 0.12 , 0 , 0.21 
 CLFTEA92 , ETM-5-128 , 4X4 , 6579768C                                      , 6579768C , 24 , 199780 , 0 , 47.92 , STD   , RTWST300      , 100071.76 , 127058 , 61514 , 0 , 1.27 , 0.61 , 0 , 1.88 
