Machine_Instance,Machine_Family_Name,Lot_Name,Quantity,Lot_Weight,Initial_Lot_Flag,Device_Name,Tooling_Family_Name,Certification,Setup_Time,Completion_Time
CLFTEA14,ETS-2M-64,5941302,3749,2743,N,AC7760IRHAR-CK,6526570D,1,10/30/2015 04:19:52,10/30/2015 09:16:16
CLFTEA14,ETS-2M-64,5941301,5157,2743,N,AC7760IRHAR-CK,6526570D,1,10/30/2015 04:19:52,10/30/2015 13:26:50
CLFTEA86,ETS-2-64,5982266,8978,902,N,CC24610DRBR-CK,6511094C,1,10/30/2015 04:40:29,10/30/2015 07:09:15
CLFTEA86,ETS-2-64,5971889,13804,1210,N,CC24610DRBR-CK,6511094C,1,10/30/2015 04:40:29,10/30/2015 10:52:37
CLFTEA86,ETS-2-64,5983814,13811,854,N,CC24610DRBR-GK,6511094C,1,10/30/2015 04:40:29,10/30/2015 14:36:05
CLFTEA48,ETS-2M-64,5970868,8465,1468,N,1275B1RUKR-G2K,6548406A,1,10/30/2015 05:24:01,10/30/2015 12:20:18
CLFTEA48,ETS-2M-64,5970863,13534,1468,N,1275B1RUKR-G2K,6548406A,1,10/30/2015 05:24:01,10/30/2015 23:19:53
CLFTEA71,ETS-1M-64,5968627,9165,1301,N,PS61200DRCT-LY,6478393B,1,10/30/2015 06:28:44,10/30/2015 08:54:55
CLFTEA71,ETS-1M-64,5968625,11794,1301,N,PS61200DRCT-LY,6478393B,1,10/30/2015 06:28:44,10/30/2015 12:00:10
CLFTEA60,ETS-2-64,5964056,8845,1439,N,Q24736RGRR-G2K,6541231B,1,10/30/2015 06:29:10,10/30/2015 09:27:21
CLFTEA60,ETS-2-64,5964049,15098,1439,N,Q24736RGRR-G2K,6541231B,1,10/30/2015 06:29:10,10/30/2015 14:24:26
CLFTEA67,ETS-2-64,5961934,6892,1487,N,PS61230DRCR1-L,6542694A,1,10/30/2015 08:30:02,10/30/2015 10:05:22
CLFTEA67,ETS-2-64,5972949,13795,1170,N,PS61230DRCR1-L,6542694A,1,10/30/2015 08:30:02,10/30/2015 13:06:11
CLFTEA65,ETS-2-64,5983278,7513,872,N,Q24715RGRR-G2K,6545253A,1,10/30/2015 09:14:36,10/30/2015 12:24:57
CLFTEA65,ETS-2-64,5983276,15028,872,N,Q24715RGRR-G2K,6545253A,1,10/30/2015 09:14:36,10/30/2015 18:35:43
CLFTEA65,ETS-2-64,5988098,15084,740,N,Q24715RGRR-G2K,6545253A,1,10/30/2015 09:14:36,11/01/2015 00:47:51
CLFTEA71,ETS-1M-64,5974038,13508,1146,N,TPS2541RTER-G2,6513884B,1,10/30/2015 12:00:10,10/30/2015 16:13:26
CLFTEA71,ETS-1M-64,5974037,13765,1146,N,TPS2541RTER-G2,6513884B,1,10/30/2015 12:00:10,10/30/2015 20:31:20
CLFTEA74,ETS-2-64,5988503,6844,731,N,PS2561ADRCR-G2,6505620C,1,10/30/2015 12:47:39,10/30/2015 14:20:09
CLFTEA74,ETS-2-64,5987366,13815,756,N,TPS2561DRCR1-L,6505620C,1,10/30/2015 12:47:39,10/30/2015 17:02:56
CLFTEA74,ETS-2-64,5987367,13818,756,N,TPS2561DRCR1-L,6505620C,1,10/30/2015 12:47:39,10/30/2015 19:45:45
CLFTEA67,ETS-2-64,5988134,7725,740,N,53219ARGTR-G2K,6518552B,1,10/30/2015 13:06:11,10/30/2015 15:26:23
CLFTEA67,ETS-2-64,5988124,13770,740,N,53219ARGTR-G2K,6518552B,1,10/30/2015 13:06:11,10/30/2015 19:28:29
CLFTEA67,ETS-2-64,5988133,13796,740,N,53219ARGTR-G2K,6518552B,1,10/30/2015 13:06:11,10/30/2015 23:31:02
CLFTEA57,ETS-2-64,5945432,3755,2075,N,PS53624RHAT-BK,6500265B,1,10/30/2015 13:17:47,10/30/2015 16:26:50
CLFTEA14,ETS-2M-64,5952023,15943,2042,N,PS61161DRVR-LK,6504079A,1,10/30/2015 13:26:50,10/30/2015 15:17:53
CLFTEA75,ETS-2-64,5953580,27949,2027,N,BQ29707DSER-G2,6575703A,1,10/30/2015 14:17:51,10/30/2015 20:24:59
CLFTEA60,ETS-2-64,5953466,13811,1747,N,54328DRCRP-G2Y,6553444B,1,10/30/2015 14:24:26,11/01/2015 01:37:19
CLFTEA86,ETS-2-64,5961306,3554,1744,N,51315RGFR-LS2Y,6496545A,1,10/30/2015 14:36:05,10/30/2015 17:36:38
CLFTEA14,ETS-2M-64,5991629,9993,651,N,S65283RGER-G2Y,6575258A,1,10/30/2015 15:17:53,10/30/2015 20:11:04
CLFTEA14,ETS-2M-64,5991637,9995,651,N,S65283RGER-G2Y,6575258A,1,10/30/2015 15:17:53,11/01/2015 01:04:18
CLFTEA30,ETS-2-64,5991640,9996,651,N,S65283RGER-G2Y,6575258A,1,10/30/2015 15:38:34,10/30/2015 20:31:50
CLFTEA30,ETS-2-64,5991654,10002,651,N,S65283RGER-G2Y,6575258A,1,10/30/2015 15:38:34,11/01/2015 01:25:17
CLFTEA85,ETS-2M-64,5985646,13708,808,N,TPS73701DRBR-B,6489159B,1,10/30/2015 15:49:36,10/30/2015 20:47:27
CLFTEA85,ETS-2M-64,5997693,13802,474,N,TPS73701DRBR-B,6489159B,1,10/30/2015 15:49:36,11/01/2015 01:47:16
CLFTEA38,ETS-2-64,5969802,5036,1269,N,A6130A2RTJR-LK,6479465A,1,10/30/2015 16:18:54,10/30/2015 18:52:08
CLFTEA70,ETS-2-64,5991798,13769,640,N,5633BRTER-KDG2,6569306A,1,10/30/2015 16:22:39,10/30/2015 20:54:27
CLFTEA70,ETS-2-64,5995267,13794,541,N,5633ARTER-KDG2,6569306A,1,10/30/2015 16:22:39,11/01/2015 01:13:38
CLFTEA57,ETS-2-64,5972946,9079,1179,N,A2314AIDRBR-CK,No_Tooling,1,10/30/2015 16:26:50,10/30/2015 23:52:36
CLFTEA43,ETS-2-64,5975077,9354,1110,N,A2314AIDRBR-CK,No_Tooling,1,10/30/2015 16:31:04,11/01/2015 00:10:01
CLFTEA78,ETS-2-64,5977626,10067,1038,N,S51463RGER2-G2,6520959B,1,10/30/2015 16:38:24,10/30/2015 20:31:44
CLFTEA31,ETS-2-64,5977745,7911,1033,N,7A8300RGWR-G2K,6555551A,1,10/30/2015 17:15:56,10/30/2015 21:02:38
CLFTEA13,ETS-1-64,5982713,5170,887,N,N0706026RHHR-B,6479550B,1,10/30/2015 17:34:08,10/30/2015 21:37:30
CLFTEA86,ETS-2-64,5980995,7907,1027,N,51980ARTVR-G2K,6487839B,1,10/30/2015 17:36:38,10/30/2015 23:46:33
CLFTEA6,ETS-2-64,5983805,16910,861,N,PS63000DRCR-LY,6469014A,1,10/30/2015 17:46:20,10/30/2015 23:52:25
CLFTEA84,ETS-2-64,5983799,16917,861,N,PS63000DRCR-LY,6469014A,1,10/30/2015 17:56:34,11/01/2015 00:02:47
CLFTEA79,ETS-2-64,5984406,7905,839,N,51980RTVR1-G2K,6487839B,1,10/30/2015 18:49:45,11/01/2015 00:54:59
CLFTEA38,ETS-2-64,5984342,13783,839,N,PS54678RTER-G2,6529253A,1,10/30/2015 18:52:08,11/01/2015 01:24:26
CLFTEA29,ETS-2-64,5985618,15106,807,N,PS54821RHLR2-R,6487925B,1,10/30/2015 19:00:19,11/01/2015 01:26:03
CLFTEA61,ETS-2-64,5985617,15112,807,N,PS54821RHLR2-R,6487925B,1,10/30/2015 19:22:03,11/01/2015 01:47:55
CLFTEA39,ETS-2-64,5985619,15115,807,N,PS54821RHLR2-R,6487925B,1,10/30/2015 19:36:03,11/01/2015 02:02:00
CLFTEA74,ETS-2-64,5988119,13812,740,N,592ALDRCR1-G2K,6547181A,1,10/30/2015 19:45:45,11/01/2015 01:48:21
CLFTEA75,ETS-2-64,5995276,13796,541,N,5633BRTER-KDG2,6569306A,1,10/30/2015 20:24:59,11/01/2015 00:57:19
CLFTEA78,ETS-2-64,5997012,3524,447,N,20QDSJRQ1-URR&,6509642C,1,10/30/2015 20:31:44,10/30/2015 23:30:51
CLFTEA31,ETS-2-64,5969402,9948,362,N,BQ24196RGER-RY,6525585A,1,10/30/2015 21:02:38,11/01/2015 00:51:52
CLFTEA77,ETS-2-64,5977208,5258,132,N,BQ24196RGER-RY,6525585A,1,10/30/2015 21:28:03,10/30/2015 23:33:54
CLFTEA77,ETS-2-64,5979193,5578,76,N,BQ24196RGER-RY,6525585A,1,10/30/2015 21:28:03,11/01/2015 01:46:49
CLFTEA32,ETS-2-128,5958110,6263,1603,N,S51123RGER1-BY,6510697B,1,10/30/2015 21:28:24,11/01/2015 00:04:28
CLFTEA44,ETS-2-64,5979197,7946,76,N,BQ24196RGER-RY,6525585A,1,10/30/2015 22:03:52,11/01/2015 01:08:59
CLFTEA58,ETS-2-128,5984370,9621,839,N,Q24780RUYR-G2K,6571495A,1,10/30/2015 22:11:16,11/01/2015 01:56:52
CLFTEA7,ETS-2-128,5979187,8916,76,N,BQ24196RGER-RY,6525585A,1,10/30/2015 22:30:46,11/01/2015 01:57:15
