Machine_Instance,Machine_Family_Name,Lot_Name,Quantity,Lot_Weight,Initial_Lot_Flag,Device_Name,Tooling_Family_Name,Certification,Setup_Time,Completion_Time
CLFTEA7,ETS-2-128,5963959,13815,1439,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 06:38:41
CLFTEA7,ETS-2-128,5974022,13815,1146,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 11:11:22
CLFTEA7,ETS-2-128,5988519,13819,731,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 15:44:08
CLFTEA7,ETS-2-128,5956893,13807,1647,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/28/2015 20:18:20
CLFTEA7,ETS-2-128,5963976,13806,1439,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/29/2015 00:52:31
CLFTEA7,ETS-2-128,5963969,13815,1439,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/29/2015 05:26:53
CLFTEA7,ETS-2-128,5963972,13773,1439,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/29/2015 10:00:27
CLFTEA7,ETS-2-128,5963977,13773,1439,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/29/2015 14:34:00
CLFTEA7,ETS-2-128,5967256,13818,1342,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/29/2015 19:08:25
CLFTEA7,ETS-2-128,5967253,13730,1342,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/29/2015 23:41:09
CLFTEA7,ETS-2-128,5967258,13815,1342,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/30/2015 04:15:31
CLFTEA7,ETS-2-128,5967257,13730,1342,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/30/2015 08:48:15
CLFTEA7,ETS-2-128,5967259,13808,1342,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/30/2015 13:22:29
CLFTEA7,ETS-2-128,5967255,13813,1342,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/30/2015 17:56:48
CLFTEA7,ETS-2-128,5967251,13794,1342,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/30/2015 22:30:46
CLFTEA70,ETS-2-64,5953397,13813,2006,N,1312DRCR1-G2KY,6553054A,1,10/28/2015 02:06:00,10/28/2015 04:15:13
CLFTEA70,ETS-2-64,5953399,13817,2006,N,1312DRCR1-G2KY,6553054A,1,10/28/2015 02:06:00,10/28/2015 06:24:29
CLFTEA70,ETS-2-64,5953394,13818,2006,N,1312DRCR1-G2KY,6553054A,1,10/28/2015 02:06:00,10/28/2015 08:33:45
CLFTEA70,ETS-2-64,5953401,13815,2006,N,1312DRCR1-G2KY,6553054A,1,10/28/2015 02:06:00,10/28/2015 10:42:59
CLFTEA70,ETS-2-64,5953396,13818,2006,N,1312DRCR1-G2KY,6553054A,1,10/28/2015 02:06:00,10/28/2015 12:52:16
CLFTEA70,ETS-2-64,5953398,13819,2006,N,1312DRCR1-G2KY,6553054A,1,10/28/2015 02:06:00,10/28/2015 15:01:32
CLFTEA71,ETS-1M-64,5827989,6904,5448,N,A2313IDRGR1-CK,6515889A,1,10/28/2015 19:09:21,10/28/2015 20:55:39
CLFTEA71,ETS-1M-64,5827987,10568,5448,N,A2313IDRGR1-CK,6515889A,1,10/28/2015 19:09:21,10/28/2015 23:33:04
CLFTEA72,ETS-2-64,5970719,13812,1238,N,5633ARTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 06:25:29
CLFTEA72,ETS-2-64,5970720,13783,1238,N,5633ARTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 10:44:28
CLFTEA72,ETS-2-64,5981565,13806,921,N,5633ARTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 15:03:51
CLFTEA72,ETS-2-64,5981572,13623,921,N,5633ARTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 19:19:57
CLFTEA72,ETS-2-64,5981573,13805,921,N,5633ARTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 23:39:19
CLFTEA72,ETS-2-64,5967249,13789,1343,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 04:11:30
CLFTEA72,ETS-2-64,5967245,13436,1343,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 08:36:59
CLFTEA72,ETS-2-64,5970729,13520,1238,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 13:04:04
CLFTEA72,ETS-2-64,5984337,7633,839,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 15:39:11
CLFTEA72,ETS-2-64,5984328,13754,839,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 20:10:42
CLFTEA72,ETS-2-64,5984335,13694,839,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/30/2015 00:41:05
CLFTEA72,ETS-2-64,5984325,13713,839,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/30/2015 05:11:50
CLFTEA72,ETS-2-64,5991801,13806,640,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/30/2015 09:44:21
CLFTEA72,ETS-2-64,5991802,11468,640,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/30/2015 13:32:24
CLFTEA72,ETS-2-64,5988470,13793,731,N,65633AKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/30/2015 17:49:29
CLFTEA72,ETS-2-64,5988472,13810,731,N,65633AKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/30/2015 22:06:51
CLFTEA72,ETS-2-64,5988473,7920,731,N,65633AKRTER-G2,6569306A,1,10/28/2015 02:06:00,11/01/2015 00:38:42
CLFTEA73,ETS-2-64,5967385,3817,1403,N,1409027RVER-LN,6545456B,1,10/28/2015 13:44:45,10/28/2015 14:56:45
CLFTEA73,ETS-2-64,5967384,4521,1403,N,1409027RVER-LN,6545456B,1,10/28/2015 13:44:45,10/28/2015 16:20:11
CLFTEA73,ETS-2-64,5967388,7710,1403,N,1409027RVER-LN,6545456B,1,10/28/2015 13:44:45,10/28/2015 18:35:26
CLFTEA73,ETS-2-64,5967393,3911,1403,N,1409027RVER-LN,6545456B,1,10/28/2015 13:44:45,10/28/2015 19:48:57
CLFTEA73,ETS-2-64,5963735,3868,1510,N,S51362RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/28/2015 21:09:46
CLFTEA73,ETS-2-64,5978669,3857,1510,N,S51362RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/28/2015 22:30:22
CLFTEA73,ETS-2-64,5963746,3814,1510,N,S51362RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/28/2015 23:50:10
CLFTEA73,ETS-2-64,5935877,6477,2293,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 01:44:03
CLFTEA73,ETS-2-64,5942160,4254,2123,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 03:02:15
CLFTEA73,ETS-2-64,5945619,5866,2021,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 04:46:19
CLFTEA73,ETS-2-64,5988288,77,1910,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 04:57:31
CLFTEA73,ETS-2-64,5966318,3789,1826,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 06:08:15
CLFTEA73,ETS-2-64,5988289,77,1826,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 06:19:27
CLFTEA73,ETS-2-64,5982606,3862,1725,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 07:31:22
CLFTEA73,ETS-2-64,5985932,5784,1244,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 09:14:07
CLFTEA73,ETS-2-64,5973029,3843,1244,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 10:25:44
CLFTEA73,ETS-2-64,5973017,7820,1244,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 12:41:09
CLFTEA73,ETS-2-64,5985933,7715,1244,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 14:54:53
CLFTEA73,ETS-2-64,5976350,7830,1142,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 17:10:27
CLFTEA73,ETS-2-64,5976352,7770,1142,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 19:25:04
CLFTEA73,ETS-2-64,5976356,7792,1142,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 21:40:02
CLFTEA73,ETS-2-64,5976354,7802,1142,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/29/2015 23:55:09
CLFTEA73,ETS-2-64,5990002,7747,1142,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/30/2015 02:09:24
CLFTEA73,ETS-2-64,5976357,7799,1142,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/30/2015 04:24:29
CLFTEA73,ETS-2-64,5976353,7784,1142,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/30/2015 06:39:19
CLFTEA73,ETS-2-64,5976360,3707,1142,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/30/2015 07:48:45
CLFTEA73,ETS-2-64,5976355,7843,1142,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/30/2015 10:04:32
CLFTEA73,ETS-2-64,5976358,7811,1142,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/30/2015 12:19:48
CLFTEA73,ETS-2-64,5976349,7821,1142,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/30/2015 14:35:14
CLFTEA73,ETS-2-64,5979860,7557,1037,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/30/2015 16:46:26
CLFTEA73,ETS-2-64,5979862,7626,1037,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/30/2015 18:58:44
CLFTEA73,ETS-2-64,5979857,7609,1037,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/30/2015 21:10:45
CLFTEA73,ETS-2-64,5979865,7721,1037,N,S51363RVER-LNY,6545456B,1,10/28/2015 13:44:45,10/30/2015 23:24:35
CLFTEA73,ETS-2-64,5974932,3896,1176,N,S51367RVER-LNY,6545456B,1,10/28/2015 13:44:45,11/01/2015 00:47:29
CLFTEA74,ETS-2-64,5945809,4989,2032,N,54361QDPRRQ1-C,6567540A,1,10/28/2015 02:06:00,10/28/2015 06:15:25
CLFTEA74,ETS-2-64,5945808,5219,2032,N,54361QDPRRQ1-C,6567540A,1,10/28/2015 02:06:00,10/28/2015 10:35:54
CLFTEA74,ETS-2-64,5979437,10043,977,N,TPS54341DPRR-C,6567540A,1,10/28/2015 02:06:00,10/28/2015 14:17:17
CLFTEA74,ETS-2-64,5979442,10050,977,N,TPS54341DPRR-C,6567540A,1,10/28/2015 02:06:00,10/28/2015 17:58:50
CLFTEA74,ETS-2-64,5979439,10037,977,N,TPS54341DPRR-C,6567540A,1,10/28/2015 02:06:00,10/28/2015 21:40:05
CLFTEA74,ETS-2-64,5979440,10063,977,N,TPS54341DPRR-C,6567540A,1,10/28/2015 02:06:00,10/29/2015 01:21:54
CLFTEA74,ETS-2-64,5979432,10059,977,N,TPS54341DPRR-C,6567540A,1,10/28/2015 02:06:00,10/29/2015 05:03:38
CLFTEA74,ETS-2-64,5979438,10030,977,N,TPS54341DPRR-C,6567540A,1,10/28/2015 02:06:00,10/29/2015 08:44:45
CLFTEA74,ETS-2-64,5978740,5020,1006,N,TPS54541DPRR-C,6567540A,1,10/28/2015 02:06:00,10/29/2015 10:41:29
CLFTEA74,ETS-2-64,5978739,5190,1006,N,TPS54541DPRR-C,6567540A,1,10/28/2015 02:06:00,10/29/2015 12:41:50
CLFTEA75,ETS-2-64,5981050,7180,935,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/28/2015 06:27:18
CLFTEA75,ETS-2-64,5981053,7141,935,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/28/2015 10:47:14
CLFTEA75,ETS-2-64,5981054,3576,935,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/28/2015 13:02:22
CLFTEA75,ETS-2-64,5981048,7186,935,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/28/2015 17:23:53
CLFTEA75,ETS-2-64,5981049,7189,935,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/28/2015 21:45:30
CLFTEA75,ETS-2-64,5981052,7188,935,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/29/2015 02:07:05
CLFTEA75,ETS-2-64,5981051,7113,935,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/29/2015 06:26:02
CLFTEA75,ETS-2-64,5990934,5680,664,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/29/2015 09:54:50
CLFTEA75,ETS-2-64,5990931,7140,664,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/29/2015 14:14:44
CLFTEA75,ETS-2-64,5990933,7190,664,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/29/2015 18:36:23
CLFTEA75,ETS-2-64,5990935,3593,664,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/29/2015 20:52:07
CLFTEA75,ETS-2-64,5990932,7182,664,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/30/2015 01:13:30
CLFTEA75,ETS-2-64,5994015,7183,575,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/30/2015 05:34:54
CLFTEA75,ETS-2-64,5994012,7191,575,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/30/2015 09:56:35
CLFTEA75,ETS-2-64,5994011,7179,575,N,TPS53317RGBR-L,6520958B,1,10/28/2015 02:06:00,10/30/2015 14:17:51
CLFTEA76,ETS-2-64,5967180,24032,1576,N,294700DSGR-G2K,6547137A,1,10/28/2015 02:06:00,10/28/2015 07:13:23
CLFTEA76,ETS-2-64,5970675,24836,1471,N,294700DSGR-G2K,6547137A,1,10/28/2015 02:06:00,10/28/2015 12:30:43
CLFTEA76,ETS-2-64,5970676,24834,1471,N,294700DSGR-G2K,6547137A,1,10/28/2015 02:06:00,10/28/2015 17:48:02
CLFTEA76,ETS-2-64,5973971,24833,1379,N,294700DSGR-G2K,6547137A,1,10/28/2015 02:06:00,10/28/2015 23:05:19
CLFTEA76,ETS-2-64,5973974,24829,1379,N,294700DSGR-G2K,6547137A,1,10/28/2015 02:06:00,10/29/2015 04:22:34
CLFTEA76,ETS-2-64,5973972,24828,1379,N,294700DSGR-G2K,6547137A,1,10/28/2015 02:06:00,10/29/2015 09:39:49
CLFTEA76,ETS-2-64,5973973,24834,1379,N,294700DSGR-G2K,6547137A,1,10/28/2015 02:06:00,10/29/2015 14:57:07
CLFTEA76,ETS-2-64,5984350,13270,1033,N,94707DSGR1-G2K,6547137A,1,10/28/2015 02:06:00,10/29/2015 17:35:26
CLFTEA77,ETS-2-64,5987137,15087,765,N,24735RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/28/2015 06:23:49
CLFTEA77,ETS-2-64,5970620,15068,1238,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/28/2015 11:07:25
CLFTEA77,ETS-2-64,5970623,14779,1238,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/28/2015 15:45:45
CLFTEA77,ETS-2-64,5970613,15093,1238,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/28/2015 20:29:48
CLFTEA77,ETS-2-64,5973925,15079,1146,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/29/2015 01:13:36
CLFTEA77,ETS-2-64,5973922,15061,1146,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/29/2015 05:57:04
CLFTEA77,ETS-2-64,5973920,15106,1146,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/29/2015 10:41:20
CLFTEA77,ETS-2-64,5973927,15081,1146,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/29/2015 15:25:10
CLFTEA77,ETS-2-64,5973929,15076,1146,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/29/2015 20:08:54
CLFTEA77,ETS-2-64,5977784,7525,1033,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/29/2015 22:35:31
CLFTEA77,ETS-2-64,5977780,14753,1033,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/30/2015 03:13:23
CLFTEA77,ETS-2-64,5977779,15102,1033,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/30/2015 07:57:36
CLFTEA77,ETS-2-64,5981032,7350,927,N,Q24735RGRR1-LK,6512615D,1,10/28/2015 02:06:00,10/30/2015 10:08:19
CLFTEA77,ETS-2-64,5981031,9384,927,N,Q24735RGRR1-LK,6512615D,1,10/28/2015 02:06:00,10/30/2015 12:52:27
CLFTEA77,ETS-2-64,5981034,15094,927,N,Q24735RGRR1-LK,6512615D,1,10/28/2015 02:06:00,10/30/2015 17:10:24
CLFTEA77,ETS-2-64,5981035,15076,927,N,Q24735RGRR1-LK,6512615D,1,10/28/2015 02:06:00,10/30/2015 21:28:03
CLFTEA78,ETS-2-64,5974112,10060,1145,N,S542941RSAR-G2,6553495A,1,10/28/2015 02:06:00,10/28/2015 08:06:04
CLFTEA78,ETS-2-64,5974113,7900,1145,N,S542941RSAR-G2,6553495A,1,10/28/2015 02:06:00,10/28/2015 12:50:58
CLFTEA78,ETS-2-64,5974110,10045,1145,N,S542941RSAR-G2,6553495A,1,10/28/2015 02:06:00,10/28/2015 18:50:31
CLFTEA78,ETS-2-64,5974108,10067,1145,N,S542941RSAR-G2,6553495A,1,10/28/2015 02:06:00,10/29/2015 00:50:51
CLFTEA78,ETS-2-64,5974111,10061,1145,N,S542941RSAR-G2,6553495A,1,10/28/2015 02:06:00,10/29/2015 06:50:57
CLFTEA78,ETS-2-64,5974109,10072,1145,N,S542941RSAR-G2,6553495A,1,10/28/2015 02:06:00,10/29/2015 12:51:27
CLFTEA78,ETS-2-64,5942951,9503,2051,N,S54495RSAR1-G2,6553495A,1,10/28/2015 02:06:00,10/29/2015 18:28:21
CLFTEA78,ETS-2-64,5942952,4960,2051,N,S54495RSAR1-G2,6553495A,1,10/28/2015 02:06:00,10/29/2015 21:28:57
CLFTEA79,ETS-2-64,5936311,24675,2499,N,BQ24311DSGR-G2,6576907B,1,10/28/2015 15:05:12,10/28/2015 18:10:06
CLFTEA79,ETS-2-64,5939759,23588,2403,N,BQ24311DSGR-G2,6576907B,1,10/28/2015 15:05:12,10/28/2015 21:07:17
CLFTEA79,ETS-2-64,5977210,24815,1278,N,Q24314ADSGR-G2,6576907B,1,10/28/2015 15:05:12,10/29/2015 00:23:08
CLFTEA79,ETS-2-64,5977215,24837,1278,N,Q24314ADSGR-G2,6576907B,1,10/28/2015 15:05:12,10/29/2015 03:39:08
CLFTEA79,ETS-2-64,5977214,24834,1278,N,Q24314ADSGR-G2,6576907B,1,10/28/2015 15:05:12,10/29/2015 06:55:07
CLFTEA79,ETS-2-64,5977217,17695,1278,N,Q24314ADSGR-G2,6576907B,1,10/28/2015 15:05:12,10/29/2015 09:17:37
CLFTEA79,ETS-2-64,5977211,24782,1278,N,Q24314ADSGR-G2,6576907B,1,10/28/2015 15:05:12,10/29/2015 12:33:13
CLFTEA79,ETS-2-64,5977213,24835,1278,N,Q24314ADSGR-G2,6576907B,1,10/28/2015 15:05:12,10/29/2015 15:49:12
CLFTEA79,ETS-2-64,5977216,24837,1278,N,Q24314ADSGR-G2,6576907B,1,10/28/2015 15:05:12,10/29/2015 19:05:13
CLFTEA81,ETS-2-64,5977225,13802,1044,N,5633ARTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 06:25:19
CLFTEA81,ETS-2-64,5981569,13808,921,N,5633ARTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 10:44:44
CLFTEA81,ETS-2-64,5981568,13729,921,N,5633ARTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 15:02:44
CLFTEA81,ETS-2-64,5981571,13810,921,N,5633ARTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 19:22:12
CLFTEA81,ETS-2-64,5967250,10776,1343,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 22:57:06
CLFTEA81,ETS-2-64,5967248,13683,1343,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 03:27:16
CLFTEA81,ETS-2-64,5981383,6894,926,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 05:48:20
CLFTEA81,ETS-2-64,5981390,13797,926,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 10:20:41
CLFTEA81,ETS-2-64,5981391,10650,926,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 13:53:10
CLFTEA81,ETS-2-64,5981396,13765,926,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 18:24:54
CLFTEA81,ETS-2-64,5984327,13805,839,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 22:57:24
CLFTEA81,ETS-2-64,5984332,13797,839,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/30/2015 03:29:45
CLFTEA81,ETS-2-64,5988525,9666,731,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/30/2015 06:43:32
CLFTEA81,ETS-2-64,5988522,13658,731,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/30/2015 11:13:14
CLFTEA81,ETS-2-64,5939904,13805,2141,N,65633AKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/30/2015 15:30:31
CLFTEA81,ETS-2-64,5956880,13802,1647,N,65633AKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/30/2015 19:47:45
CLFTEA81,ETS-2-64,5988460,13805,731,N,65633AKRTER-G2,6569306A,1,10/28/2015 02:06:00,11/01/2015 00:05:02
CLFTEA83,ETS-2-64,5984734,15099,830,N,PS54320RHLR-G2,6487925B,1,10/28/2015 02:06:00,10/28/2015 07:46:14
CLFTEA83,ETS-2-64,5964248,15111,1438,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/28/2015 14:12:05
CLFTEA83,ETS-2-64,5968643,13952,1306,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/28/2015 20:09:06
CLFTEA83,ETS-2-64,5968638,15093,1306,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/29/2015 02:34:31
CLFTEA83,ETS-2-64,5968640,15101,1306,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/29/2015 09:00:07
CLFTEA83,ETS-2-64,5968641,15081,1306,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/29/2015 15:25:14
CLFTEA83,ETS-2-64,5968639,15103,1306,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/29/2015 21:50:53
CLFTEA83,ETS-2-64,5985621,7556,807,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/30/2015 01:08:48
CLFTEA83,ETS-2-64,5989362,7552,707,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/30/2015 04:26:38
CLFTEA83,ETS-2-64,5984740,8316,830,N,S54620RGYR1-G2,6487925B,1,10/28/2015 02:06:00,10/30/2015 07:27:49
CLFTEA83,ETS-2-64,5984737,15097,830,N,S54620RGYR1-G2,6487925B,1,10/28/2015 02:06:00,10/30/2015 12:48:38
CLFTEA83,ETS-2-64,5978603,14982,1010,N,TPS54622RHLR-L,6487925B,1,10/28/2015 02:06:00,10/30/2015 19:25:43
CLFTEA83,ETS-2-64,5984743,15093,830,N,S54620RGYR1-G2,6487925B,1,10/28/2015 02:06:00,11/01/2015 00:46:27
CLFTEA84,ETS-2-64,5920809,11151,2722,N,PS40190DRCR-BY,6494476A,1,10/28/2015 02:06:00,10/28/2015 04:48:21
CLFTEA84,ETS-2-64,5961661,10693,1502,N,PS40190DRCR-BY,6494476A,1,10/28/2015 02:06:00,10/28/2015 07:24:28
CLFTEA84,ETS-2-64,5965099,10691,1405,N,PS40190DRCR-BY,6494476A,1,10/28/2015 02:06:00,10/28/2015 10:00:32
CLFTEA84,ETS-2-64,5965098,14981,1405,N,PS40190DRCR-BY,6494476A,1,10/28/2015 02:06:00,10/28/2015 13:35:15
CLFTEA84,ETS-2-64,5965097,16875,1405,N,PS40190DRCR-BY,6494476A,1,10/28/2015 02:06:00,10/28/2015 17:35:51
CLFTEA84,ETS-2-64,5985792,10840,809,N,PS40190DRCR-BY,6494476A,1,10/28/2015 02:06:00,10/28/2015 20:13:58
CLFTEA84,ETS-2-64,5993191,16916,611,N,PS40190DRCR-BY,6494476A,1,10/28/2015 02:06:00,10/29/2015 00:15:07
CLFTEA84,ETS-2-64,5993196,16840,611,N,PS40190DRCR-BY,6494476A,1,10/28/2015 02:06:00,10/29/2015 04:15:15
CLFTEA85,ETS-2M-64,5957784,4124,1661,N,1402065RVER-LN,6543758C,1,10/28/2015 02:06:00,10/28/2015 03:56:27
CLFTEA85,ETS-2M-64,5957782,6270,1661,N,1402065RVER-LN,6543758C,1,10/28/2015 02:06:00,10/28/2015 06:39:13
CLFTEA85,ETS-2M-64,5957783,3778,1661,N,1402065RVER-LN,6543758C,1,10/28/2015 02:06:00,10/28/2015 08:21:15
CLFTEA85,ETS-2M-64,5976364,1433,1661,N,1402065RVER-LN,6543758C,1,10/28/2015 02:06:00,10/28/2015 09:06:08
CLFTEA85,ETS-2M-64,5957781,7619,1661,N,1402065RVER-LN,6543758C,1,10/28/2015 02:06:00,10/28/2015 12:21:46
CLFTEA85,ETS-2M-64,5957778,7659,1661,N,1402065RVER-LN,6543758C,1,10/28/2015 02:06:00,10/28/2015 15:38:23
CLFTEA85,ETS-2M-64,5962914,7736,1987,N,53515RVER2-LN#,6543758C,1,10/28/2015 02:06:00,10/28/2015 18:24:09
CLFTEA85,ETS-2M-64,5962916,7765,1987,N,53515RVER2-LN#,6543758C,1,10/28/2015 02:06:00,10/28/2015 21:10:31
CLFTEA85,ETS-2M-64,5962918,4902,1987,N,53515RVER2-LN#,6543758C,1,10/28/2015 02:06:00,10/28/2015 22:59:12
CLFTEA85,ETS-2M-64,5962919,3869,1987,N,53515RVER2-LN#,6543758C,1,10/28/2015 02:06:00,10/29/2015 00:27:05
CLFTEA85,ETS-2M-64,5986016,7597,2222,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/29/2015 03:12:37
CLFTEA85,ETS-2M-64,5986015,4348,2222,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/29/2015 04:51:37
CLFTEA85,ETS-2M-64,5980699,4091,1010,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/29/2015 06:25:21
CLFTEA85,ETS-2M-64,5987079,7667,834,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/29/2015 09:12:19
